"","X1","X2"
"V1",0.00510695235153213,-0.00145306632127526
"V2",0.000179994965354321,-3.41098373070781e-05
"V3",0.00373419205228205,-0.00103676996329124
"V4",-0.00155810910060594,0.00305779337514503
"V5",-0.000409187728857781,0.00143437252189211
"V6",0.000184248569217872,0.00111920740930741
"V7",-0.000471025516852682,0.0142878126863314
"V8",0.0022050523191811,0.0027147857047647
"V9",-0.00663531017821845,-0.00159754040344218
"V10",0.00427946475366555,-0.00604346531852862
"V11",-0.000664568390852017,-0.00142317819402454
"V12",-0.00359045186162908,-0.00761825144935844
"V13",-0.0113042062662765,-0.00588384128696391
"V14",0.00694656849313141,-0.00402348657036767
"V15",-0.00379068469354923,0.00164816181480028
"V16",-0.00145823059682478,0.000670952544217672
"V17",0.00645476435592642,-0.000508678653708169
"V18",-0.00255048451620072,-0.00157925966233654
"V19",-0.00371460637074058,0.00152917080097591
"V20",-0.000437606827794402,-0.000498635990997553
"V21",0.0202861255247119,-0.00807530800983772
"V22",0.00266783835562087,0.000777390033286492
"V23",0.00810756992798109,0.00262284356476435
"V24",0.00215831219056818,0.00798766547126025
"V25",-0.000174482938708656,0.00103004210043658
"V26",0.0133130206018745,-0.00465063467689466
"V27",-0.00117898034649625,0.00128518848654391
"V28",0.00495380781639164,0.000534430122540812
"V29",-0.00922853608339899,0.000654245905660557
"V30",-0.00199763730423878,0.00926966406158233
"V31",0.0082117393048106,0.000692429171174481
"V32",-0.00019763760220118,0.00477310722382672
"V33",-0.00202738991753305,-4.58947137067643e-05
"V34",-0.00185664497959008,-0.00197280694758772
"V35",0.00472851333538482,-0.00367188857989833
"V36",-0.00920279519171243,-0.00399986528034784
"V37",0.00332561538096357,0.00777131147326762
"V38",0.00480602615739304,0.00748258594285703
"V39",-0.0024307672783573,-0.000387557639978988
"V40",0.00279279090919095,-0.000142805490834657
"V41",-0.0176982304059299,0.0125685508562653
"V42",0.00511310782296098,-0.00366194575939461
"V43",0.00471238238346556,-0.00465768952837375
"V44",0.000187164859829007,0.00179555395923546
"V45",-0.00242365905488501,-0.0122533816496738
"V46",0.00985372288656159,-0.0122598633337519
"V47",0.00155203722623052,-0.000999307594908474
"V48",0.00192331341674223,-0.0152179542537065
"V49",0.00128832300519786,-0.000167884159486401
"V50",-0.0024698062373747,-0.00308834833230619
"V51",-0.000153993040291817,0.00430695234150948
"V52",-0.0183320542477576,-0.009631668151007
"V53",0.00098625187063021,0.00181231398793507
"V54",-0.00683848804320018,-0.00506424840313194
"V55",-0.0247303057729157,-0.00598682345192612
"V56",-0.00190690345262543,0.00640962139398699
"V57",-0.0100462920387904,0.00114869911384575
"V58",-0.0148598328294244,-0.0048703264273154
"V59",-0.00123096267054814,0.00383663605697421
"V60",0.00990181006285785,-3.03709159539415e-05
"V61",0.00583416653404293,-0.000211881455860995
"V62",-0.00196317243043052,0.0126126662659762
"V63",-0.00848375158371779,-0.0108729382427202
"V64",-0.0124783259682654,0.00478074532150558
"V65",-0.00410711217073125,-0.00117948621654389
"V66",-0.00466849270805711,-0.00204618385612561
"V67",0.00495232234552852,-0.00232724730673336
"V68",-0.0106316135951617,0.00308389593427605
"V69",-0.00100286027611148,0.00145573876074703
"V70",0.000692888137730492,0.00307762243662144
"V71",0.00153725848984249,0.000873616257745716
"V72",-0.00767394227321734,0.00413852825134981
"V73",-0.00144759518337141,-0.00785386828895632
"V74",0.00161159350556095,0.00369327605186833
"V75",-0.00688974998428549,-0.00236456867411796
"V76",-8.64964802458473e-05,0.00102337342993443
"V77",2.83849921654729e-05,0.00190857449388007
"V78",-0.0126503878708454,-0.00753132220159062
"V79",-0.00747061130068727,-0.00635289781073538
"V80",0.00334120777427411,0.0044838733054403
"V81",-0.00266465126583101,-0.00251083309227339
"V82",0.000481925055558264,0.000475735168182087
"V83",0.000498578061754975,0.00102865459805535
"V84",-0.000280579592392796,0.00187351647268862
"V85",-0.000463135255233954,0.00259936579003139
"V86",0.00896620467375476,-0.00528833838611207
"V87",-0.00174272034738631,0.00163546145463374
"V88",-0.000570514936324409,0.00191589861249613
"V89",0.000802517865626064,-0.00296812993589915
"V90",-0.0103007739167006,0.0141110927339387
"V91",-0.00073447070813307,0.00173439710071016
"V92",-0.00179231515378507,0.000610039550898151
"V93",-0.00144557587258551,-0.00469988324347323
"V94",-5.5889892346724e-05,-0.0319513925139011
"V95",0.0101312892420849,0.000511644150493082
"V96",-0.00149161167387982,-0.00884192279732281
"V97",-0.00154189480426132,0.0070335351238326
"V98",0.00379400174904228,0.00388748727659888
"V99",-0.000922580433264914,0.00243857762840202
"V100",-4.50873601633138e-05,0.000665007367193838
"V101",0.00292320494752732,0.00402813347427324
"V102",0.000876510361477451,0.000570464832497889
"V103",-0.00363358701342508,-0.000368049155087874
"V104",-0.00249224128863141,0.00465709651680137
"V105",0.00109851724059423,0.000373340909220812
"V106",0.00791760308225995,-0.00419936040859584
"V107",0.0119291580216782,-0.0143970782394235
"V108",0.00973482960114534,0.011241311202118
"V109",0.000275954848730973,-0.00129697882642147
"V110",0.000584464154649268,0.00524559504899632
"V111",0.00582922241727463,-0.00200791112244947
"V112",0.0114838566672807,0.00396775930183466
"V113",-0.00511354321541826,-0.00435364805423638
"V114",-0.000480311511741231,-0.00312454978710308
"V115",0.00834439547435398,-0.000603353169601268
"V116",0.00856293692212542,-0.0076564532526934
"V117",-0.00570740379840843,0.0061221100340275
"V118",0.0119890669139968,0.0017100760408729
"V119",0.00141562051754105,0.00892993355820707
"V120",-0.00159417964930622,-0.00122164361869876
"V121",-0.0104456407604264,-0.00151344809473825
"V122",4.44438529665176e-05,0.00121679869120005
"V123",0.00365414457387049,-0.00249342983625007
"V124",0.0162993923337794,-0.0102599785178121
"V125",-5.32000163380098e-05,0.00534015952816428
"V126",-0.00932381289957964,0.00394801103542263
"V127",-0.00725669085874591,-0.00252064074557017
"V128",-7.42185587383632e-05,0.00200088990517564
"V129",0.000730163713742299,-0.000277575869704951
"V130",-0.00231017048720037,0.00474081021397489
"V131",0.00430756627986539,0.00259876541287659
"V132",-0.00049789078710557,0.000749366485462068
"V133",0.00748737930229775,0.0152465939744536
"V134",-0.00464481784892475,-0.0151424010080456
"V135",-0.00200280489236826,9.69209480923505e-05
"V136",0.00679350280763649,0.000313748623861438
"V137",0.0167270005141892,-0.0195595590769515
"V138",0.00138456577057439,0.00220043421651481
"V139",0.00329903914027533,0.0016376653711111
"V140",-0.0029776607429683,-0.00855519733683084
"V141",0.00404095325426102,-0.0136394343555979
"V142",0.00717120198617663,0.00023730715167966
"V143",-0.00199910261834999,0.00274946612284553
"V144",-0.00271931625904115,-0.0156673557099034
"V145",-0.0012286900029079,0.00501832566365811
"V146",-0.00758552956009402,-0.0149396053286086
"V147",0.00999394459802518,-0.0130171869409958
"V148",-0.00370367232805816,0.00642310407623442
"V149",0.000320247171292941,-0.000660215777595211
"V150",0.00970817615879504,0.00463247514109703
"V151",0.000226551819693858,0.000965630494982353
"V152",-0.00507837629747301,0.0032724166654154
"V153",0.000573269419377528,0.000300784073873941
"V154",-0.00248649150369133,0.00641695214306626
"V155",0.00351722788556689,0.000869435049550484
"V156",-0.0104036897278164,0.00238695904453678
"V157",-0.0107329333672841,0.00362005469450014
"V158",-0.0238570596781199,-0.010564444848104
"V159",-0.000549082666536447,0.00834696269342237
"V160",0.0015429496410243,0.0031756385419041
"V161",0.00194962034294111,0.000916333951869633
"V162",0.00261396763682756,0.00257570071315268
"V163",-0.0119304385458667,-0.0264447247278815
"V164",-0.00189553541476909,0.00220238947479977
