"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"V1",0.00852933916595048,-0.00645452665070692,0.0146118927762025,0.00412240549637633,0.0100561635500246,0.00520493859363465,-0.00170615591141109,-0.000565201465232086,-0.00498594680357186
"V2",0.000798836341398498,-0.00609293642303243,0.0014485623907048,0.00330218107291355,0.00085056950762037,0.00604794424795179,0.00131053064755968,-0.00189680848337104,0.0108198249581344
"V3",0.00203113134451495,0.00710803144716372,-0.00463943583147088,-0.00586028471578342,0.00475929333048182,0.00393635087585615,-0.0145865212214358,-0.00250941107228488,-0.00593253159038669
"V4",0.00890274410851361,-0.00735443795867689,-0.00402691131270959,-0.00515667908902437,0.00695133927251402,-0.00122164641926609,0.00394045466031919,0.00311522645178688,-0.00298929255278769
"V5",0.00389257724808295,-0.00441412512684371,-0.00832761545854138,0.00402035087985349,0.000169914132865137,0.000107863301073708,-0.00310495665183058,-0.00563517172603186,0.0109108105554164
"V6",-0.0111509579023437,0.00639853351845434,-0.00126357005080734,0.00556312621277468,-0.00787142049828343,-0.0204328464967359,0.0048884843493012,-0.00898394277585497,0.00808349602257413
"V7",0.00742134749492862,-0.000422063595134905,-0.00191670462795647,0.00263739713921489,-0.00681388750817344,-0.00558446486039829,-0.0185169982332513,-0.00966152691016563,-0.0103826928564072
"V8",-0.000531045330795068,-0.00512821719824869,-0.000308941291326097,0.00362174460430654,-0.00310944256405235,-0.00186768369635125,-0.00136963648618708,0.00039874931476552,-0.00256275683628219
"V9",0.0026642643757526,0.000210286770663201,-0.00653495099040454,0.010990804869769,0.00213484951873205,-0.0105338789863614,0.0119801413346146,-0.0153114656622267,-0.000773676241546781
"V10",0.0170261643749618,-0.000822891892715241,-0.0102395750053206,0.00620566974997172,0.000232922041240244,0.0219981245247167,0.00294005993676102,0.00124373776638337,-0.0171842415317167
"V11",-0.0122440489450307,-0.00387858807848362,0.0035503455692938,0.00985244367940596,0.00433736852722407,-0.00716720419376482,0.00169426830376488,-0.0019240466463428,0.00145551858750933
"V12",0.0136790887196887,-0.00540176501209818,-0.00403845053918581,0.0212457071834469,-0.0106762188965037,-0.00966947777637063,0.0010142219956968,-0.00313700050681216,0.00885187194984622
"V13",0.0122290783550498,-0.00830229597778585,0.0147561428596518,-0.00295695561543946,-0.00397615796859891,-0.00540743302534167,-0.00457948431837668,-0.00782181404794638,0.00655650223082136
"V14",-0.00260227557760993,0.00135422025422008,0.000485957648486716,-0.00229610004500249,-0.00982909524768068,0.00617224685840071,-0.00541646158877496,0.000985356344771349,0.00998732473477808
"V15",0.00477124967896882,0.00346209813903945,-0.00724971103476436,0.00244481188919145,-0.00226029694725223,0.00636870706029576,0.00363925617618673,0.00945670948958494,0.00172085004170993
"V16",0.00460576560483375,-0.0103709823068292,0.00279229996970519,0.00130561753339788,0.0139733736711465,-0.00175913849380733,0.0148582840845589,-0.00193031384248306,0.000960489923342352
"V17",0.0030921922730929,0.00388082554570098,0.00852338493950443,0.0168520478668824,-0.00321181063065692,-0.00238660319249417,0.0109193864202237,-0.00469125045224904,-0.0040968089993518
"V18",-0.000119591277313287,0.000601028495023075,-0.00767543773409552,-2.13071497414703e-05,0.00374707778502091,-0.00651273002743335,-0.00517257436553321,0.00229548053311255,-0.00392400545714854
"V19",-0.010608410608041,0.00348925513267576,0.00695419508143449,0.00131609412805539,0.00353107389107771,-0.00161358073438164,-0.0084170302303914,-0.00904295920743573,0.00234640364809493
"V20",-0.00469487072246639,-0.0027066675775937,-0.0107898056554551,-0.0010458824795895,0.000748323775373737,-0.00369357385599888,0.00292216147914909,0.00326474993975143,-0.00186133989559746
"V21",-0.00784320465303493,0.00325623050568898,-0.000135685776090233,-0.00147759453472929,0.00446921345799277,-0.00251056847415918,-0.00560790867424294,-0.0113813201678029,-0.000798454553285643
"V22",0.0089675997822452,-0.00295863776975831,-0.00655228467226982,-0.00564410394462406,0.00787635998916696,-0.00674564689124399,-0.0121553235878187,0.00505204864668075,0.00614273420885834
"V23",0.00296316565625728,0.00597562571325856,-0.00405162856828736,-0.00173996836147464,-0.00864432501226122,-0.00375064949598775,0.00244684593898748,0.00284415246959575,-0.00496714099715405
"V24",0.0124070880995221,-0.00496599255700504,0.0102452672848956,0.000959729642076047,-0.00249557484504678,-0.00459634893588484,0.00836930725338117,-0.00978898110804026,-0.00544782945895821
"V25",0.00379738624775892,-0.00569436809421598,0.00407546493992901,-0.00480188289690121,0.0119175791444169,0.00321481042944468,0.0101320541832168,0.0114017210757723,-0.0112127570783452
"V26",0.000823796969972894,0.00160524292738299,0.0101321440071588,-0.00590889800823983,0.00406948250981118,-0.00378368095567629,0.00779826765184894,0.0054074493935788,0.00885896500357385
"V27",-0.00804689034429953,-0.0133911250318512,0.000192584489483058,0.00208354254721316,-0.0105585280673524,-0.0152421275412843,0.00071421954364514,0.00320979379738997,-0.00457599499685483
"V28",0.0162235025867549,-0.002145203279202,0.0228627067399568,-0.000618989161223054,-0.0150665150906126,-0.0110725243382571,0.0013373101424739,0.00939604673269346,-0.00404011465998041
"V29",-0.00225899218914966,-0.00307275783103316,-0.00070245301578715,0.0116704717129661,0.00295688226581092,-0.00886285687342253,0.00296471031440761,0.0026806373617798,-5.04874444679678e-05
"V30",0.00137227489502825,0.00271414582141616,0.0148504197537008,-0.00832463966598987,-0.00998806731474334,-0.0118796948190165,-0.00656437784939381,-0.00276031485487478,-0.00245086478217542
