"","X1","X2","X3"
"V1",0.00454584445451168,0.00805828816619376,0.00581277859433763
"V2",-0.0015805590774153,-0.0026936340893463,-0.00307805885605032
"V3",-0.0104093847013641,-0.0158402172551898,0.00135050206268508
"V4",-2.09281786277205e-05,-0.00422768547461195,-0.00280888362648271
"V5",-0.000730584165792423,-0.00211272665307233,-0.00107250607052282
"V6",-0.000432583542649854,-0.000782071654818511,-0.000186581024454872
"V7",-0.00409581742819621,-0.0118586910555479,0.00139176041181756
"V8",0.0162149223328779,-0.0168191651860386,0.0131695598388666
"V9",-0.00524891078737972,-0.00864008734737936,-0.00214817612803479
"V10",0.000743464721482338,0.0118372827555685,-0.00885844080705485
"V11",-0.00255313230501764,0.00179261490807667,-0.00153837172351233
"V12",-0.00210661462313937,-0.0072905532779518,-0.00784369704597129
"V13",-0.000676801783502429,-0.00230066522901788,-0.0152931384957022
"V14",0.00343631082667342,-0.00309598832436702,0.00993997911912324
"V15",0.00179656833718337,-0.00518906560106823,0.00495751619222995
"V16",-0.00143168787105439,-0.00817156837432791,-0.00155964896443509
"V17",0.00410134023549763,0.00278757301493121,0.00183508256552164
"V18",-0.01324159924143,-0.00142493020694624,-0.00951565062607563
"V19",0.00900211354152757,-0.0018398691974004,-0.00148967664907475
"V20",-0.00619203298146366,0.00224573384961591,-0.00262503171060268
"V21",-0.00389565987454693,0.0042703047100942,-0.00592430818085128
"V22",8.5281997062771e-05,-0.00634706444307608,0.00726977342914273
"V23",0.00408318861777825,0.00148028395969485,-0.00252919088441881
"V24",0.00462408443303962,-0.00518252822338182,0.015564201830856
"V25",0.00245557472466736,0.00614185306278202,0.00666658714092259
"V26",-0.00456356280902419,0.000929920950564271,0.00625405820670199
"V27",-0.00752885022953925,-0.00552371334207493,-0.00127243882270588
"V28",0.00422222586715297,-0.00467178735079877,0.000190658844283305
"V29",-0.0125938059279827,-0.0130421148641564,-0.0054313533529394
"V30",-1.66475204028872e-05,-0.0135605223069199,0.00497960412163681
"V31",0.00464441288369369,0.00549539019661872,0.0147791695986873
"V32",-0.0137014908337357,-0.0213274125271688,-0.0187202790706935
"V33",0.0149479653579564,-0.00930642513816034,0.00424302707226078
"V34",0.0107205618225252,-0.00110876998927497,-0.0121512181527724
"V35",0.00817229457920583,0.00152056933976807,-0.00105901399474038
"V36",-0.00326049746645007,-0.00379663037532024,0.0037432511091502
"V37",-0.00493934828104199,-0.0110990666066186,-0.0028417311536777
"V38",-0.00316180588154264,-0.00845207830596263,0.000195044009914088
"V39",0.00193194569979475,0.00433737115978196,-0.00294432722247757
"V40",0.00465526203105384,0.000500626855248325,1.84459106416977e-06
"V41",-0.00868572141416773,-0.00573675779713518,0.00251076253331349
"V42",-0.00594722585986381,-0.000563899733531202,-0.00559419465618152
"V43",-0.000346266640991207,-0.00612325449852486,0.00901412524040353
"V44",-0.0018943857360482,-0.00100483037343768,-0.000173620763789776
"V45",0.00775515115036181,-0.00538587678908024,0.0024319199384695
"V46",0.00338420384048737,-0.0155483937150592,-0.000913523207215261
"V47",0.00154214481960559,-0.00196504767761029,0.00304609008097754
"V48",0.000527578597225307,0.00122614902017798,-0.00793452012661403
"V49",0.00130959265761171,-0.00250540606039208,0.00458200645726029
"V50",-0.0099634970232629,-0.00411138447708371,0.00647296242189543
"V51",-0.00313526023523246,0.0106153285645719,0.00996833605676163
"V52",0.00116958118428735,-0.00128400632888577,-0.000239945742472771
"V53",0.0116374054786863,-0.0192914755446776,0.0107649245564381
"V54",-0.0018659211768817,-0.00315552689071405,0.00107275808892044
"V55",-0.00287847043011887,-0.00520553280276421,-0.00926888619664445
"V56",0.00881358851120735,-0.00163277379541654,-0.00325038125365058
"V57",0.00331719857382696,0.00502975962143203,-0.00325474239911973
"V58",0.0175359505908884,0.00645935084730054,-0.00309224750491931
"V59",0.0144288054709721,-0.00555840423570973,-0.00695965614117523
"V60",-0.00654784294282812,0.0107821447065928,0.0154553507870696
"V61",-0.0103198613287588,-0.000588609868739836,0.00244176690016725
"V62",0.00442287622884693,-0.00807967247813106,0.00488725797066608
"V63",-0.00107578713646176,-0.0019977054304587,-0.00287880653035169
"V64",-0.000781087716988098,0.00350812415114329,-0.00284224236624598
"V65",0.00137098890835551,-0.00244104200186887,-0.0064653096343369
"V66",0.0137874963300293,-0.00330725985563668,0.0159776811292506
"V67",-0.00892189683429067,-0.00108347445823205,-0.00990096262509944
"V68",-0.00226315919045589,0.0144789648219581,-0.00558332770938038
"V69",-0.0162674085860863,0.0173480592598462,-0.00599129409477103
"V70",0.00205648388681668,-0.0028633394622934,0.00369950918400756
"V71",-0.00926865544188867,0.0062547822388943,-0.00488429102907188
"V72",0.00618352282790478,-0.00409183711893852,-0.0137921432624793
"V73",0.0109217652415617,-0.00450480238511918,-0.00725927304098631
"V74",-0.00651786428439332,-0.00405078290659328,0.00023034127741615
"V75",0.004952061932239,0.00102086487078707,0.000643801101631947
"V76",-0.0123610375136868,0.0149197892717403,-0.0257365414182567
"V77",0.0447536116704854,-0.00015750963744001,-0.0251210938356972
"V78",0.00458740229657243,0.00199598595090733,-0.00152372613461555
"V79",0.00419216919137127,0.0110440975791912,-0.00218520090563189
