"","X[[i]]"
"1",4
"2",3
"3",4
"4",7
"5",7
"6",8
"7",8
"8",7
"9",6
"10",8
"11",4
"12",2
"13",4
"14",4
"15",3
"16",8
"17",8
"18",2
"19",2
"20",2
"21",2
"22",2
"23",1
"24",1
"25",6
"26",8
"27",3
"28",4
"29",1
"30",2
"31",2
"32",2
"33",1
"34",2
"35",2
"36",8
"37",1
"38",7
"39",7
"40",2
"41",8
"42",2
"43",2
"44",2
"45",4
"46",8
"47",4
"48",4
"49",4
"50",4
"51",3
"52",2
"53",1
"54",3
"55",1
"56",2
"57",2
"58",8
"59",7
"60",8
"61",6
"62",3
"63",7
"64",2
"65",2
"66",4
"67",2
"68",3
"69",2
"70",8
"71",2
"72",6
"73",1
"74",8
"75",2
"76",1
"77",8
"78",2
"79",2
"80",2
"81",2
"82",8
"83",8
"84",1
"85",2
"86",1
"87",1
"88",1
"89",8
"90",2
"91",2
"92",1
"93",2
"94",2
"95",2
"96",8
"97",2
"98",2
"99",8
"100",8
"101",2
"102",1
"103",1
"104",2
"105",6
"106",2
"107",1
"108",8
"109",2
"110",4
"111",2
"112",8
"113",8
"114",7
"115",2
"116",8
"117",1
"118",2
"119",4
"120",8
"121",3
"122",2
"123",2
"124",2
"125",4
"126",8
"127",8
"128",4
"129",2
"130",2
"131",7
"132",4
"133",1
"134",2
"135",2
"136",2
"137",3
"138",2
"139",3
"140",8
"141",3
"142",2
"143",8
"144",8
"145",8
"146",8
"147",2
"148",3
"149",8
"150",2
"151",3
"152",2
"153",3
"154",2
"155",2
"156",3
"157",2
"158",3
"159",8
"160",2
"161",3
"162",3
"163",4
"164",6
"165",2
"166",3
"167",1
"168",3
"169",4
"170",3
"171",7
"172",3
"173",1
"174",3
"175",6
"176",2
"177",2
"178",8
"179",3
"180",3
"181",1
"182",8
"183",8
"184",2
"185",3
"186",2
"187",1
"188",8
"189",8
"190",2
"191",4
"192",3
"193",3
"194",8
"195",4
"196",2
"197",8
"198",2
"199",1
"200",8
"201",8
"202",2
"203",8
"204",2
"205",2
"206",8
"207",1
"208",8
"209",2
"210",2
"211",8
"212",2
"213",4
"214",8
"215",7
"216",2
"217",8
"218",2
"219",2
"220",2
"221",2
"222",8
"223",8
"224",2
"225",2
"226",7
"227",7
"228",7
"229",6
"230",7
"231",1
"232",1
"233",8
"234",8
"235",7
"236",8
"237",2
"238",8
"239",6
"240",7
"241",2
"242",1
"243",3
"244",2
"245",8
"246",2
"247",7
"248",7
"249",1
"250",2
"251",6
"252",1
"253",6
"254",2
"255",2
"256",6
"257",7
"258",8
"259",2
"260",2
"261",8
"262",8
"263",8
"264",2
"265",2
"266",7
"267",8
"268",3
"269",8
"270",7
"271",8
"272",8
"273",2
"274",3
"275",7
"276",3
"277",8
"278",8
"279",1
"280",7
"281",2
"282",2
"283",2
"284",8
"285",2
"286",7
"287",2
"288",7
"289",2
"290",7
"291",4
"292",2
"293",3
"294",2
"295",2
"296",2
"297",2
"298",2
"299",2
"300",8
"301",2
"302",2
"303",1
"304",2
"305",8
"306",4
"307",7
"308",2
"309",9
"310",2
"311",8
"312",2
"313",7
"314",4
"315",2
"316",8
"317",8
"318",8
"319",1
"320",2
"321",3
"322",4
"323",3
"324",8
"325",1
"326",6
"327",2
"328",1
"329",8
"330",2
"331",2
"332",3
"333",8
"334",4
"335",2
"336",8
"337",1
"338",2
"339",1
"340",2
"341",8
"342",2
"343",2
"344",2
"345",1
"346",8
"347",1
"348",7
"349",4
"350",8
"351",7
"352",8
"353",1
"354",2
"355",7
"356",2
"357",1
"358",7
"359",7
"360",7
"361",7
"362",3
"363",4
"364",2
"365",2
"366",8
"367",3
"368",8
"369",2
"370",2
"371",8
"372",8
"373",8
"374",1
"375",2
"376",2
"377",8
"378",8
"379",8
"380",2
"381",8
"382",8
"383",8
"384",8
"385",1
"386",3
"387",2
"388",2
"389",4
"390",4
"391",8
"392",4
"393",1
"394",4
"395",8
"396",8
"397",8
"398",8
"399",8
"400",8
"401",8
"402",8
"403",4
"404",1
"405",4
"406",2
"407",8
"408",8
"409",4
"410",4
"411",4
"412",4
"413",6
"414",2
"415",3
"416",2
"417",4
"418",4
"419",2
"420",2
"421",4
"422",2
"423",2
"424",8
"425",3
"426",2
"427",8
"428",2
"429",8
"430",2
"431",6
"432",7
"433",8
"434",8
"435",8
"436",3
"437",2
"438",8
"439",8
"440",2
"441",3
"442",7
"443",2
"444",2
"445",2
"446",8
"447",1
"448",1
"449",2
"450",7
"451",2
"452",8
"453",1
"454",4
"455",4
"456",9
"457",8
"458",3
"459",2
"460",2
"461",4
"462",8
"463",2
"464",7
"465",4
"466",2
"467",8
"468",8
"469",6
"470",8
"471",3
"472",2
"473",2
"474",3
"475",1
"476",3
"477",8
"478",8
"479",3
"480",2
"481",3
"482",3
"483",1
"484",7
"485",2
"486",2
"487",2
"488",2
"489",4
"490",1
"491",2
"492",1
"493",3
"494",8
"495",2
"496",1
"497",3
"498",2
"499",8
"500",2
"501",2
"502",6
"503",2
"504",1
"505",2
"506",2
"507",2
"508",2
"509",3
"510",1
"511",3
"512",8
"513",3
"514",4
"515",2
"516",8
"517",6
"518",8
"519",4
"520",7
"521",2
"522",8
"523",8
"524",8
"525",4
"526",2
"527",2
"528",3
"529",4
"530",1
"531",7
"532",1
"533",8
"534",4
"535",4
"536",4
"537",4
"538",4
"539",1
"540",6
"541",6
"542",8
"543",8
"544",1
"545",8
"546",7
"547",1
"548",4
"549",3
"550",2
"551",6
"552",4
"553",2
"554",8
"555",8
"556",6
"557",3
"558",2
"559",1
"560",2
"561",8
"562",2
"563",8
"564",2
"565",1
"566",8
"567",8
"568",1
"569",8
"570",2
"571",4
"572",2
"573",1
"574",2
"575",4
"576",1
"577",2
"578",1
"579",7
"580",7
"581",1
"582",3
"583",1
"584",1
"585",1
"586",1
"587",8
"588",8
"589",8
"590",2
"591",8
"592",2
"593",1
"594",8
"595",1
"596",2
"597",2
"598",6
"599",1
"600",8
"601",2
"602",6
"603",6
"604",2
"605",7
"606",3
"607",4
"608",8
"609",2
"610",7
"611",7
"612",8
"613",8
"614",1
"615",8
"616",1
"617",8
"618",8
"619",2
"620",3
"621",6
"622",4
"623",4
"624",8
"625",2
"626",8
"627",8
"628",3
"629",4
"630",8
"631",2
"632",2
"633",2
"634",2
"635",8
"636",1
"637",8
"638",4
"639",4
"640",1
"641",3
"642",8
"643",8
"644",2
"645",4
"646",2
"647",2
"648",8
"649",8
"650",8
"651",4
"652",8
"653",8
"654",3
"655",2
"656",2
"657",1
"658",8
"659",8
"660",8
"661",8
"662",7
"663",1
"664",6
"665",1
"666",8
"667",2
"668",8
"669",3
"670",8
"671",8
"672",8
"673",7
"674",2
"675",8
"676",8
"677",1
"678",2
"679",8
"680",2
"681",3
"682",2
"683",2
"684",8
"685",2
"686",2
"687",8
"688",7
"689",8
"690",8
"691",1
"692",6
"693",1
"694",1
"695",2
"696",2
"697",2
"698",1
"699",1
"700",8
"701",8
"702",2
"703",1
"704",8
"705",8
"706",8
"707",3
"708",3
"709",2
"710",1
"711",8
"712",1
"713",2
