"","m"
"V1",-0.0068901345555695
"V2",-0.0122263194017375
"V3",-0.00961787396326632
"V4",-0.000639356969559005
"V5",-0.000531562459246438
"V6",-0.000390249857961975
"V7",0.00606024179695822
"V8",-0.00296752784861002
"V9",0.00782207158849677
"V10",-0.00551385111676271
"V11",0.00318248832111521
"V12",-0.00575446947504631
"V13",0.00412728389627949
"V14",0.0183609546235922
"V15",0.00889997040410067
"V16",0.00074664925802328
"V17",-0.00512623152640278
"V18",-0.000521378645723671
"V19",-0.00102434816071244
"V20",-0.00521345464567357
"V21",-0.00351968813311558
"V22",-9.8162542939949e-05
"V23",0.0109393871761958
"V24",0.00650459071685912
"V25",-0.00326897660358782
"V26",0.00971771336186177
"V27",-0.00110295631845788
"V28",-0.000215765746653369
"V29",-0.00322030538558229
"V30",-0.00121799612057447
"V31",0.0120106506330974
"V32",-0.00203519024022021
"V33",0.00555994485304206
"V34",-0.000905196025091117
"V35",-0.00600309642954403
"V36",-0.00661443444867324
"V37",-0.00670694614750669
"V38",0.00279147545077706
"V39",-0.000586409935062409
"V40",0.00435722144879761
"V41",-0.00110386907334657
"V42",0.00380345472941902
"V43",6.95077701535991e-05
"V44",0.0011350240972807
"V45",-0.0171303446698779
"V46",0.00196735548466519
"V47",-0.0152160665648271
"V48",-0.00438783312587929
"V49",-0.00856686602478289
"V50",0.00205090666061962
"V51",0.0164447574228561
"V52",-0.00290258729598755
"V53",-0.000152483878324166
"V54",-0.000634425172972403
"V55",-0.00488395660850069
"V56",-0.0029705027391054
"V57",-0.000442757370214917
"V58",0.00459422530574508
"V59",-0.0306312372472621
"V60",0.0169823476898009
"V61",-0.00733677268866992
"V62",-0.00128311892947348
"V63",0.00129479671082133
"V64",-0.00681290158549307
"V65",0.00672630432445741
"V66",-0.00448328742799214
"V67",-0.00253947457187847
"V68",0.00489902258796404
"V69",0.00187204194921921
"V70",0.00208206939961095
"V71",-0.00328179348694034
"V72",-0.00715592889399727
"V73",-0.00999377751002065
"V74",-0.00037401670867281
"V75",-0.00815089542283114
"V76",0.00238553773092055
"V77",-0.0016860426699558
"V78",-0.012298239091577
"V79",0.0111069297815616
"V80",-0.00945164347899432
"V81",-0.0142134848957583
"V82",-0.00851115110436769
"V83",-0.0399413770162857
"V84",-0.0015901653682535
"V85",-0.00254536841613476
"V86",-0.0130008874255196
"V87",-0.00514458766013653
"V88",-0.00113442399227458
"V89",0.000329951386225708
"V90",-0.0051806475453073
"V91",0.00945781425167259
"V92",0.0114182817440746
"V93",-0.00230016721989956
"V94",-0.0117609308495955
"V95",0.0171807235116706
"V96",0.00583238593487358
"V97",0.00016471028808871
"V98",0.0052973184125244
"V99",-0.00184998096056363
"V100",-0.0100818521451452
"V101",-0.00240330322952531
"V102",-0.0158525015410842
"V103",0.00281621592317451
"V104",-0.000768842660738818
"V105",-0.00329348418886293
"V106",0.00309451916781983
"V107",0.00691667810037858
"V108",0.00801553623359273
"V109",-0.00530587035476271
"V110",-0.0116730783457405
"V111",-0.00620742313410141
"V112",0.00174589630205242
"V113",0.0092382564253356
"V114",-0.0025197490953653
"V115",-0.0231866099142384
"V116",-0.00182994272239789
"V117",-0.00445358994769164
"V118",0.0136319441040879
"V119",0.00108207761073762
"V120",0.00664239244293613
"V121",-0.00175012769908107
"V122",-0.0451858326277222
"V123",0.000150381151866246
"V124",0.00186048454457654
"V125",0.000884276012060815
"V126",0.00106967813592053
"V127",0.00105851921089777
"V128",-0.00378334205765857
"V129",-0.00257158317717937
"V130",-0.00345533741964209
"V131",0.00123523674670943
"V132",0.0039703044334204
"V133",0.0100418160416198
"V134",-0.00734521386127258
"V135",-0.00180251397426705
"V136",-0.000753842260049054
"V137",0.0119921613915398
"V138",-0.0164189697687151
"V139",0.00679898612670678
"V140",-0.00458400607922628
"V141",0.000237057040173349
"V142",0.0123267912381975
"V143",-0.00204427358520629
"V144",0.004864663874968
"V145",-0.00239593802615734
"V146",0.000283691353920418
"V147",-0.00487943956479652
"V148",0.000276899970572431
"V149",-0.00291804083309534
"V150",-0.00574601150680222
"V151",0.00218893950259302
"V152",-0.0025624383832354
"V153",-0.00155469093276875
"V154",-0.00183024953642964
"V155",-0.000333698281271775
"V156",-0.0105315684979409
"V157",0.0106062985810528
"V158",-0.000599407273290876
"V159",0.00157665257019583
"V160",-0.00252106357174357
"V161",-0.00249074405652976
"V162",0.00465520353399773
"V163",0.00476115915626116
"V164",-0.000521134161213455
"V165",-0.000298269243687596
"V166",0.00278702234409143
"V167",-0.000517115704349169
"V168",-0.000706570064200292
"V169",-0.000171721134320006
"V170",-0.00262211070137205
"V171",-0.00320687191125472
"V172",-0.00692916090654792
"V173",-0.000657124341443294
"V174",0.000263873115073705
"V175",-0.00470841209478246
"V176",-0.00216612938049604
