"","X[[i]]"
"1",1
"2",1
"3",2
"4",2
"5",2
"6",5
"7",5
"8",2
"9",2
"10",3
"11",2
"12",1
"13",5
"14",2
"15",1
"16",5
"17",5
"18",5
"19",5
"20",5
"21",5
"22",5
"23",3
"24",3
"25",2
"26",5
"27",1
"28",2
"29",3
"30",5
"31",5
"32",5
"33",3
"34",5
"35",5
"36",5
"37",3
"38",2
"39",2
"40",5
"41",5
"42",5
"43",5
"44",5
"45",1
"46",5
"47",1
"48",1
"49",2
"50",1
"51",1
"52",5
"53",5
"54",5
"55",3
"56",5
"57",5
"58",5
"59",2
"60",3
"61",2
"62",1
"63",2
"64",5
"65",5
"66",1
"67",5
"68",1
"69",5
"70",5
"71",1
"72",2
"73",3
"74",5
"75",5
"76",3
"77",5
"78",5
"79",5
"80",5
"81",1
"82",5
"83",3
"84",3
"85",5
"86",3
"87",3
"88",3
"89",5
"90",5
"91",1
"92",3
"93",5
"94",5
"95",5
"96",3
"97",5
"98",5
"99",5
"100",3
"101",1
"102",3
"103",5
"104",5
"105",2
"106",5
"107",5
"108",5
"109",5
"110",2
"111",5
"112",5
"113",5
"114",2
"115",5
"116",5
"117",5
"118",5
"119",1
"120",5
"121",1
"122",5
"123",5
"124",5
"125",2
"126",5
"127",5
"128",2
"129",5
"130",5
"131",2
"132",2
"133",5
"134",5
"135",5
"136",5
"137",1
"138",5
"139",1
"140",5
"141",5
"142",5
"143",5
"144",5
"145",5
"146",5
"147",5
"148",1
"149",5
"150",5
"151",1
"152",5
"153",1
"154",5
"155",5
"156",1
"157",5
"158",5
"159",5
"160",5
"161",1
"162",5
"163",5
"164",2
"165",5
"166",1
"167",3
"168",1
"169",1
"170",1
"171",2
"172",1
"173",5
"174",1
"175",2
"176",5
"177",5
"178",5
"179",5
"180",1
"181",3
"182",3
"183",5
"184",5
"185",1
"186",5
"187",3
"188",5
"189",5
"190",5
"191",1
"192",1
"193",1
"194",3
"195",1
"196",5
"197",5
"198",5
"199",3
"200",5
"201",5
"202",5
"203",3
"204",5
"205",5
"206",5
"207",5
"208",5
"209",5
"210",5
"211",5
"212",5
"213",1
"214",5
"215",2
"216",5
"217",5
"218",5
"219",5
"220",5
"221",5
"222",5
"223",5
"224",5
"225",1
"226",2
"227",2
"228",2
"229",2
"230",2
"231",5
"232",5
"233",5
"234",5
"235",2
"236",5
"237",5
"238",5
"239",2
"240",2
"241",5
"242",5
"243",1
"244",5
"245",5
"246",5
"247",2
"248",2
"249",3
"250",5
"251",2
"252",5
"253",2
"254",5
"255",5
"256",2
"257",2
"258",5
"259",5
"260",1
"261",5
"262",5
"263",5
"264",5
"265",5
"266",2
"267",5
"268",1
"269",5
"270",2
"271",5
"272",5
"273",5
"274",1
"275",2
"276",1
"277",5
"278",5
"279",3
"280",2
"281",5
"282",5
"283",5
"284",5
"285",5
"286",2
"287",5
"288",2
"289",5
"290",2
"291",2
"292",1
"293",1
"294",5
"295",5
"296",5
"297",5
"298",5
"299",5
"300",5
"301",1
"302",5
"303",3
"304",5
"305",5
"306",2
"307",2
"308",5
"309",2
"310",1
"311",5
"312",5
"313",2
"314",2
"315",5
"316",5
"317",5
"318",5
"319",5
"320",1
"321",1
"322",2
"323",5
"324",5
"325",3
"326",2
"327",5
"328",5
"329",5
"330",5
"331",5
"332",1
"333",5
"334",2
"335",5
"336",5
"337",5
"338",5
"339",3
"340",5
"341",5
"342",5
"343",5
"344",5
"345",3
"346",5
"347",5
"348",2
"349",2
"350",5
"351",2
"352",5
"353",5
"354",5
"355",2
"356",5
"357",5
"358",2
"359",2
"360",2
"361",2
"362",1
"363",2
"364",5
"365",5
"366",5
"367",1
"368",5
"369",5
"370",5
"371",5
"372",5
"373",5
"374",3
"375",5
"376",5
"377",5
"378",3
"379",5
"380",5
"381",5
"382",3
"383",5
"384",5
"385",5
"386",1
"387",5
"388",5
"389",1
"390",1
"391",5
"392",2
"393",5
"394",2
"395",5
"396",5
"397",3
"398",5
"399",3
"400",3
"401",3
"402",3
"403",1
"404",3
"405",1
"406",5
"407",5
"408",3
"409",1
"410",1
"411",1
"412",2
"413",2
"414",5
"415",1
"416",5
"417",1
"418",1
"419",5
"420",5
"421",1
"422",5
"423",5
"424",5
"425",1
"426",5
"427",5
"428",5
"429",5
"430",5
"431",2
"432",2
"433",5
"434",5
"435",5
"436",5
"437",5
"438",5
"439",5
"440",5
"441",1
"442",2
"443",5
"444",5
"445",5
"446",5
"447",5
"448",5
"449",5
"450",2
"451",5
"452",5
"453",5
"454",1
"455",1
"456",5
"457",5
"458",1
"459",5
"460",5
"461",2
"462",5
"463",5
"464",2
"465",2
"466",5
"467",5
"468",5
"469",2
"470",5
"471",5
"472",5
"473",5
"474",1
"475",5
"476",1
"477",3
"478",5
"479",1
"480",5
