"","X1","X2","X3","X4","X5","X6","X7","X8"
"V1",0.00354109722686785,-5.15538960153191e-05,-0.000440406899316971,0.00120058611906585,-0.00523341058523094,0.000139779056848083,-0.00109509355264685,-0.00875799755665439
"V2",0.00131444115849568,-0.000191405516665981,-0.000805409496420749,-0.00131015660613627,0.00139663655414534,-0.0056866180054236,-0.000571179743043032,-0.00102802895215579
"V3",-0.00895139785902798,-0.00572842098658877,-0.00541479305938919,0.0120735688140303,0.00936447373291905,-0.00352871324416777,0.00126020133868316,0.00990637409292772
"V4",0.00516503613405361,-0.000764108305491186,-0.00277681296837428,0.00246409723295159,0.00697069309443638,-0.000294792267574203,-0.000177072652867746,0.00233863347900631
"V5",0.014979645552307,-0.0116197355815615,0.00578276614101027,0.00192231199202401,-0.00422946971290654,0.0149895462960854,-0.00620871579383636,0.0071759537127324
"V6",-0.00362935367926762,-0.00467714457234486,0.00991614148592287,-0.000645120681489669,-0.00393045286397987,-0.00763931768426354,-7.95059699809027e-05,0.0269226413581103
"V7",-0.0110780992624073,0.00451598431271824,-0.0099033527478819,0.00828410562694833,-0.00261164736477381,0.0018142844776616,-0.0101259425487258,0.00633884390487242
"V8",0.0014139155471825,0.00327727517417795,-0.00566904115876203,0.00393097726587089,-0.000519541458241821,-0.00373396416671007,-0.00105038673102613,-0.000770456788736695
"V9",0.00243561604356824,0.0039510268773345,0.00264584701015029,-0.0114852018903634,0.00152891105792259,0.010681131462081,-0.00332530432011309,-0.00586773671486489
"V10",0.00618445780542477,0.00317871104742139,-0.0129469882571923,0.000462476039356047,-0.00387685510869568,0.00326721381847489,0.00297828712753126,-0.0114544583634594
"V11",0.0142821713910054,0.000580288703376562,0.0108984493704356,-0.00175295068376024,-0.000353216393561178,0.0048531380089633,0.000574482809039233,0.00216057025112858
"V12",0.00474495651035258,-0.000285213208950685,-0.0164458419565774,-0.00233160974245021,-0.0147751393151111,0.000438131360009033,0.018899918178889,-0.0122675162631481
"V13",-0.00438978857145892,-0.0029658139434543,0.000800774004093088,-0.00212303072763289,-0.00316989348764697,-0.000646361923388977,-0.00825875006664119,-0.00510100792802379
"V14",-0.00219956385130093,0.00681999293046067,0.00722688840926771,-0.00306636323850893,0.00361428634584615,-0.00289901841609778,0.00369112493606736,-0.00654632638806872
"V15",-0.00571061154841557,0.00745738684577629,-0.00518490616975502,0.00341832645185735,-0.0163686059283772,0.00473699975321574,-0.00502346618028364,-0.0147715383783156
"V16",-0.00534870845069955,0.00269399006440033,0.000499414536338306,-0.00109659491718489,-0.00111485136014537,-0.00174677393323369,-0.00336884071054775,0.00142447403204967
"V17",0.00207757427886548,0.006103054233521,0.000906970663219407,-0.00417267461646392,-0.00599438450518521,0.0153229053769163,-0.00158262455744188,-0.00773501564085378
"V18",-0.00187320159198836,-0.00551712727422027,-0.00757080649715309,0.0027613081445741,-0.00404009028401128,0.00242659937423632,-0.0042303253004152,0.0051567565677736
"V19",-0.00604745587645587,-0.00156744980395613,0.0130924879848737,0.0076019571073718,0.00771572176570827,0.0129449083777128,-0.0204704223897969,-0.0155658259479521
"V20",0.005373421588754,0.00197366261196374,-0.00617684913825263,0.00358864436825051,0.000175569380335485,0.000552733841051646,0.00961286756346423,0.00593717192303139
"V21",-0.00342715734118888,-0.00176036731194102,-9.9401612652576e-05,0.00520477420373801,0.00288656386865945,0.0117860865823843,-0.00530006723177859,0.00614894145178061
"V22",-0.00904209960479198,-0.00872022617364944,-0.0172789252018935,0.0108770492985763,0.00704980219384256,-0.0160008641671644,-0.000486064302048708,0.00614043109693862
"V23",-0.00619350480370715,-9.97755688099595e-05,0.00347055359342767,-0.00463815747211989,-0.00490038291989539,0.00126571413035728,0.0163597842715199,0.000297183164371677
"V24",-0.0108486891444152,0.00372055040463944,-0.00609795860741155,-0.0115388279611447,-0.00298070562709962,-0.00567389019442772,-0.00156365284522352,-0.00403875906653275
"V25",-0.00519055638235613,0.00130337588274858,-0.00827656421783517,-0.00446254894576301,-0.00852895391715576,-0.00155238105107048,0.00242944841989957,-0.00774132848710735
"V26",-0.00523882936574159,-0.00487948960159683,-0.00732496454737624,-0.00604584062852572,0.010926121130432,-0.00752232671991353,0.00437862660821707,0.00828378570214079
"V27",0.00399616224263911,-0.00101418822918789,-0.0112052326052008,-0.00293902535727291,-0.00593842884087055,-0.00163638819745125,0.005519111156225,0.00622618174885311
"V28",-0.0124768426598948,0.00396062514384943,-0.00661160091174119,-0.00579711600241811,0.00759292816515233,-0.00296962073151416,0.00957697970924743,0.00267832893354381
"V29",0.00152219842480373,-0.00851138583120623,-0.000369468535047442,-0.00184121443776677,-0.00946040827670615,-0.00477962185871965,-0.00778636971173154,-0.00060579384610526
"V30",-0.0131441585523434,0.00937309406211015,0.0029310629636931,-0.00189862474468987,0.00527565524184118,-0.00272245872120644,0.00351035767638007,-0.0185138082562595
"V31",-0.0106000631963112,0.00876344355507289,0.00266538737832557,0.00785132111827701,0.00463568083283617,-0.009314812498412,0.00325057240798744,0.00615473154260912
"V32",0.00707033754655949,0.00741491181836818,-0.00402444743233045,-0.000413538343821975,0.00709989790685926,0.000705479680068997,0.00127666157851108,0.000463920029653521
"V33",0.000600003208487672,0.00196470672542129,0.00405658428132258,-0.00964908058258328,-0.000890372123437823,-0.011288137629657,0.0064025501555802,0.000834173614114715
"V34",-0.00162760099802785,-0.00151614316815458,-0.0163590391452484,-0.000762993899306189,-0.0288360485363949,0.00536122158314863,-0.0096364716607908,-0.0110183064351347
"V35",-0.0101326394749496,0.00354454433994575,0.00430564611759727,0.00868033515595976,-0.00452902034148952,0.00282625280255045,0.00269262410913116,0.00506010730370123
"V36",-0.00508062895103847,-0.00517315834635357,0.00355204602974843,0.013467107092331,0.00135183912093584,0.00832427962937059,0.00260928690606591,-0.00499458866676879
"V37",0.0146999899927969,0.00464756533692444,-0.00959366453737489,-0.00450881343840513,0.0103738419789427,-0.0120291141210778,-0.00312656797919441,-0.00624192228780756
"V38",0.00185150658591203,0.011350728855349,-0.00185125924282799,-0.00990007404856107,-0.0075893799647461,0.00279294888134146,0.00692153193650971,0.0203345706087025
"V39",-0.00969679539285578,-0.0096953220072908,-0.0249602486517825,-0.003457650605613,-0.00217507688901232,-0.00644647611832098,0.0164487225683987,0.00442939620852576
"V40",-0.0144974824570264,-0.00349580271931787,-0.0142896226229896,-0.0102324380291873,0.0071138525916107,0.00864626511014285,0.000282769177402389,-0.00247583291804857
"V41",0.00140035862286586,-0.00505338040811861,-0.0161795300194502,0.00739395765906712,-0.00892033563760505,0.000330870103355595,-0.0134612331783214,-0.00113791875993798
"V42",0.00978607578345963,0.00513237522592211,0.0085795004744126,-0.000678183651221148,0.000304161860721372,0.010700023700538,0.00184932773061709,0.00587075318695053
"V43",-0.00146272151559692,0.00184298212724519,-0.00843521064674247,-0.0107685770523453,-0.00149536323209126,0.00282639624202599,0.00340667169640194,0.00822190349657746
"V44",-0.000918507243037903,0.00360580976075895,-0.00542062037722644,0.00668973011496473,-0.00263955589817421,-0.00223854034142874,-0.00462274012811151,-0.00781960763375615
"V45",0.0016814311669577,-0.000424931759293774,0.000146227221904605,0.00341264174487508,-0.000613540319381826,0.00204533820316461,0.00817835108180843,-0.00430514818375337
"V46",-0.000244253294316883,0.00707344444351239,-0.00465331309916175,0.0225903075761671,-0.0129008759458128,-0.00190550271046329,-0.0108563645862254,-0.00831991630941604
"V47",0.00174544226443738,0.00464726450861138,-0.00297518668404345,0.00191175705010091,-0.00295120278232182,-0.00120407469809313,-0.0024804973559376,-0.00602805556235663
"V48",-0.00352673163090116,-0.000297570516693343,-0.000191780318575499,0.0193214170926163,0.00317104424818228,0.00369922972377182,-0.00418289673994621,-0.00169402714376065
"V49",0.00137120941322523,0.00363780528079972,-0.00219308166773403,0.00464791703972819,-0.00320132580121078,-0.00102151636625431,-0.000977212955597045,-0.0015409643206591
"V50",-0.00124690250983489,-0.00164865304568528,-0.0103996445321712,0.0152830786863383,-0.00507361469204818,-0.0020454955071624,0.00185033798925494,-0.000856171280353236
"V51",0.00121646427064209,0.0140445158989774,0.00264130454243207,-0.00473346590575304,0.0096408584902531,0.00661733275941434,0.00029294670254544,-0.00141092135098274
"V52",0.00507332718885868,0.00239090348010067,0.00424041442679034,0.00648183199964233,-0.0043259744858682,0.00137112667311072,0.000232173085707501,-0.00517522094856996
"V53",0.00340436786022949,0.00189121598954288,-0.00529932931139104,-0.000643584043444376,0.00283754314392737,-0.00375433860146501,0.00154317576010682,0.000667118596090702
"V54",0.00321774979080365,0.00273597078359329,-0.00675439450307659,0.00110252398902741,0.00220599996866708,0.000842983774432798,-0.00524293011035767,-0.00758700366463751
"V55",0.00343444128267468,-0.00206097689671247,0.0037841343533257,0.00126251067180063,0.00147372864164918,0.0112048819212948,-0.00734679405472905,0.00692397629857951
"V56",0.00678394222507808,0.0036892864896303,-0.00306158036752182,-0.011514284382693,-0.00714787249160578,0.00242439380700232,-0.004704998266131,-0.00109179444900467
"V57",-0.00230612897681746,-0.00762400155698184,-0.00573499188747623,-0.00898025170070227,-0.000182120360736569,0.00390752403750516,0.00541639875119883,0.00569563288883069
"V58",-0.00388519630787503,-0.00501546978856379,-0.00696803670507899,-0.00813892520948204,-0.00590203504174064,-0.00499734483297824,-0.00501616947603788,-0.0102608931360867
"V59",0.0022290635129968,0.00298261541762152,-0.00471137406670487,0.00349666028428505,-0.00115283924170901,-0.00304292623713513,-0.00382280050241118,-0.00286403095563025
"V60",-0.00455291419728831,0.00480474508144986,0.00581118968849857,-0.00364368454012692,0.00251874249943083,-0.00395711305080652,0.0121290160240135,-0.000808635415620081
"V61",-0.000742911335449027,0.00694710726650528,-0.016895693839444,-0.00260978312159459,-0.000619651555951139,0.00666063944570006,-0.0012868063086583,0.00247803458828442
