"","X[[i]]"
"1",4
"2",12
"3",4
"4",1
"5",5
"6",9
"7",2
"8",1
"9",11
"10",6
"11",4
"12",10
"13",2
"14",4
"15",12
"16",10
"17",10
"18",10
"19",10
"20",10
"21",10
"22",10
"23",7
"24",9
"25",11
"26",9
"27",12
"28",4
"29",9
"30",8
"31",8
"32",10
"33",9
"34",10
"35",10
"36",10
"37",7
"38",1
"39",1
"40",8
"41",9
"42",10
"43",10
"44",10
"45",4
"46",9
"47",2
"48",4
"49",2
"50",4
"51",10
"52",10
"53",9
"54",10
"55",7
"56",8
"57",10
"58",9
"59",1
"60",6
"61",11
"62",10
"63",5
"64",10
"65",8
"66",10
"67",8
"68",12
"69",10
"70",2
"71",3
"72",11
"73",9
"74",9
"75",8
"76",9
"77",9
"78",10
"79",10
"80",10
"81",3
"82",10
"83",6
"84",7
"85",10
"86",7
"87",7
"88",7
"89",10
"90",10
"91",3
"92",7
"93",8
"94",10
"95",10
"96",6
"97",8
"98",8
"99",2
"100",6
"101",3
"102",9
"103",9
"104",8
"105",14
"106",8
"107",9
"108",9
"109",8
"110",4
"111",8
"112",9
"113",9
"114",1
"115",8
"116",10
"117",9
"118",8
"119",4
"120",9
"121",10
"122",8
"123",8
"124",8
"125",4
"126",9
"127",9
"128",4
"129",8
"130",8
"131",5
"132",4
"133",9
"134",8
"135",8
"136",8
"137",12
"138",9
"139",12
"140",9
"141",8
"142",8
"143",9
"144",2
"145",9
"146",10
"147",8
"148",12
"149",2
"150",8
"151",12
"152",8
"153",12
"154",8
"155",9
"156",12
"157",8
"158",10
"159",9
"160",8
"161",12
"162",12
"163",2
"164",11
"165",8
"166",12
"167",9
"168",12
"169",4
"170",12
"171",1
"172",12
"173",10
"174",10
"175",11
"176",10
"177",10
"178",10
"179",10
"180",12
"181",9
"182",6
"183",10
"184",8
"185",12
"186",10
"187",9
"188",10
"189",10
"190",10
"191",2
"192",10
"193",10
"194",6
"195",4
"196",10
"197",10
"198",10
"199",9
"200",10
"201",10
"202",10
"203",6
"204",10
"205",10
"206",2
"207",9
"208",9
"209",8
"210",10
"211",2
"212",10
"213",4
"214",10
"215",5
"216",8
"217",10
"218",8
"219",8
"220",10
"221",10
"222",10
"223",9
"224",10
"225",3
"226",5
"227",5
"228",5
"229",11
"230",5
"231",9
"232",9
"233",9
"234",2
"235",5
"236",10
"237",8
"238",8
"239",14
"240",5
"241",8
"242",9
"243",10
"244",8
"245",9
"246",8
"247",5
"248",5
"249",9
"250",10
"251",14
"252",9
"253",14
"254",10
"255",8
"256",11
"257",5
"258",9
"259",8
"260",3
"261",2
"262",9
"263",10
"264",8
"265",8
"266",5
"267",2
"268",12
"269",9
"270",1
"271",10
"272",2
"273",8
"274",12
"275",5
"276",12
"277",10
"278",10
"279",9
"280",5
"281",10
"282",10
"283",10
"284",10
"285",10
"286",1
"287",10
"288",1
"289",10
"290",5
"291",2
"292",3
"293",12
"294",8
"295",10
"296",10
"297",8
"298",8
"299",10
"300",10
"301",10
"302",10
"303",7
"304",10
"305",10
"306",2
"307",5
"308",8
"309",2
"310",3
"311",10
"312",8
"313",1
"314",2
"315",8
"316",2
"317",10
"318",10
"319",9
"320",3
"321",12
"322",2
"323",12
"324",10
"325",9
"326",11
"327",8
"328",10
"329",2
"330",8
"331",10
"332",12
"333",9
"334",2
"335",8
"336",10
"337",9
"338",10
"339",7
"340",8
"341",9
"342",10
"343",10
"344",10
"345",9
"346",9
"347",9
"348",1
"349",4
"350",2
"351",1
"352",2
"353",9
"354",8
"355",1
"356",10
"357",9
"358",1
"359",1
"360",5
"361",1
"362",10
"363",2
"364",10
"365",8
"366",10
"367",10
"368",10
"369",10
"370",8
"371",10
"372",9
"373",9
"374",9
"375",8
"376",8
"377",9
"378",6
"379",8
"380",8
"381",8
"382",6
"383",2
"384",6
"385",7
"386",12
"387",8
"388",8
"389",4
"390",4
"391",10
"392",2
"393",9
"394",4
"395",2
"396",9
"397",6
"398",9
"399",6
"400",6
"401",6
"402",6
"403",4
"404",7
"405",4
"406",8
"407",8
"408",6
"409",4
"410",4
"411",4
"412",4
"413",11
"414",8
"415",12
"416",8
"417",4
"418",4
"419",8
"420",8
"421",4
"422",8
"423",8
"424",9
"425",12
"426",10
"427",9
"428",8
"429",8
"430",8
"431",11
"432",5
"433",8
"434",8
"435",10
"436",2
"437",8
"438",9
"439",9
"440",8
"441",12
"442",5
"443",8
"444",8
"445",8
"446",8
"447",7
"448",9
"449",8
"450",1
"451",8
"452",9
"453",9
"454",2
"455",12
"456",2
"457",9
"458",12
"459",8
"460",10
"461",4
"462",9
"463",8
"464",5
"465",4
"466",8
"467",9
"468",9
"469",14
"470",9
"471",12
"472",8
"473",8
"474",12
"475",9
"476",12
"477",6
"478",2
"479",12
"480",8
"481",12
"482",12
"483",9
"484",5
"485",8
"486",10
"487",10
"488",10
"489",12
"490",6
"491",8
"492",9
"493",12
"494",10
"495",8
"496",9
"497",12
"498",10
"499",10
"500",8
"501",8
"502",14
"503",10
"504",9
"505",8
"506",10
"507",8
"508",10
"509",12
"510",9
"511",10
"512",10
"513",10
"514",2
"515",8
"516",10
"517",14
"518",9
"519",4
"520",1
"521",8
"522",6
"523",8
"524",10
"525",4
"526",10
"527",10
"528",10
"529",4
"530",9
"531",5
"532",9
