"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"V1",-0.00161618269848722,-0.00668026699952809,0.00982447574184461,0.00752294878920553,-0.00284876737003999,-0.00509607841867963,-0.00592874896685446,-0.00603093691883267,0.0036523912524793,0.00605968868206005
"V2",-0.000620491281124146,6.72497768269401e-06,-0.000259797822634731,-0.00130938692594667,8.12511378942441e-05,0.000420435593732469,-0.000343753880814782,-0.00261522613759909,-0.00216334176784296,-0.00135793275165321
"V3",-0.00128573064723008,-0.00274368701499134,-0.00131083788253762,-0.00746735433768758,0.00483854392141258,0.00147549294431618,-0.00671712332087267,0.00306333717056753,-0.000558360398258986,0.00234733945507382
"V4",0.00314869011709396,0.00248393275758582,0.00222870954269391,0.000272645566362578,-0.000967198024584398,-0.00018259724558292,-0.00270526133733492,-0.00105919645195228,0.00185937384555712,-0.00169776934384751
"V5",0.00133973837313762,0.000949514544120111,0.00122700600180702,0.000158783959431194,-0.000740257351693986,0.000158410990532985,-0.000355808048909588,-0.000679689987783158,0.000524617721728923,-0.000820427536659132
"V6",0.000186318619794743,-5.61357484417027e-05,-7.6653114689134e-06,-0.00114166769534994,-0.000806478846806926,0.00045740926818377,-0.000605996489852071,0.000456439277067833,-0.000169744577791008,0.000893439679509394
"V7",0.00661021731977304,0.00655784882451874,0.0162151602995228,0.000440929501979562,-0.0140427401671465,0.00176482055658275,-0.00744652387108889,-0.00357704197572937,-0.000499004623665865,0.011956772108188
"V8",0.00634548641130297,0.00506512504926797,0.0137782368601423,0.00625428177380746,0.00186033395565857,-0.00486953881951325,0.000349298266977332,0.00229920343631228,-0.0013638657314754,-0.00610701274618071
"V9",0.00521110476022643,0.00433093952312041,-0.00599430455869078,0.0116112898930621,-0.000724100103901,-0.0049253703258499,0.017821618770655,-0.00158030386298681,0.00835317037731213,-0.00877523199755473
"V10",-0.00370445681615693,-0.00543860115608125,0.000115682164895024,0.00402246626594243,0.00484739453575754,-0.00268015658620325,0.00457882197642795,0.00171062101830818,-0.00177734362409189,0.00302376541338477
"V11",0.000443410905643151,-0.000372695982511537,-0.00446273741379653,0.00251143079607794,0.00483947996858239,0.00334979487234844,-5.66759186056194e-05,0.00716329047009392,0.0144016731314496,-0.0154590996161518
"V12",-0.0108342348107618,0.00804519598485446,0.0067395483335207,-0.00112015682455583,0.0116779693816893,0.00147222437725618,-0.00584619616699278,-0.0116906122725276,0.000873484190205721,0.00467973350024331
"V13",0.00716855296742276,0.0105319527460397,-0.00083038597291323,0.00643483411676258,0.00502291618275713,-0.00649515670332981,-0.0045418611590464,-0.010700688629096,0.00534914407777707,-0.000434809126525507
"V14",-0.00695421551461633,0.000210798217546871,0.00525596062023885,-0.00287988127353208,0.00109081115514215,-0.00600078666898947,0.00267599398198164,-1.61222102877572e-05,0.00399895525745602,-0.00309468148701413
