"","m"
"V1",0.00820567445148465
"V2",0.0104013425922439
"V3",0.00813514372833487
"V4",0.00118742226376925
"V5",0.000378995391351832
"V6",-0.000209997775967013
"V7",-0.00591461205155846
"V8",0.00300226348439574
"V9",-0.00474169530348166
"V10",0.00697175845562271
"V11",-0.00472599293339097
"V12",0.00612211605254072
"V13",-0.00441618424736119
"V14",-0.0156827305235208
"V15",-0.005093571502458
"V16",0.000841707909253862
"V17",0.00840150498573895
"V18",9.19815587366891e-05
"V19",0.00141114485415523
"V20",0.00169241308687696
"V21",0.00346583491041542
"V22",-0.00296461380842268
"V23",-0.0114415140348177
"V24",-0.00719973308628023
"V25",0.00469530047243526
"V26",-0.00979754950974011
"V27",0.00144951709544069
"V28",-0.00254396874247744
"V29",0.00357188115844069
"V30",0.000848680003702958
"V31",-0.0111541333232911
"V32",0.00180747354375516
"V33",-0.0041096871424989
"V34",-0.000393887027827031
"V35",0.00490991760783054
"V36",0.00686495121057325
"V37",0.00677451752214806
"V38",-0.00413568782308001
"V39",-0.00230609956752121
"V40",-0.00605969269244913
"V41",0.000277339571376826
"V42",-0.00130156772923365
"V43",-0.000646723473377931
"V44",0.000640913692567574
"V45",0.0174821359677761
"V46",-0.00106910665727128
"V47",0.017106757439593
"V48",0.00303871805588259
"V49",0.00950796349472554
"V50",-0.00277505003522362
"V51",-0.0143323208352821
"V52",0.00422481176853389
"V53",0.000572642528548328
"V54",-0.000137519260399671
"V55",0.00504684711676303
"V56",0.00230865298913404
"V57",0.00257541147923295
"V58",-0.0025418812767766
"V59",0.0267762398368321
"V60",-0.012349833115436
"V61",0.00692896840356933
"V62",0.00201780739279664
"V63",-0.00138529870520828
"V64",0.00712539159448372
"V65",-0.00502834773478569
"V66",0.00299264914298759
"V67",0.00159556076928369
"V68",-0.00620566562001512
"V69",-0.00347765621731061
"V70",-0.00173470890895173
"V71",0.00458589068701549
"V72",0.00752699880177066
"V73",0.0110335371939901
"V74",0.00162020424807101
"V75",0.00580259572582208
"V76",-0.00101993218737162
"V77",0.00160323312108657
"V78",0.0121210056839362
"V79",-0.0100332212094485
"V80",0.00928635182962924
"V81",0.0151557031599323
"V82",0.00787699836822431
"V83",0.0371309114482195
"V84",0.00150376208487413
"V85",0.00125526361192708
"V86",0.011876078553524
"V87",0.0048436781628042
"V88",0.000748438059070817
"V89",-0.000248514245756311
"V90",0.00623160739322245
"V91",-0.0101371506907097
"V92",-0.0108051418831695
"V93",0.00264583170247655
"V94",0.0127154043414499
"V95",-0.0153389851211049
"V96",-0.00794462073506447
"V97",-0.00182144846116161
"V98",-0.00546271235575984
"V99",0.000561126933996752
"V100",0.0124068372108662
"V101",0.000225394842791554
"V102",0.0151378983404375
"V103",-0.00314250651778938
"V104",-0.000363099897165833
"V105",0.00300163828574085
"V106",-0.000507374764988457
"V107",-0.00420454534365254
"V108",-0.00548998240344313
"V109",0.00611775688554009
"V110",0.010180533236386
"V111",0.00632632514179908
"V112",-0.00108342067342448
"V113",-0.0102180468915571
"V114",-0.000226787339157035
"V115",0.0235953420975245
"V116",0.000838494860132906
"V117",0.00277140871707036
"V118",-0.0148871047468325
"V119",-5.99638190101735e-05
"V120",-0.00835324161463454
"V121",0.000315935766610402
"V122",0.0418346006240618
"V123",-0.00207207793143368
"V124",-0.001745582252001
"V125",-0.00176486290615359
"V126",-0.000135068716379724
"V127",-0.000425617278223141
"V128",0.00712819660340197
"V129",0.00277331322874253
"V130",0.00179306186411922
"V131",-0.000860568210883569
"V132",-0.00508281251033132
"V133",-0.00743477770175374
"V134",0.00734803995664715
"V135",0.00151162059202686
"V136",0.000713341522679593
"V137",-0.0130742820790071
"V138",0.0146415529472724
"V139",-0.00321614648325814
"V140",0.00943756259434861
"V141",0.00252588744880077
"V142",-0.0135416870684135
"V143",0.000867345396056853
"V144",-0.00522669581676459
"V145",0.00194725698186976
"V146",-0.000200917137457467
"V147",0.00416577875602108
"V148",-0.000366069324201251
"V149",0.0015549806252557
"V150",0.00656764465420799
"V151",-0.00305652681598216
"V152",0.00495651497135091
"V153",-0.00149607275915804
"V154",0.00261389413999043
"V155",0.000385806516929734
"V156",0.0129585655585898
"V157",-0.0116389392773905
"V158",0.000695872514746943
"V159",-0.00168567307060095
"V160",0.00299709061834812
"V161",0.00344883778738843
"V162",-0.00552062259623558
"V163",-0.00434664922278795
"V164",0.000644554321191911
"V165",0.000381428796547661
"V166",-0.00136456720155646
"V167",0.000243088032182555
"V168",0.000603550294475409
"V169",-8.05860504511615e-05
"V170",0.00270892262659556
"V171",0.00333795516828025
"V172",0.0063192739242392
"V173",0.000519086024466726
"V174",-0.00116094560245841
"V175",0.00364759955776094
"V176",0.00237553164333623
"V177",-0.000275364334966611
"V178",-0.00634985526253803
"V179",0.00473750618724763
"V180",-0.00113534944022894
"V181",0.00282811426973574
"V182",-0.0139410599099434
"V183",0.00171893942068315
"V184",-0.00618748091549941
"V185",-0.00203067291214728
"V186",0.00976271753431169
"V187",-0.00853635020472844
"V188",-0.00382731571743641
"V189",0.00485180845522312
"V190",-0.00783990891571624
"V191",0.00742581512160766
"V192",0.00183188982363019
"V193",-0.0102275284425093
"V194",-0.0060032853184562
"V195",0.0106630074639616
"V196",0.00315769213282785
"V197",0.0158955616896088
"V198",0.000455526174967424
"V199",-0.022971361838321
"V200",0.00125974700952441
"V201",0.00110060062328421
"V202",0.00654002053319051
"V203",0.00469646371284807
"V204",-0.00384305746751623
"V205",0.00439742262620511
"V206",0.00540900330458874
"V207",0.00841724764382841
"V208",0.00771339641732615
"V209",0.0121822338783499
"V210",-0.000681379952007886
"V211",0.00193967109002104
"V212",-0.00055859836780099
"V213",0.0122305833452168
"V214",0.00186022712126602
"V215",-0.00275218120181497
"V216",-0.00329835684517251
"V217",-0.00630379227801944
"V218",0.0105725162579125
"V219",0.00112185762695495
"V220",0.00536884424680197
"V221",-0.000236989300427719
"V222",0.00206962111785599
"V223",-0.00335251522755759
"V224",-0.00224952012702514
"V225",0.000167279025877819
"V226",-0.00179625999312269
"V227",-0.00529484657940387
"V228",-0.0182873706115613
"V229",-0.00560402787605979
"V230",0.0109062219026154
"V231",-0.000823232215881405
"V232",0.000441504699448824
"V233",0.00106511307967909
"V234",0.000493101753206428
"V235",0.000418535727418753
"V236",-0.000539954431825168
"V237",-0.00111402914069644
"V238",0.00183640690369464
"V239",0.00266431219918843
"V240",-0.00189976303665458
"V241",0.00134622689652033
"V242",-0.00184904055530479
"V243",0.000568106119295136
"V244",-0.000815176294465847
"V245",0.0189793204476026
"V246",0.000973324230315802
"V247",-0.00409448345103771
"V248",0.0165646719163327
"V249",0.00242521521394901
"V250",0.000422025924072203
"V251",-0.00621021010068873
"V252",0.00194530903923536
"V253",0.00439766350753037
"V254",0.000952975094634049
"V255",-0.00520051227643825
"V256",0.000964559308106006
"V257",0.0121524707165791
"V258",0.000292304397111774
"V259",0.00199795366854487
"V260",0.00296362812373016
"V261",0.00229864403494761
"V262",0.00657378159312613
"V263",0.00531032381870876
"V264",-0.00755188472502416
"V265",0.00626273611251769
"V266",0.000622375911924915
"V267",0.00583530790409618
"V268",0.00803626530522821
"V269",0.0099812357450867
"V270",0.00277343791739498
"V271",0.00578206713545027
"V272",0.00711112724258862
"V273",0.0139643262155225
"V274",0.000682274037634871
"V275",0.00465721777554031
"V276",0.00430272227285443
"V277",0.00539907266067749
"V278",0.00191596258088504
"V279",0.000522639560904774
"V280",0.000388597103213527
"V281",0.0148748166906502
"V282",0.000144343264238737
"V283",0.00290781433871778
"V284",0.000753439072355316
"V285",0.0100060815164109
"V286",0.000416107508144406
"V287",0.000776832955975393
"V288",0.00235797941410814
"V289",-0.0117107398746104
"V290",0.00239593754901957
"V291",0.0143579672241224
"V292",0.0146313193896243
"V293",-0.00479471001337998
"V294",-0.00843686218403094
"V295",-0.00704023156567918
"V296",0.00103631565561976
"V297",0.00150775675072994
"V298",0.00685265926239847
"V299",0.00103961719650092
"V300",0.00454644628482318
"V301",-4.9890134537096e-05
"V302",0.000283990418367818
"V303",-0.00149816617513687
"V304",0.00113804320979153
"V305",0.00343489692106289
"V306",-0.00114954477124359
"V307",-0.00647593695410534
"V308",0.00706188308141091
"V309",0.00769254977008575
"V310",0.0023760780622813
"V311",0.00537883914698031
"V312",-0.00625106590785439
"V313",0.000836241898871102
"V314",0.00638448280590994
"V315",-0.0032733931352588
"V316",0.00484238721660343
"V317",0.0136690935624449
"V318",-0.00188659750043146
"V319",0.0027415992052377
"V320",0.00880767981631152
"V321",0.000643877942382244
"V322",0.00121768954535478
"V323",-0.0089702106023131
"V324",-0.00189547242406523
"V325",0.00103342577674265
"V326",0.00169101730478405
"V327",0.00182387666867556
"V328",-0.00396115700089035
"V329",-0.00259603382376335
"V330",-0.00397953295238034
"V331",-0.000554804785645652
"V332",0.00196350370093631
"V333",0.00545113479577518
"V334",0.000379440022630948
"V335",0.00590715193502936
"V336",0.000221704241147905
"V337",-0.00116054191193879
"V338",0.0105270525721253
"V339",0.00129433503648316
"V340",0.00282307934057765
"V341",-0.00348765450379031
"V342",-0.00477572200438661
"V343",-0.00191272434681132
"V344",-6.36688990917469e-05
"V345",-0.00163496952957595
"V346",-0.0126071132791566
"V347",-0.00709549320461068
"V348",-0.00730211965268331
"V349",0.00404181720748783
"V350",-0.00131702559264054
"V351",-0.0110295240446485
"V352",0.000631356882454619
"V353",-0.00194655967825823
"V354",-0.00140143590078438
"V355",0.00810361756144876
"V356",9.55775625347421e-06
"V357",0.00672922313470213
"V358",-0.00882636570341584
"V359",0.00767491458159474
"V360",0.00614968653113565
"V361",-0.00528107168628677
"V362",-0.00258545483733587
"V363",-0.0142055204649959
"V364",0.00740947537380006
"V365",-0.00789284403980959
"V366",-0.0016066274053364
"V367",0.000132741165926483
"V368",-0.00399209685069492
"V369",-0.0100832544863826
"V370",0.000250921365035028
"V371",0.000762824593201404
"V372",0.000508067488335874
"V373",-0.0012040161403847
"V374",0.00177779008592199
"V375",-0.00159052032349426
"V376",5.27523052000161e-05
"V377",-0.000708446475370262
"V378",0.000677221148584823
"V379",0.00969249750188482
"V380",-0.00421709447648399
"V381",-0.00378825493143724
"V382",-0.00485459106579889
"V383",0.000584731559498963
"V384",-0.00815263425225833
"V385",-0.00149788742759452
"V386",-0.00312299835134211
"V387",-0.00252012507850718
"V388",-0.00690379263891797
"V389",0.000681585361237357
"V390",0.00805643244334455
"V391",7.79089811365829e-05
"V392",0.0033250973144517
"V393",0.00481318917779692
"V394",-0.00421997532806571
"V395",-0.000771805541400951
"V396",-0.0135262716861246
"V397",-0.00594334622868689
"V398",0.00925710956275544
"V399",0.00112558552484511
"V400",0.00132483697302352
"V401",0.00361022483038017
"V402",0.0118644958566769
"V403",-0.00744172850937385
"V404",0.0010045390347291
"V405",0.0100423851854615
"V406",-0.00586628540594279
"V407",-0.000264768551274002
"V408",-0.0180671331780695
"V409",0.00810249718883558
