"","X[[i]]"
"1",1
"2",2
"3",1
"4",2
"5",10
"6",10
"7",14
"8",14
"9",13
"10",13
"11",7
"12",7
"13",13
"14",13
"15",13
"16",13
"17",13
"18",7
"19",7
"20",7
"21",7
"22",7
"23",7
"24",7
"25",13
"26",13
"27",7
"28",13
"29",7
"30",7
"31",7
"32",7
"33",7
"34",7
"35",13
"36",13
"37",13
"38",7
"39",7
"40",13
"41",7
"42",7
"43",13
"44",7
"45",13
"46",7
"47",13
"48",7
"49",13
"50",13
"51",13
"52",13
"53",7
"54",13
"55",7
"56",13
"57",13
"58",13
"59",13
"60",7
"61",13
"62",7
"63",13
"64",7
"65",13
"66",7
"67",13
"68",13
"69",13
"70",7
"71",7
"72",13
"73",13
"74",13
"75",13
"76",13
"77",7
"78",7
"79",2
"80",3
"81",2
"82",12
"83",10
"84",3
"85",10
"86",2
"87",2
"88",3
"89",3
"90",10
"91",12
"92",3
"93",2
"94",3
"95",3
"96",3
"97",3
"98",3
"99",3
"100",2
"101",10
"102",3
"103",3
"104",2
"105",2
"106",2
"107",2
"108",3
"109",3
"110",3
"111",3
"112",3
"113",12
"114",3
"115",15
"116",3
"117",2
"118",8
"119",2
"120",3
"121",2
"122",10
"123",2
"124",2
"125",10
"126",2
"127",2
"128",2
"129",12
"130",2
"131",2
"132",2
"133",3
"134",10
"135",2
"136",10
"137",10
"138",2
"139",2
"140",2
"141",15
"142",2
"143",2
"144",14
"145",2
"146",3
"147",2
"148",12
"149",2
"150",2
"151",14
"152",10
"153",14
"154",2
"155",12
"156",2
"157",2
"158",2
"159",14
"160",2
"161",2
"162",12
"163",2
"164",2
"165",2
"166",2
"167",10
"168",3
"169",2
"170",12
"171",2
"172",2
"173",3
"174",3
"175",2
"176",2
"177",10
"178",2
"179",2
"180",5
"181",15
"182",1
"183",1
"184",15
"185",15
"186",15
"187",15
"188",15
"189",15
"190",5
"191",15
"192",5
"193",1
"194",1
"195",1
"196",1
"197",11
"198",1
"199",1
"200",1
"201",5
"202",1
"203",1
"204",1
"205",1
"206",1
"207",1
"208",1
"209",1
"210",1
"211",15
"212",15
"213",1
"214",15
"215",1
"216",5
"217",1
"218",1
"219",15
"220",15
"221",3
"222",1
"223",15
"224",15
"225",15
"226",15
"227",15
"228",15
"229",15
"230",11
"231",15
"232",15
"233",15
"234",1
"235",15
"236",1
"237",12
"238",2
"239",1
"240",11
"241",1
"242",1
"243",11
"244",15
"245",1
"246",1
"247",2
"248",15
"249",2
"250",1
"251",1
"252",1
"253",1
"254",11
"255",11
"256",1
"257",1
"258",1
"259",1
"260",1
"261",1
"262",2
"263",1
"264",1
"265",2
"266",11
"267",2
"268",1
"269",1
"270",15
"271",11
"272",15
"273",1
"274",1
"275",1
"276",1
"277",1
"278",1
"279",1
"280",1
"281",1
"282",1
"283",3
"284",1
"285",1
"286",1
"287",15
"288",11
"289",1
"290",1
"291",1
"292",1
"293",5
"294",1
"295",3
"296",11
"297",1
"298",1
"299",1
"300",2
"301",11
"302",1
"303",5
"304",1
"305",15
"306",11
"307",15
"308",1
"309",1
"310",2
"311",1
"312",1
"313",2
"314",11
"315",1
"316",15
"317",15
"318",3
"319",5
"320",2
"321",11
"322",11
"323",5
"324",2
"325",1
"326",11
"327",1
"328",1
"329",1
"330",1
"331",1
"332",15
"333",15
"334",1
"335",1
"336",2
"337",3
"338",12
"339",15
"340",11
"341",1
"342",2
"343",1
"344",1
"345",2
"346",1
"347",3
"348",9
"349",9
"350",9
"351",9
"352",4
"353",9
"354",9
"355",9
"356",3
"357",3
"358",15
"359",10
"360",3
"361",15
"362",3
"363",3
"364",3
"365",3
"366",3
"367",15
"368",15
"369",15
"370",5
"371",15
"372",3
"373",3
"374",3
"375",15
"376",15
"377",3
"378",3
"379",3
"380",15
"381",15
"382",3
"383",15
"384",3
"385",2
"386",15
"387",15
"388",15
"389",15
"390",3
"391",5
"392",3
"393",3
"394",15
"395",15
"396",15
"397",15
"398",3
"399",15
"400",15
"401",15
"402",15
"403",15
"404",15
"405",3
"406",5
"407",15
"408",15
"409",15
"410",15
"411",10
"412",15
"413",15
"414",15
"415",15
"416",15
"417",15
"418",3
"419",3
"420",15
"421",3
"422",15
"423",5
"424",15
"425",3
"426",15
"427",1
"428",1
"429",2
"430",3
"431",1
"432",2
"433",2
"434",1
"435",2
"436",15
"437",1
"438",1
"439",2
"440",15
"441",1
"442",1
"443",15
"444",15
"445",3
"446",1
"447",1
"448",2
"449",15
"450",5
"451",1
