"","X[[i]]"
"1",1
"2",1
"3",9
"4",6
"5",6
"6",6
"7",7
"8",7
"9",2
"10",2
"11",2
"12",2
"13",2
"14",2
"15",2
"16",2
"17",2
"18",2
"19",2
"20",2
"21",2
"22",2
"23",2
"24",2
"25",2
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",2
"52",2
"53",2
"54",2
"55",2
"56",2
"57",2
"58",2
"59",2
"60",2
"61",2
"62",2
"63",2
"64",2
"65",2
"66",2
"67",2
"68",2
"69",2
"70",2
"71",2
"72",2
"73",2
"74",2
"75",2
"76",2
"77",2
"78",2
"79",6
"80",6
"81",6
"82",5
"83",6
"84",6
"85",4
"86",1
"87",6
"88",6
"89",6
"90",6
"91",6
"92",6
"93",6
"94",6
"95",6
"96",6
"97",6
"98",6
"99",6
"100",6
"101",1
"102",6
"103",6
"104",1
"105",1
"106",6
"107",6
"108",6
"109",6
"110",6
"111",6
"112",6
"113",5
"114",6
"115",1
"116",6
"117",6
"118",6
"119",6
"120",6
"121",6
"122",4
"123",6
"124",6
"125",5
"126",6
"127",6
"128",6
"129",6
"130",6
"131",1
"132",6
"133",1
"134",6
"135",6
"136",4
"137",6
"138",1
"139",6
"140",1
"141",6
"142",6
"143",1
"144",1
"145",1
"146",6
"147",1
"148",5
"149",6
"150",6
"151",1
"152",6
"153",1
"154",1
"155",6
"156",6
"157",6
"158",6
"159",4
"160",6
"161",6
"162",5
"163",6
"164",6
"165",1
"166",6
"167",1
"168",6
"169",6
"170",5
"171",6
"172",1
"173",6
"174",6
"175",6
"176",6
"177",6
"178",1
"179",6
"180",9
"181",7
"182",7
"183",9
"184",7
"185",6
"186",7
"187",7
"188",7
"189",9
"190",9
"191",6
"192",7
"193",9
"194",9
"195",9
"196",9
"197",9
"198",9
"199",9
"200",9
"201",9
"202",9
"203",9
"204",9
"205",9
"206",9
"207",9
"208",9
"209",9
"210",9
"211",9
"212",7
"213",3
"214",7
"215",9
"216",7
"217",9
"218",9
"219",7
"220",7
"221",7
"222",7
"223",7
"224",7
"225",7
"226",7
"227",6
"228",6
"229",7
"230",3
"231",7
"232",7
"233",7
"234",7
"235",7
"236",7
"237",5
"238",7
"239",9
"240",3
"241",7
"242",3
"243",3
"244",7
"245",9
"246",6
"247",6
"248",7
"249",1
"250",9
"251",9
"252",9
"253",9
"254",3
"255",3
"256",9
"257",9
"258",7
"259",9
"260",9
"261",1
"262",6
"263",9
"264",9
"265",7
"266",3
"267",7
"268",9
"269",9
"270",7
"271",3
"272",7
"273",3
"274",9
"275",9
"276",9
"277",9
"278",9
"279",9
"280",6
"281",7
"282",9
"283",6
"284",9
"285",9
"286",9
"287",7
"288",3
"289",1
"290",9
"291",9
"292",9
"293",9
"294",9
"295",7
"296",3
"297",9
"298",9
"299",9
"300",6
"301",3
"302",9
"303",7
"304",9
"305",9
"306",6
"307",7
"308",9
"309",9
"310",6
"311",9
"312",9
"313",1
"314",3
"315",9
"316",6
"317",7
"318",6
"319",9
"320",6
"321",3
"322",3
"323",7
"324",6
"325",7
"326",3
"327",9
"328",9
"329",9
"330",9
"331",9
"332",6
"333",7
"334",9
"335",9
"336",1
"337",6
"338",5
"339",7
"340",9
"341",7
"342",1
"343",9
"344",9
"345",6
"346",9
"347",6
"348",8
"349",8
"350",8
"351",8
"352",8
"353",8
"354",8
"355",8
"356",7
"357",7
"358",7
"359",4
"360",7
"361",6
"362",6
"363",7
"364",6
"365",6
"366",7
"367",7
"368",6
"369",6
"370",6
"371",7
"372",7
"373",7
"374",7
"375",6
"376",6
"377",7
"378",6
"379",7
"380",6
"381",7
"382",6
"383",7
"384",6
"385",7
"386",7
"387",7
"388",7
"389",7
"390",6
"391",7
"392",7
"393",7
"394",7
"395",7
"396",7
"397",7
"398",7
"399",7
"400",6
"401",9
"402",7
"403",7
"404",6
"405",7
"406",7
"407",7
"408",7
"409",7
"410",7
"411",6
"412",7
"413",7
"414",6
"415",7
"416",6
"417",7
"418",7
"419",7
"420",7
"421",7
"422",6
"423",7
"424",7
"425",6
"426",7
"427",9
"428",9
"429",6
"430",7
"431",9
"432",6
"433",6
"434",9
"435",7
"436",6
"437",9
"438",9
"439",6
"440",6
"441",9
"442",9
"443",7
"444",9
"445",6
"446",9
"447",9
"448",6
"449",9
"450",9
"451",9
"452",9
"453",6
"454",7
"455",9
"456",9
"457",6
"458",9
"459",6
"460",6
"461",7
"462",6
"463",9
"464",9
"465",6
"466",9
"467",9
"468",9
"469",9
"470",9
"471",9
"472",6
"473",6
"474",9
"475",9
"476",6
"477",6
"478",9
"479",9
"480",6
