"","m"
"V1",-0.000314315697068318
"V2",-0.000676157142004712
"V3",-0.00106080405340983
"V4",0.00079026873952055
"V5",0.00283466321437641
"V6",0
"V7",-0.00249535180099468
"V8",-0.00163291434584047
"V9",-0.00372142448581847
"V10",0
"V11",-8.34246380986743e-05
"V12",-0.000551167599332584
"V13",-8.47694273648067e-05
"V14",-9.02041878468231e-05
"V15",-0.00062284518113149
"V16",-1.1763500694711e-35
"V17",0
"V18",0
"V19",0.000361621279862709
"V20",-0.00196389325037093
"V21",-0.000578694155128339
"V22",-0.00024214767610089
"V23",-0.0021220939983467
"V24",0
"V25",-3.60177815693676e-05
"V26",0.000795478799829078
"V27",6.40454468473689e-07
"V28",-0.00104743598489279
"V29",-0.00351590250405383
"V30",0.0283699323160512
"V31",0.0260958919803038
"V32",2.69633243411292e-07
"V33",0.00459922920035361
"V34",-3.16067706379589e-07
"V35",0.00911572115626796
"V36",-0.00100743462437635
"V37",-0.000384800578290619
"V38",-0.00241066697883288
"V39",-0.000777330459704267
"V40",-0.000571178526510997
"V41",-0.00223282562884133
"V42",-1.59102448800836e-06
"V43",7.29549556664523e-08
"V44",2.95182397938051e-05
"V45",0.0196776524161201
"V46",0.0569868655929485
"V47",-0.00454411977376726
"V48",-0.00303690738194518
"V49",0.00436313384259317
"V50",7.73726171387372e-05
"V51",-0.00410293789880919
"V52",-0.000962129834660999
"V53",-0.00160125612257298
"V54",0.00289602141367333
"V55",0.00279215601254548
"V56",0.028244658453198
"V57",-0.00205044973139092
"V58",-0.000565917733898589
"V59",0.0344446423720939
"V60",0.00208750511560486
"V61",-0.00263006584011608
"V62",-6.23547908342105e-07
"V63",3.09039767958945e-05
"V64",-0.000123747978330613
"V65",0.0123878355357309
"V66",-0.00112168331883261
"V67",-0.000239462462818103
"V68",-9.36430885452206e-05
"V69",0.0012428324107363
"V70",0.0342217802785041
"V71",-0.00264810786480736
"V72",0.0136266887282331
"V73",0.00296600787902525
"V74",-0.0049990251474392
"V75",0.0221907224492641
"V76",-0.00136624742312712
"V77",0.0168758057896919
"V78",-0.000114286446472638
"V79",0.00158861689663507
"V80",0.00768032489318419
"V81",-0.00420986658325198
"V82",-0.00275870789914105
"V83",-0.00624174563964467
"V84",0.000521899844725495
"V85",2.31211321555905e-05
"V86",1.9378340367797e-05
"V87",-0.000948193197854442
"V88",0.00456343799501882
"V89",-0.00230753409298405
"V90",-0.000648524732647021
"V91",-0.000980842092321255
"V92",0.0150447229628278
"V93",-0.00140572528576803
"V94",0.0248747462612069
"V95",-2.65773005633934e-05
"V96",0.0290737312413407
"V97",-0.00449655010700035
"V98",-0.0004640887413531
"V99",0.0186694572156522
"V100",0.00837042680249552
"V101",0.00199470792798474
"V102",-0.00367715572024743
"V103",-0.0054834597563187
"V104",0.000155534163940924
"V105",-0.00236785266993313
"V106",0.011336046821918
"V107",0.000139376441170306
"V108",0.0260918854836004
"V109",0.0246184697080635
"V110",0.00823144093823027
"V111",-0.00133659868966591
"V112",-3.70929509378543e-05
"V113",-0.00450360275146184
"V114",0.00543301309622562
"V115",7.5104042066944e-05
"V116",0.0152926685149783
"V117",0.0240743692551055
"V118",0.0133282352237308
"V119",0.00744616870724706
"V120",-0.00507083596112929
"V121",-0.00918817987709575
"V122",0.00669373140690646
"V123",0.0200902165925969
"V124",0.000334784841433434
"V125",-0.00418954567481989
"V126",-0.000808685619468414
"V127",-0.000516932655407963
"V128",-0.00360411663154292
"V129",-0.0035202530842148
"V130",-0.00353670718609583
"V131",5.39713152178218e-05
"V132",-0.00354487695140064
"V133",0.0115736704149893
"V134",-0.000124471783120024
"V135",0.000282221627912326
"V136",-1.01202829602302e-05
"V137",-0.00142615325532227
"V138",-0.00283017553744454
"V139",-0.00150902053909515
"V140",0.00170487779165726
"V141",0.0545867551974537
"V142",0.0462076132190561
"V143",-0.0018789678822467
"V144",0.0221594687564399
"V145",0.00635732510046667
"V146",0.0235963642143627
"V147",0.00174715125638493
"V148",-0.000173806721364201
"V149",0.0133354508561331
"V150",0.0354466457563541
"V151",0.0537661925708633
"V152",0.0446596197970851
"V153",0.0097332284019713
"V154",-0.000254855981633164
"V155",-0.00162548441101649
"V156",-0.00089447324747742
"V157",-0.00117215801779277
"V158",0.0288668602475902
"V159",0.0165518248479838
"V160",-0.00571952195424608
"V161",0.0269904345296872
"V162",0.01057360571952
"V163",-0.0094124929639624
"V164",-0.000224866286321084
"V165",-0.000291024709320786
"V166",-0.000231197923141998
"V167",-0.0012007351582876
"V168",-4.95962479636616e-06
"V169",-0.000280349960548809
"V170",-8.2394983000848e-06
"V171",0.00032601396532634
"V172",-0.00295148420816913
"V173",0.000383279234264467
"V174",0.000439337236993347
"V175",0.000178804251362965
"V176",-0.000858395572651534
"V177",-0.00122678072501747
"V178",-0.00116049728531624
"V179",-0.00311109224321957
"V180",-0.00370088317544594
"V181",0.0254799361132789
"V182",0.00352675240192751
"V183",0.0206798193809444
"V184",1.90519321652659e-05
"V185",-0.000109266612735823
"V186",0.0329659244754814
"V187",0.0225223509799883
"V188",0.0207546515003189
"V189",0.0232496616832698
"V190",0.00521343752286736
"V191",0.0119580066359578
"V192",0.000339116151280431
"V193",-0.000283232592466055
"V194",-0.00454308750256391
"V195",0.0310751568145422
"V196",0.0427061521550525
"V197",0.00316803604902836
"V198",-6.30101193758147e-05
"V199",0.00221449846772404
"V200",0.0068371010723122
"V201",-0.00242729420321917
"V202",-0.00343043377899757
"V203",-0.00061406783360543
"V204",-3.34735001781219e-07
"V205",-0.00187293872255388
"V206",-0.00206675966754918
"V207",-0.00197430695316364
"V208",-0.000348445838278204
"V209",0.00357901221927468
"V210",-5.34862871639901e-06
"V211",-0.000196540619013649
"V212",0.00432626933034619
"V213",0.00535398949843694
"V214",0.0508952143556317
"V215",-0.00259905172011527
"V216",-0.040941089894892
"V217",0.00901525069267967
"V218",-0.00209235338987668
"V219",-0.00550320650039711
"V220",0.0302420256034808
"V221",0.0273829958578814
"V222",0.0375090017819128
"V223",-0.000541799218672232
"V224",0.0567565825252196
"V225",-0.00212116063399519
"V226",0.00650785130291752
"V227",0.00466304844051114
"V228",-2.05208544603751e-06
"V229",-0.00143829575308454
"V230",-0.000150368602941462
"V231",-0.00153909195520738
"V232",-1.208607459178e-05
"V233",-0.0011781577715468
"V234",-4.55831232939715e-05
"V235",-0.00174806371111671
"V236",-4.80492458082116e-06
"V237",-4.43453387384051e-05
"V238",-9.42595439659547e-05
"V239",-0.000658674583657566
"V240",0
"V241",-0.001613747565155
"V242",-6.37952143448949e-05
"V243",-3.70091934977876e-06
"V244",-0.00208843690278283
"V245",-0.00208260581536213
"V246",-0.00374663248894553
"V247",-0.00115960669088438
"V248",-0.00312442419998037
"V249",8.05155221428293e-05
"V250",0.0128857516056142
"V251",-0.00247897455146897
"V252",-0.00247635357749536
"V253",-0.00137992963585178
"V254",-0.000569591953861735
"V255",-0.000402662677097446
"V256",0
"V257",-0.00133337585185346
"V258",0.00271458730012021
"V259",0.000666460350015413
"V260",0.00455521827928755
"V261",0.00221871530325293
"V262",-0.0028353143313663
"V263",0.0189865282463836
"V264",0.00860235457881622
"V265",-0.00223304560922209
"V266",0.00902970136342494
"V267",-8.91052549707457e-07
"V268",0.00011102439040405
"V269",0.00462363003682706
"V270",-0.00267012667848375
"V271",-0.000825931522110919
"V272",-0.000574251736123018
"V273",-0.00639693243727552
"V274",-0.00153709999604037
"V275",0
"V276",-0.00223678882616966
"V277",0.000388145447256447
"V278",-0.00185931330382793
"V279",-0.00192552908314384
"V280",-0.000105963582525392
"V281",-0.000243051344996188
"V282",-0.000802664322827646
"V283",6.12054440157427e-06
"V284",0
"V285",-9.95617755877268e-05
"V286",-0.000207718551825649
"V287",-0.000458086543461313
"V288",0
"V289",0
"V290",-0.000133719448584769
"V291",-1.36055382474873e-06
"V292",-0.00107940379577405
"V293",-0.00129586840292182
"V294",-0.00212438082080637
"V295",-0.0077123054287323
"V296",-0.00116984922012166
"V297",0.0502924857533122
"V298",-0.000923508769105316
"V299",-0.000318618447127253
"V300",-0.00301107744881495
"V301",-0.00568315267581515
"V302",-0.000243539575543633
"V303",2.14538907753725e-06
"V304",0.000599786302308777
"V305",-7.05110044606803e-05
"V306",-0.00239194377843721
"V307",-0.0008629436719457
"V308",-0.000912241016170776
"V309",-0.000532825150963641
"V310",-0.00078977515690028
"V311",-0.00225859550376212
"V312",-5.77614004195695e-05
"V313",-0.00219519310334247
"V314",-0.00123633327433711
"V315",0.00171524996289147
"V316",0.00694813802915706
"V317",0.00215619449448273
"V318",-0.00476903709810511
"V319",-0.00137512207815587
"V320",-0.000467564009640185
"V321",-0.00119545458455396
"V322",-9.89015119464835e-05
"V323",-0.00613151680277009
"V324",-0.00172500868935287
"V325",-0.00314604141615702
"V326",-0.000434011265973898
"V327",-0.000796602596936056
"V328",-0.00876501756730162
"V329",-0.00609695015429441
"V330",-0.00122665356975796
"V331",-0.00643724655667801
"V332",0.000989088289894274
"V333",0.00516173756113256
"V334",-1.05139073793281e-05
"V335",-0.00251620097630486
