"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"V1",0.000171981827140241,-0.00222534332369123,-0.0012631703499159,-0.0012972336547153,-0.00135839142877209,0.00291848188812266,0.00478191668036464,-0.00332824169999625,0.000190193494053164
"V2",0.00863584210370099,0.0123060681695773,0.00364370719890315,0.000297530335907807,0.00230013763752792,0.00497639826213016,0.00253488026826018,-0.0029294989536727,0.000923107849030782
"V3",0.00422195442005065,0.00809099483983436,0.00310615412066594,-0.000688602951109295,0.00209703450395473,0.00310448687547438,0.00244590451918678,-0.000148614011997844,-0.00135758265054382
"V4",-0.00219856572150806,0.000323182908175345,0.00126881514865084,-0.000849972358132796,-0.000136144013259114,-0.00107477715235456,-0.00167327776267883,-7.57789247374732e-05,-0.000160121999653822
"V5",0.000236043183424834,-0.00876241804550622,-0.0273217359588911,-0.00175771767804306,-0.00313163853975566,-0.00547510667855563,-0.00756368047493116,0.0010143796823327,-0.0119525570215423
"V6",0.00297811420299062,-0.00821069260197143,-0.00897799357678701,-0.0065875504875785,-0.00217149699160776,0.00842879048230544,0.0233955792949732,-0.00718148449922836,0.00500131888866748
"V7",0.00240889441334389,-0.00179064777958867,-3.76325884522931e-05,-0.00267078611293352,0.00184492895857255,0.00288984740128162,0.00607774685824457,0.00264085755453333,0.00321534546234071
"V8",0.000368965893775892,-0.000859620976842107,-0.000879242299679323,0.00328051604751993,0.00245692713354889,0.0022594294218811,-0.00158306061797786,0.00311886587983995,0.000886805743914684
"V9",-0.000137213769915275,-0.000464526334647117,-0.00081384912982602,-0.00165351455698857,-0.00115737359174661,-0.000768480925696698,0.000603011956921764,0.000579151544822838,0.00102892656853589
"V10",0,0,0,0,0,0,0,0,0
"V11",0.0308309415255209,-0.0153063844244413,-0.00848295473564835,-0.047272880248433,0.00684748742792524,-0.0108235174155118,-0.000334948269888874,0.00188144307090497,-0.0165847476994115
"V12",0.00236360099607017,-0.00387045060585382,-0.00435716455879478,-0.00153178609202753,0.00205533526630142,0.00265889230807032,0.0119368726275217,-0.00601030227229104,0.00487980020146982
"V13",0.000100416647360608,-0.000121941305980265,-0.000277920744664815,-4.63805252368711e-06,-0.000835879806710904,-0.00050810745731632,-0.000557887166439479,-0.000553233413429979,0.000132556177388023
"V14",0.00174218755284153,-0.0015948586351168,-0.00520618259751077,-0.0024429690037413,0.00324267203344895,0.00511233257232701,-0.00331976202847097,-0.00619514826809678,0.00512345442517411
"V15",-0.0633001273242143,0.0296345117234498,-0.00269883357361711,-0.0399502673748474,-0.0289862595361678,0.111582230902478,-0.00125866453559586,0.034650355140892,-0.0113825745916593
"V16",0.000473253812170229,0.00122761708632566,0.000429546700900554,-0.00140979892955355,0.00106725759211805,-0.00236465415063367,0.00203143093865343,-0.00191046790295268,-0.00179924111916626
"V17",9.86764294858461e-07,-1.62277056485719e-06,-9.28394694812696e-06,-7.75380239689054e-07,8.63805888216094e-06,4.4654207241812e-06,-2.13996985811835e-05,1.14893429045087e-05,4.88799519942954e-07
"V18",0,0,0,0,0,0,0,0,0
"V19",-2.20583562053434e-05,-4.63651890747899e-05,8.21465537716192e-05,9.80547948684874e-05,6.59244699941723e-05,-1.05488058602142e-05,2.263476163244e-05,0.000137037292023846,9.22596014078466e-05
"V20",0.00133493780445159,0.00071809771465709,0.00450533572573174,0.00269966067321681,0.0019091737980928,0.00376797851329484,-0.00185405507673885,0.00101041980574919,0.00279278675430174
"V21",0.00513535874509947,0.0182439887655698,0.00572630086047249,-0.00369732407886019,0.00522105545707807,0.0139415820916508,0.0141347431837983,0.00415386456737928,0.00879646103000145
"V22",0.00309732842485459,0.00889210361411314,0.00252760088909268,0.00155000713988003,0.00444274717381932,0.00427126247686395,0.0040416057393074,-0.000582818454233458,-0.00107617878885862
"V23",-0.00132415298452414,-0.000896046379202491,-0.00163950851025905,-0.000509722460219602,-0.000886494366955497,-0.000685025574400493,-0.000557153646362472,-0.000459797482840284,-0.00187981447732017
"V24",0,0,0,0,0,0,0,0,0
"V25",3.97335047572825e-05,-2.48629463595874e-05,0.000237430434368901,0.000203624827796399,0.00012618659760282,-8.67268043452276e-06,-0.000225046772798516,0.000100575228857892,0.000321955685344238
"V26",0.00100996048535177,0.000927887872709058,-0.00015777824959961,-0.000237998974666218,-0.000815729745139857,-0.00148887705853849,0.00286489642216955,0.0019352803074257,0.00385043958064884
