"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"V1",-0.000182569167953164,3.96208825171171e-05,-0.000238162399109807,7.60564582246774e-05,-0.000315245497219619,-0.000115501268355796,-3.28824380363785e-05,7.83705531344023e-05,-0.000412967057494073
"V2",0.00372512329684017,0.0107094134047161,0.0176722474873318,0.0148361005773259,0.00437199053686429,-0.00270019622785812,0.0103907273612774,0.00844461069077958,0.0109775083861361
"V3",0.00359433277135658,0.00602983351172377,0.0116812653537748,0.0110420055399012,0.00593626794209518,-0.000983968899410041,0.00912415917607541,0.000380672672188774,0.00959340333087122
"V4",-0.00262335635168799,-0.00164904939365588,0.00324258285001543,-0.00254644220609427,-0.00500939662189345,-0.00669021182477746,-0.00339180113168982,-0.00317284284566672,0.00463299917924882
"V5",-3.91784020905634e-05,-0.0141629723861462,0.000889446161338278,-0.0169290550421559,0.000351584350191813,-0.00510540419443152,-0.0177463740674688,0.0071501180003255,-0.00554763068031271
"V6",0,0,0,0,0,0,0,0,0
"V7",0.00700309435820514,-0.00177357605256402,-0.00336487319138455,0.00449366114249214,0.00588389761236381,-0.0018269903028876,0.00410084403191112,-0.0099899806918649,0.00650713364310259
"V8",0.00396401406498143,0.00350673714178057,0.00191282552377717,0.00204700077953147,0.00129688694451914,-0.000838172581203248,0.000770901985634472,-0.00299404754504308,0.00597881260368933
"V9",0.000543624534532483,-0.000161398716704928,-0.000107830552980116,0.000119900883621857,0.000475298513773723,-0.000194849995400656,0.000736097072094176,-0.000168284067375134,0.000225360535593298
"V10",0,0,0,0,0,0,0,0,0
"V11",-0.000103572402121278,0.000727861042737945,-0.00128924723284486,-0.00142213369312815,0.000403921067085862,-0.000515306369473995,0.0067819860715873,0.000129985610235798,0.00448713775675484
"V12",0.00112880377035087,0.000561248346406217,-0.00183869756385495,-0.00138017256566974,-0.000166984848881288,-0.000412942034900957,0.00170835766229171,-0.00159773078087128,-0.000848342456829815
"V13",0.000693598319386244,-0.000677447833598217,-0.000130708059657919,0.00017783719233178,0.00103244670328972,5.47240947229583e-05,-0.00122194006620568,0.00294050187053525,-0.000102586264966288
"V14",0.000131483885860884,0.000637562401301772,-0.000963442174845213,-0.00052323028746747,0.000465694416691437,0.000734658383964776,0.000865272972980205,0.000125707478132415,0.001154204740933
"V15",-1.80591004121893e-05,0.000316308129857419,6.54916313921806e-05,-0.000115233710945233,-0.000330690200066208,0.00074360610314596,0.000115202031794749,-0.000542562870986477,0.000380280314946177
"V16",0.000247192541202658,0.000293212512344287,0.000278046954734152,0.00033964648266001,7.06235093173854e-05,0.000402286431228577,2.82356475141441e-05,-0.00103529878989023,-0.000123553078480762
"V17",-4.67094771966016e-07,1.66368109406907e-08,5.30995798097556e-07,5.97416063927535e-07,3.47048892016143e-07,2.40253325762609e-07,1.50251220003928e-06,3.25592784085453e-07,-6.73132078277035e-09
