"","X1","X2","X3","X4","X5"
"V1",-0.00252107354833867,0.00351144103212729,-0.002112352704212,0.00463861075012264,-0.00273397726290483
"V2",-0.00810877475569147,-0.0027508110018759,-0.00472750871993753,-0.00665187643651723,-0.00386742679187592
"V3",-0.00694710712959144,-0.00281143271445737,-0.00296159454754547,-0.00652354649057324,-0.00459386916419431
"V4",-0.00102688587944518,-0.00125390301582312,0.00179470599377583,-0.00440037911358575,0.0032449572298702
"V5",0.000566619338156309,0.00535227911681792,0.00477714892318607,-0.00489823041441178,0.00343702826441842
"V6",0,0,0,0,0
"V7",-0.00956789484423923,0.0131865454376344,-0.00914408245132144,0.0227723803109503,-0.00399606494610538
"V8",-0.0131527549583091,-0.0147281845492954,0.0141724940695455,-0.00129339052589998,-8.63045905963233e-05
"V9",0,0,0,0,0
"V10",0,0,0,0,0
"V11",-3.02526127573278e-05,-1.84126093551243e-05,-0.000110342572511918,-2.73961168686406e-05,-0.000150793140282133
"V12",0.0015176261950121,0.00103370113900385,0.0016160514351626,0.00127564711373771,-0.00301926364786039
"V13",-9.7251944428306e-05,0.00109475272217435,-0.00115793587436316,-4.76758834073438e-06,0.000451280080884869
"V14",-0.00269484081119865,0.00634740968464208,0.0108712656648579,-0.00165936498068739,-0.0116187195612686
"V15",-0.0016779002677696,-0.000443577624285381,-3.61886562589036e-05,0.000572730134907912,-0.00161392733928786
"V16",0,0,0,0,0
"V17",4.61230084577731e-06,4.35469502604799e-07,-1.32941675343479e-06,5.42300430244774e-06,-1.09827188433635e-05
"V18",0,0,0,0,0
"V19",-9.0989936965518e-07,2.49160265757018e-06,-2.95697830641867e-07,-1.04092111477612e-05,-4.80439393356817e-06
"V20",0.00014619947246039,-0.0250544844525846,-0.0102915989692574,0.0124554653750681,-0.0153767167558991
"V21",-0.0112761712224262,-0.00566814167447871,0.0159710029690892,0.00998318681705654,0.00184383897137959
"V22",-0.0103206795807741,-0.00561985529838678,-0.00401274437903527,0.0113027335569731,-0.00673671927531329
"V23",-1.0769674407694e-06,0.000144342758363055,-0.000103052402360148,4.16314862183491e-05,-2.13428381641163e-05
"V24",0,0,0,0,0
"V25",-2.95068037307577e-05,0.000229192780607954,-4.45921500719419e-05,0.000370121048858912,0.000133174306948022
"V26",-0.0222713757820543,-0.0301015806758589,0.00633841843711876,-0.00726849082524632,-0.0092497024321392
"V27",-5.95725082003836e-07,1.36916812197878e-06,2.41458974296167e-06,-1.06974788680485e-06,-2.99891171453466e-06
"V28",-0.00137120051770196,0.00811561094036738,-0.00522814445752886,0.00835670735901823,-0.00579418897172711
"V29",-0.000277490536798764,0.00029118053417206,-0.000667739019563282,0.000294395239026127,-0.000678344830082052
"V30",-1.42530293053101e-06,5.19040875709384e-05,5.08782856343198e-05,3.00617384109167e-05,-5.82648065212611e-05
"V31",-3.84114038970363e-07,-9.27075209022087e-08,-7.58362603809537e-07,-1.55214985199886e-06,-5.33693770074137e-07
"V32",-9.29285100504391e-06,-1.95960498369821e-05,-1.20826817379831e-06,1.44514595865765e-05,-4.80160558593379e-06
"V33",0.000339364172902585,-0.00079920380641008,-0.000241358652371477,-1.95954907884856e-05,4.08112554453627e-05
"V34",-6.26200609982278e-06,-4.16567694380211e-06,-1.45713208505049e-05,-7.03135743570686e-07,-8.67335177116665e-06
"V35",-8.10285706318381e-06,-4.77992190564628e-06,-3.72929915329195e-05,-0.00015016120100328,-7.17513956000438e-05
"V36",-0.000393770546408027,0.000590691986756026,-0.00136805422458992,-0.00209822010299817,-0.00082868022058152
"V37",-7.908473058203e-06,-5.87946123038728e-05,-5.13509134026194e-05,-3.41647269077565e-05,2.36471510811795e-05
"V38",5.15830336124108e-05,2.56779639655514e-05,-4.16958972159606e-05,3.59555668503637e-05,-3.91107528110461e-06
