"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"V1",5.47850347482106e-05,-0.000489970192615376,-0.00115393509612063,0.000373731519746378,3.80736719540432e-05,-0.00122864149743826,0.000219541001313943,-0.0033575566541526,0.00160887214219671
"V2",-0.00840631100316923,-0.00459528542852498,-0.00763247209148557,-0.00927944171467859,-0.00422286903050135,-0.00710570114873971,-0.000576819914680717,-0.0106957999275458,0.00052013203456673
"V3",-0.00561761447525284,-0.00249285363020522,-0.00688758883619874,-0.010494334833359,-0.00516672948096724,-0.00791957006761988,-0.00517488908711142,-0.00722449706610508,-0.00181681558205563
"V4",-0.0031928577819131,-0.00618154011438164,0.0009984131713607,-0.00550450995110091,-0.00755651630924179,-0.00304845854751011,0.000781094774063985,0.00663695520005016,-0.00183619907815893
"V5",0.0120513178916301,-0.00942281526492504,-0.011900057771852,0.0034365563652678,-0.00995394607773982,0.00205583167483476,0.0180077863164162,0.00262592457795169,-0.00862664634749277
"V6",-0.00018527774737118,-0.000133964723935895,-0.000270164002784038,-0.000226351206588798,-0.000297139779237236,-0.000489953759533989,-0.000246012854652273,-0.000534173797499257,0.000268345045224623
"V7",0.00252412473591238,0.00205249145152094,-0.00394595538699933,-0.0118087096305755,0.00336740085592508,-0.0215794794696316,-0.0128351398017828,-0.00959750766632362,0.00100175640056344
"V8",-0.00209347855655962,0.00157501982441932,-0.00250480536246549,-0.00226737418025868,0.000832917009053045,-0.0103332544483976,-0.0021594615041445,-0.0124464160089916,0.0049859966165118
"V9",-0.000949242313005492,-0.00430582151415467,0.00152485282254331,-0.00193647572905189,-0.00441376504451362,0.00047158333545721,0.00035917792715301,-0.00276317366441707,-0.00533556757158579
"V10",-0.00296650222488369,-0.00042755403330079,-0.000344172184525718,-0.000331844194131454,-6.20948091645033e-05,0.000160301351403672,0.00318227031128363,-0.00102359761124774,-0.00250072747554724
"V11",-0.0032675732620941,-0.00367793028124912,-0.00224925300092367,-0.00704273219334851,-0.00874294836866126,-0.00167646030970812,1.22445146243687e-05,-0.0060988439863476,-0.00144495460763418
"V12",-0.00151059103140281,-0.00381644748654866,-0.00205425986473653,-0.00725822160644987,-0.00683204291913089,-0.00538467893719007,-0.00368217010454346,-0.00864056830774407,-0.00175364277839934
"V13",0.00208030306140828,0.00025306519445846,-0.00193843495289151,-0.00475835876789694,-0.00154194865356412,-0.00528193598183802,-0.00314695609841328,-0.00388852012684003,-0.000347573528261449
"V14",-0.000989188493094261,-0.00192122004215163,0.00129826644551325,-0.000949312278363152,-0.000974890877412556,0.00369935810855571,-0.00105560032038364,-0.00236384553850861,0.000532349320599505
"V15",-0.00122836194389851,-0.00140608389388414,-0.00155144968028548,-0.00154572787841997,0.000420178500710268,-0.00171679646872063,0.000350619645558519,-0.00944881513829774,0.00385310036244296
"V16",-0.000823846874548133,-0.0023380527106042,-0.00108932774977938,-0.00247006519519544,0.000412677397998455,-0.00215048910276566,0.00291917962281424,-0.0142627924034317,0.00442509971081245
"V17",3.8338327315581e-06,-1.39720876414288e-05,-6.15638258121636e-06,-1.07330326190857e-05,-1.88125505664927e-06,-1.23085442280598e-05,9.2246786978261e-06,-1.91271998311057e-05,9.10024377225624e-06
"V18",-0.000759181450817812,0.000268661487505203,-0.00242519192219009,-8.56082672468397e-05,0.00285549856688028,0.000252235076176274,0.000362713168193065,-0.000964341755609267,3.48383793560286e-05
