"","X1","X2"
"V1",-4.98127135145494e-05,-0.000208099415266356
"V2",-0.00354335320728647,-0.00272065324498622
"V3",0.00210029612574386,0.00432402816435612
"V4",-0.0199597551381175,-0.032466850590656
"V5",-0.00830375950743582,-0.00984143477634845
"V6",2.9928082659968e-05,-0.00182048007664915
"V7",-2.510321663247e-05,-0.000278272027486356
"V8",0.00499942099846907,0.00619641848082055
"V9",0.00114665677764891,0.0015488687815704
"V10",6.84073700403061e-05,-0.000228303994761794
"V11",0.000196723424077991,0.00018137332393465
"V12",-0.000531103562745908,-0.00292868313346839
"V13",-0.0374488954591408,-0.0369263108227659
"V14",0.000252492547627317,6.66327377808606e-05
"V15",-0.0010091180548159,6.30712705424292e-07
"V16",-0.0032754280528591,-0.00218818923877628
"V17",-9.0351119962758e-05,-0.000152777034372363
"V18",-0.000341021658571439,-0.00127179398161737
"V19",7.63869446341378e-06,3.87530104973109e-05
"V20",0.00700434281316419,0.00685157690250411
"V21",0.00232315131602122,0.000315116863913741
"V22",0.00121406819377761,0.00199220186949459
"V23",-0.0258933366037049,-0.0122467571148637
"V24",-0.00285752780775276,-0.00127032667336707
"V25",-0.00726512394444067,-0.00132352078190468
"V26",-0.00191711449977079,0.000920358737471544
"V27",-0.000159529493648954,3.21963717039909e-05
"V28",-0.00495553645737328,-0.00443908965545042
"V29",-0.0413421412763683,0.0386604489176657
"V30",9.83959692952541e-06,1.6285729521396e-05
"V31",-3.79251172102047e-06,-3.65270707106255e-05
"V32",0.0016371980433877,0.00178678744141507
"V33",-0.000573837825352292,-0.00152874707127115
"V34",-0.000205849989909399,8.78060313482434e-05
"V35",-0.000319611403725026,-0.000708357866583219
"V36",-0.0152464309457343,-0.00512987857110871
"V37",2.66220166679443e-05,6.51876504108792e-05
"V38",-0.00464781849725139,0.00147491972425566
"V39",0.000997918048652138,0.000750648204588139
"V40",-0.000433058735748599,-0.00103869311762395
"V41",-0.0042699613305048,-0.00504382784600593
"V42",1.83719640624587e-05,8.84262053383948e-05
"V43",0.000201030420045179,0.000258798473542334
"V44",-0.000974492932615762,-0.00126983017750385
"V45",0.000305703207629137,0.000376589818688215
"V46",-0.00590506468066225,-0.00811134419946483
"V47",-0.00213690577897053,-0.00472662415663444
"V48",0.0130978100611122,0.0120397915010705
"V49",3.28881365087543e-05,-0.00178020401221873
"V50",0.00306986863776755,0.00289197693927522
"V51",-0.000639560528299056,-0.00233676573242511
"V52",-0.00973805066594833,-0.00984273327280489
"V53",-0.000433089147393505,-0.00280266629749364
"V54",0.00493015449925203,0.00471824979119458
"V55",0.00242925729763434,0.00486564283844233
"V56",-0.000948430799050362,-0.000887364064725291
"V57",-0.000312700547067542,-0.0013761596659194
"V58",0.000876405203275834,0.000662150542732004
"V59",0.000351663400506826,0.00113464399081855
"V60",-0.00150155158957799,-0.0012150419741094
"V61",-8.9153908328701e-05,0.000129336225219341
"V62",-0.000691370196445523,-1.1013925456426e-05
"V63",-0.00217495462800542,0.00481429041683644
"V64",0.00382070829429581,0.0040106512428619
"V65",0.00188392936573418,0.00314762898271907
"V66",0.000194840063430092,0.00123381105219103
"V67",0.00193802086470691,0.00188565850052895
"V68",0.0017155119678266,0.00100960386141448
"V69",-0.00626079858690323,-0.00488643606095507
"V70",-9.46044985918982e-05,-9.52649921964803e-05
"V71",-0.00813998821380768,-0.00392243034359427
"V72",-0.000428788208291984,-6.68480297265531e-05
"V73",-0.000583868009812657,-0.000407664324503743
"V74",0.00240941326013985,0.00353909741761133
"V75",-0.000192336844194842,0.000245426705953672
"V76",-0.000679998009703598,-0.000669849367217309
"V77",-8.61772008054055e-05,-0.000184765043053638
"V78",2.35540057658792e-05,4.0355141232248e-05
"V79",-0.00381812185018891,-0.00438714444561476
"V80",0.0052079543371205,0.00303399748657298
"V81",-0.0044088708667756,-0.00207435247166302
"V82",0.00173865472749883,0.000354425067044717
"V83",-0.00327552444487682,-0.00219067780541398
"V84",-0.000104275167722732,6.7639188617801e-05
"V85",-0.000377515947483307,-5.12907038948855e-05
"V86",-0.000100514921629969,8.58779714505109e-05
"V87",-0.00103734549601951,-0.00333468423967231
"V88",-6.98489613174833e-05,5.03345167000489e-06
"V89",-0.0018082554540893,-0.00353746302197572
"V90",0.00189470547015998,0.00236858254110307
"V91",0.00127743603125817,0.00141344016925948
"V92",-0.00112144855880703,0.000100529931272805
"V93",-0.00137578155194619,0.00102851050330731
"V94",-0.00101239527570551,0.000499092278204722
"V95",-8.14401563067353e-05,-9.32100800271175e-05
"V96",-0.000147964618068232,0.000186864407377308
"V97",0.00254760201475852,0.00125142182002485
"V98",-0.000902692417007218,0.000797697908615462
"V99",-0.00311564300925429,-0.0034320002110876
"V100",-0.00571701271069089,-0.0025184280528488
"V101",0.00462345311856817,0.0018688409742767
"V102",0.00496627319555398,0.00137437212343544
"V103",0.00554547404965342,0.00194942948984168
"V104",0.00127856669455375,0.00194977858174503
"V105",-0.0114416363285444,-0.0089490298019147
"V106",-0.000888702935816407,-9.7600760970329e-05
"V107",0.00460687965709787,0.00456014722386819
"V108",6.6144616657165e-06,6.55443846244253e-05
"V109",0.000160584630668289,0.000224442994408132
"V110",-0.000926637201825311,0.000338203336436148
"V111",-0.000579970801199254,0.00427581566733439
"V112",-0.00284985217233504,-0.00361971869418366
"V113",-0.0020658869976165,-0.00385639330838504
"V114",0.00117799002365926,0.000178769518135755
"V115",-0.00885154262767439,-0.00347255977342096
"V116",0.000646622099399574,0.00422309558480366
"V117",-0.000936195062965185,-0.000576609280671402
"V118",0.005416307776703,0.0048079529266486
"V119",-0.000984511967290688,-0.000700741475628646
"V120",-0.00136130476090984,-0.00212748747248748
"V121",0.00475488456310635,0.00284294022707845
"V122",-0.00322199235196846,-0.00703597543624644
"V123",-0.00406523804347542,0.00252594561935715
"V124",0.00760896350639429,0.0082829397870887
"V125",0.00391775321002964,0.00531748820807342
"V126",0.00410856362813604,0.00573798154717898
"V127",0.000117177933935178,0.00121741243421508
"V128",-0.00120885243300914,-0.00079994168123245
"V129",-0.0010771404499647,-0.00312323813462718
"V130",-0.000769773891055769,-0.00142139348382218
"V131",0.00295975524980873,0.00486343627758126
"V132",-0.000929602497518382,0.00293307834714046
"V133",0.000131913430040701,0.000274141233914349
"V134",0.00129597178423278,0.00460262758950827
"V135",-0.00090379422125055,7.36778160395465e-05
"V136",-3.91138378891515e-05,-7.16148051681676e-06
"V137",-0.00332837358992185,-0.00292713167380338
"V138",0.0051894673030486,0.00284447864417024
"V139",0.00158575074117119,0.00468629933392229
"V140",0.00179288937636887,-0.00344160871617499
"V141",-0.00211594607741514,-0.00201134813939417
"V142",0.000893919973172071,0.000237042059305947
"V143",-0.00100667484771201,-0.0034284890256587
"V144",0.000879870716972943,0.00119132169775044
"V145",-0.00263903058805671,0.00287158020295452
"V146",-0.00175675681887272,-0.000231065824636913
"V147",-0.000450799737467331,-0.000459760806876321
"V148",0.00220863254890742,0.00130431698099685
"V149",-0.00167781690301441,-0.000559149277581453
"V150",0.00371322789737807,0.00420827359955569
"V151",0.000325085082404382,0.000515316402403048
"V152",-0.00207853683843177,-0.00188341170266325
"V153",-0.00761768981750617,-0.00704076791597814
"V154",-0.000185328166610207,-0.000780172087376008
"V155",-0.00094287859597861,-0.00114520838576076
"V156",0.00628280687850503,0.00620221226048148
"V157",0.00026269894357636,-0.000969471791650963
"V158",-5.78706515912231e-06,0.00040354095812929
"V159",8.95447677993033e-05,-0.00258259371104178
"V160",0.00658108733285571,0.00703506928088144
"V161",5.18829355861663e-05,0.000585624935566574
"V162",-0.000454118136277806,-0.00158269394945426
"V163",-0.00128395940599793,-0.00819890239796853
"V164",-0.00180885447879049,0.00334830400200401
"V165",-0.00347349848166311,-0.00900915479735469
"V166",-0.000408150135634067,-0.00027676528135887
"V167",0.000796374920446834,0.000931361412274058
"V168",3.08849592267059e-06,-2.19145353918176e-06
"V169",-1.05552402242831e-05,-0.000238113532407588
"V170",-3.03569637189657e-05,2.5366290172791e-06
"V171",-0.0028460584371024,0.00234724733922544
"V172",-9.14020349400187e-06,-0.00362122857214387
"V173",-0.000102514404471357,-4.23874422427899e-05
"V174",-8.2470859366983e-05,-6.07342948772262e-05
"V175",0.0015267730036979,0.00203852000963243
"V176",0.00216761318576416,-8.89076817555423e-05
"V177",-0.000781274734032788,-0.00129831583009066
"V178",0.000300569902741615,0.000170548077545932
"V179",-0.00403661782820443,-0.00417757428504797
"V180",-0.00329155384791159,-0.00424328978143751
"V181",-6.58999944152864e-06,-3.16326218168503e-05
"V182",0.00182188261623913,-0.00139945590783122
"V183",-0.000104675453351561,-0.00139410289758737
"V184",-0.000632819259333359,-0.000190329957754728
"V185",0.00109573741906734,-0.000112921613951767
"V186",-6.6976271384098e-06,-1.75357822774304e-05
"V187",-0.00211569599478744,-0.0020879518490583
"V188",-0.00373657541662173,-0.00517833570855291
"V189",-0.00688231277068159,-0.0110562456377568
"V190",-0.000224465203345561,-0.00159201850379479
"V191",0.000699352351849748,9.23181620709814e-05
"V192",0.000632076788044215,-0.00212765161752598
"V193",-0.000327218810535754,0.0037501319174103
"V194",-0.00119381949907755,-0.003616180246728
"V195",-0.00131816780843298,-0.00184965442711836
"V196",0.000744357260347812,0.000663389644738211
"V197",-0.00559182631848557,-0.00829339434558584
"V198",0.000536373569836514,0.000114219524065013
"V199",0.000854151378017824,-0.000325573043958943
"V200",-0.0032560820347092,-0.00558567616212776
"V201",-3.9147421117138e-05,-0.000548843566609114
"V202",-0.0010028989193488,-0.00445380780334725
"V203",0.000661709999348211,-0.00251057414135958
"V204",6.25542668019967e-05,6.30691447940695e-05
"V205",-4.21088603846997e-05,-0.000479325963120399
"V206",0.00320027382248097,0.00352924768966002
"V207",0.00210697689567795,0.00150062177258382
"V208",-0.000682818395954477,0.00258397852024186
"V209",0.000113369382417873,0.0028185766862729
"V210",-0.000840430208022585,0.00103618971619073
"V211",0.000669036853036262,0.000676913860149207
"V212",0.000507240732633703,0.000780150729785259
"V213",-0.00410280973955559,-0.00281949349263392
"V214",5.60577142053852e-05,-0.000430803179762789
