"","m"
"V1",-6.12331841794736e-05
"V2",0.00814284970004699
"V3",0.00634885919064754
"V4",-0.000469027569256347
"V5",0.000563432584620713
"V6",0
"V7",0.00413843480413493
"V8",0.00230206052496603
"V9",0
"V10",0
"V11",6.94249213641994e-06
"V12",0.000404098912560116
"V13",-0.000168556814017843
"V14",-2.9209541772026e-05
"V15",0.000180606455667729
"V16",0
"V17",0
"V18",0.00049687258368633
"V19",4.4732894030203e-05
"V20",0.000150198308376189
"V21",0.00252363764125961
"V22",-0.00326833786930973
"V23",0.000434460081207121
"V24",0
"V25",0.00128479836327887
"V26",0.00168647895775003
"V27",0.000134755052565113
"V28",0.00145236646091132
"V29",0.0395367333112581
"V30",1.36023450961528e-05
"V31",7.03697718715822e-06
"V32",3.40164741602263e-05
"V33",-0.000295456067207506
"V34",7.4961753304284e-05
"V35",-0.0074739277603205
"V36",0.00139244488212458
"V37",0.00279816812019461
"V38",-4.06559872650222e-06
"V39",0.0023588017665512
"V40",0.000210373289162655
"V41",0.000641490157076055
"V42",0.000209716479871842
"V43",4.90397438418241e-06
"V44",4.98053189867365e-05
"V45",-0.000187242736261972
"V46",0.00084419210060048
"V47",0.0018147486336672
"V48",-0.000499772820903106
"V49",0.00117016863551498
"V50",0.000568883282873511
"V51",0.00219376175176436
"V52",0.00163448129657907
"V53",-4.19966958734127e-06
"V54",0.000965959423854814
"V55",0.00130114161476973
"V56",0.000890652403921807
"V57",0.000111120492431478
"V58",-0.00395282315830749
"V59",0.000487827274097878
"V60",0.00149698889028876
"V61",0.00178758855026487
"V62",0.000416909224582717
"V63",0.0233141800440846
"V64",0.000242965935359265
"V65",-0.00581940081838573
"V66",0.00116845938330468
"V67",-0.0270346999141872
"V68",0.0038706598356666
"V69",0.00875677119286483
"V70",-0.00109115800672319
"V71",0.00517201391899057
"V72",-0.00367929995956904
"V73",-0.00148434675562934
"V74",0.00133923838188981
"V75",0.000156757721992389
"V76",-0.00060661935568118
"V77",4.75444149004739e-05
"V78",1.4061376365468e-05
"V79",0.00244590776375969
"V80",-0.00142444441268246
"V81",0.00200851850581539
"V82",0.00062823148605203
"V83",0.00492203781748618
"V84",7.16729139159605e-06
"V85",0.000177450424523653
"V86",-0.00113648322743622
"V87",0.000247106733386714
"V88",6.19617540754993e-05
"V89",0.0038980125467984
"V90",-0.00028894955055848
"V91",0.00269373241642052
"V92",0.000595180800284683
"V93",0.00153131978474401
"V94",0.000296252020123053
"V95",-5.70969314428461e-05
"V96",-0.00449945713626533
"V97",-0.00040399962986991
"V98",0.00307917864660659
"V99",0.00087534457964775
"V100",0.00135824203208998
"V101",-0.00055517585751822
"V102",1.85552517228434e-05
"V103",0.000607902854244356
"V104",0.000895015974772623
"V105",-0.00922549263687091
"V106",-0.00227022307996603
"V107",0.000150178578805132
"V108",4.05493093500532e-05
"V109",5.5932092171065e-06
"V110",0.00174685750802067
"V111",0.00274745592889193
"V112",0.00456677923775109
"V113",-0.000625112427047282
"V114",-0.00484910968970946
"V115",0.000965153230250262
"V116",-0.000283905133893388
"V117",0.00108782086786175
"V118",0.000225911979053163
"V119",0.000878727606653885
"V120",0.000741643814662274
"V121",-0.00104843416946813
"V122",-0.00828490399367222
"V123",-0.000337741154923941
"V124",-0.00111905257293054
"V125",0.000554934767308331
"V126",0.000798816631820512
"V127",-0.00540000276100857
"V128",-0.00509358598293845
"V129",-0.000960718282215967
"V130",-0.00105359277422942
"V131",-0.00305256253302146
"V132",-0.000465332200564244
"V133",-0.00206740534660205
"V134",0.000505109688776643
"V135",0.000127224771580902
"V136",0.000107843713757404
"V137",-0.000100090862243283
"V138",0.000652192133309932
"V139",-0.0018450723940741
"V140",1.40299716681097e-05
"V141",-0.000488941657355863
"V142",-0.0011311043310726
"V143",-0.00237702036376942
"V144",-0.000224399856815556
"V145",0.00240353456361661
"V146",0.00129079708972896
"V147",0.00281755439889367
"V148",0.000750587960709916
"V149",-0.00454522808771015
"V150",0.000405249160796895
"V151",-0.000538873837785742
"V152",-0.000268989987206689
"V153",0.00175940498527615
"V154",0.000791009045843244
"V155",0.00112932797359975
"V156",-0.000987922185153528
"V157",0.00244015431162836
"V158",-0.000681616210897138
"V159",-0.0016971921664535
"V160",-0.000283982894845437
"V161",0.00106269878274308
"V162",-0.00131870360393696
"V163",4.70277955643731e-05
"V164",0.00203136673332627
"V165",3.02360209729527e-05
"V166",0.000998993978922493
"V167",0.0012826952515669
"V168",1.54986149859043e-05
"V169",-6.26687446721175e-06
"V170",1.57868433408123e-05
"V171",0.00544251845910341
"V172",0.00150389560371513
"V173",-2.56611398157069e-05
"V174",1.8136199398629e-05
"V175",0.000864209101835617
"V176",-0.00423962286516872
"V177",-0.00980041040092271
"V178",0.000701484332573767
"V179",0.0038123485156723
"V180",-0.000198897535117257
"V181",7.26996578504899e-05
"V182",0.000784702741388768
"V183",-0.00146707470890634
"V184",0.000152061799950245
"V185",0.000917277079666152
"V186",1.27954668889161e-06
"V187",-0.000688835373343206
"V188",-0.00283760445445503
"V189",-0.00278100787523055
"V190",-0.00153165794895398
"V191",-0.000478318750829948
"V192",-0.000465594307853161
"V193",0.00104550950691253
"V194",-0.00175505336186315
"V195",-0.00104875252390371
"V196",-0.000441658232212402
"V197",0.00111188497109119
"V198",-0.0126031903777235
"V199",0.000296843117876243
"V200",-0.00116250896411454
"V201",-0.0051758712870438
"V202",0.00243564493050131
"V203",5.61232987075849e-05
"V204",-9.72890001240167e-06
"V205",4.91093685248089e-05
"V206",-0.00114862585867698
"V207",0.000571116518533973
"V208",0.000439416416917319
"V209",-0.00293535784875437
"V210",0.0033464944011343
"V211",-0.000337911370834014
"V212",0.000551805987977968
"V213",0.00212165563222288
"V214",-0.00264908370715061
"V215",-0.000110354668253072
"V216",-0.00503663717076136
"V217",-0.000136061286196126
"V218",5.51763243615703e-05
"V219",0.000115475826449463
"V220",-1.72491845932123e-06
"V221",-1.3343708272796e-06
"V222",-0.00113020864960864
"V223",0.000285472151085727
"V224",-0.000166866055081788
"V225",0.00278939238225466
"V226",-0.00449541696748797
"V227",-0.00211735733017289
"V228",1.43601345883844e-06
"V229",0.000725491950925645
"V230",0.00108161414689311
"V231",-0.00373515810061091
"V232",0.000152669477068822
"V233",-0.000857757540829662
"V234",0.000255434073033847
"V235",0.000567728227217684
"V236",9.11343089363106e-06
"V237",-6.61971269032858e-05
"V238",4.32648287474928e-05
"V239",3.3588133450652e-05
"V240",3.31722090165007e-05
"V241",0.000214478745325441
"V242",1.6836197873289e-05
"V243",-1.80328705821069e-06
"V244",-0.0017173679187983
"V245",-0.000728935908539785
"V246",-0.00483797301060206
"V247",0.00164815456942032
"V248",-0.0044512014961647
"V249",0.00211154767490252
"V250",0.00123624324963574
"V251",-0.00179478597587412
"V252",0.0014656767215931
"V253",0.00254383888230679
"V254",-0.00100466980982394
"V255",-0.000180393084447273
"V256",0.000113759573721192
"V257",0.00341252023574424
"V258",-0.000202367769802377
"V259",0.000431282216060957
"V260",0.00217313338322005
"V261",0.00163732943513677
"V262",-0.0177939331484266
"V263",0.000197492004080434
"V264",0.00040649441882296
"V265",0.00592427908302269
"V266",0.000213179079979579
"V267",3.76796414093611e-05
"V268",0.00024661010979265
"V269",0.00109555123008882
"V270",-0.00426838651189102
"V271",0.000120339781138613
"V272",0.000254430150074826
"V273",0.000719742410049473
"V274",-0.00488589249517306
"V275",-2.22908794040265e-06
"V276",6.87750594325221e-05
"V277",0.00245022371772536
"V278",6.23973823156661e-05
"V279",0.000328846049837942
"V280",0.000168884448438694
"V281",0.000167019747184678
"V282",0.00549982678122529
"V283",-0.000513119517718149
"V284",-2.81734195583536e-06
"V285",-3.07191364375016e-05
"V286",0.000613574021869069
"V287",0.000302816882330593
"V288",1.96273435741346e-35
"V289",-4.90683589353366e-36
"V290",0.00114794272225971
"V291",0
"V292",0.00319899217499575
"V293",-0.00142282209245227
"V294",0.000195008930313788
"V295",0.00144473276104288
"V296",-0.000365778668592591
"V297",0.00206616000061671
"V298",0.00341720208493525
"V299",0.00048275969155207
"V300",0.000349156527584957
"V301",0.000301861782858902
"V302",0.000281025366343606
"V303",0.000211357641722119
"V304",-0.00947522516632665
"V305",5.32745785464216e-05
"V306",-0.000622979197176896
"V307",0.000290999955441147
"V308",-0.00835863732417343
"V309",-0.000109966720430222
"V310",0.000295642749114639
"V311",-0.00155919157238332
"V312",-0.00950408046776247
"V313",-0.00166912608200254
"V314",-0.00023052037174499
"V315",-0.00247479901943128
"V316",-0.00589579372628184
"V317",-0.00592844101122714
"V318",0.00113988134051078
"V319",0.000309571150711088
"V320",-0.00253698367666767
"V321",-0.00809516843135845
"V322",6.81328749395641e-05
"V323",0.000540521132089052
"V324",0.00156492200245074
"V325",0.00236555555734448
"V326",0.00190247859839996
"V327",-5.84731095276018e-06
"V328",0.00109913142276696
"V329",-0.000696044049939062
"V330",0.00896622692025481
"V331",0.00249598722802736
"V332",0.000118781265552472
"V333",-0.00028153380638786
"V334",0.000784729916564763
"V335",-0.00141459209991263
"V336",-0.007570988635879
"V337",0.000786016489825745
"V338",0.00176432582186308
"V339",-0.00517769733944424
"V340",-0.00040335392356564
"V341",-0.00317861709449693
"V342",-3.31454089801856e-05
"V343",8.88820015560753e-05
"V344",0.00511253601433199
"V345",-0.00316328867621029
"V346",-0.000129601915337961
"V347",0.000912960122984981
"V348",-4.50227236244529e-05
"V349",-0.00142184020516438
"V350",0.000566951767698933
"V351",3.12403825858058e-06
"V352",-0.00320363272678437
"V353",0.000438022392508397
"V354",0.00345341308497465
"V355",0.00140061493699474
"V356",-0.000699213152259319
"V357",0.000113588117123045
"V358",1.34205513426462e-05
"V359",-0.0010674675670234
"V360",-0.00302101365788352
"V361",-0.00108032660320522
"V362",0.000901122878362644
"V363",-0.000490829570497084
"V364",-0.00258011097144204
"V365",0.00109910428769288
"V366",0.000109771367559303
"V367",-0.00212012838748003
"V368",0.00448544284090842
"V369",-0.000306881600901227
"V370",-0.00146981742804463
"V371",-0.00143501692246215
"V372",0.00316450489540363
"V373",0.00320014674367648
"V374",-0.0145505379845138
"V375",-0.00136516766405588
"V376",-0.000691524693403044
"V377",-0.00076665792361968
"V378",0.00273256779033902
"V379",0.000345987195743415
"V380",-1.13633099557016e-05
"V381",-0.00883786851192262
"V382",-0.0123010684170478
"V383",-0.000166834795743477
"V384",-8.72872916735724e-06
"V385",-0.000315782721850306
"V386",0.00101103650655479
"V387",-0.000759657766326139
"V388",0.001929788025996
"V389",0.00340032858941973
"V390",-0.000727907586643593
"V391",0.000259652598526368
"V392",-0.000388207755320805
"V393",-0.000268941171889914
"V394",-0.00766088803752245
"V395",0.000105634817316466
"V396",-0.000792334051520395
"V397",-2.08327218858201e-05
"V398",-0.00039409610750347
"V399",-0.00120333346944476
"V400",-0.00204070845756384
"V401",-0.00153488417821826
"V402",0.00332740582497824
"V403",-0.000516718773583728
"V404",0.000264461575025447
"V405",2.29137932913668e-07
"V406",-2.66630775525452e-07
"V407",0.00155028093532405
"V408",-0.00617853697023012
"V409",-8.27734372302835e-05
"V410",0.000689435509650895
"V411",-0.000142546575903638
"V412",0.00159094832788681
"V413",0.00360773234646158
"V414",0.00139280870339443
"V415",0.00193052385138023
"V416",0.000355850722836841
"V417",0.0011081115798891
"V418",-0.00105709249068784
"V419",-0.00291581082688972
"V420",0.0675651781162758
"V421",0.0055919127065531
"V422",0.0107731545405507
"V423",0.00397983972446191
"V424",-0.0278618091044218
"V425",-0.00492530668274862
"V426",0.000256397738830083
"V427",0.000586096975924155
"V428",0.00286264748887264
"V429",0.000731888350046579
"V430",6.13581184146726e-05
"V431",-0.000262299744878786
"V432",-0.00104632949103785
"V433",0.000406819545992473
"V434",0.000286173175630985
"V435",0.0011702458954517
"V436",0.000215376027849809
"V437",-0.000439751671038731
"V438",0.00212690355621341
"V439",-0.00207319419963033
"V440",0.00293454960551464
"V441",0.00578928908679037
"V442",0.00080580167925774
"V443",-0.000394798467050049
"V444",-0.00528852970693265
"V445",-0.000757915714658648
"V446",-0.00990524471213484
"V447",0.000974576653205599
"V448",3.48680386240407e-05
"V449",2.08802125499128e-06
"V450",0.00174503088807497
"V451",-3.40670760401504e-07
"V452",-1.04492749537238e-08
"V453",0.00106765446313016
"V454",-0.000577927104004302
"V455",-0.00407777890375068
"V456",4.50845673031895e-05
"V457",0.00335182315812538
"V458",0.00301265740407404
"V459",0.00100065160579752
"V460",-0.00670180985728136
"V461",-0.00115120225975143
"V462",-0.00365665128205037
"V463",0.00494666530629414
"V464",0.00856055512210583
"V465",-3.89163046639998e-07
"V466",-2.34940355204176e-05
"V467",-7.99904039126478e-05
"V468",-0.00228352617343198
"V469",-0.000284665116574695
"V470",-0.00280255155890219
"V471",0.000867772959755711
"V472",-0.000102471061844465
"V473",0.000189868566345609
"V474",0.000177967867119415
"V475",-0.000243389650383662
"V476",-0.000364438821206074
"V477",0.000523943679345251
"V478",0.000295760059792771
"V479",0.000830370595659973
"V480",-1.51380116018757e-06
"V481",-0.00216939840894641
"V482",6.58904719402826e-06
"V483",0.0006286206741172
"V484",-0.00317210623786832
"V485",-0.000539175035938909
"V486",0.000247845486122932
"V487",-0.00146753403862506
"V488",1.87328368849852e-05
"V489",0.0592540147137067
"V490",0.000627734834857871
"V491",-0.00238527729599007
"V492",-0.00290331379405937
"V493",-0.0109755243311855
"V494",0.0585348190244713
"V495",0.000807999913184409
"V496",-0.0221732748336383
"V497",0.00323630388176939
"V498",-7.19078781539971e-05
"V499",-0.00274390107591867
"V500",0.00247189026269213
"V501",-0.000234046147646201
"V502",0.00256672389500615
"V503",0.00168652496678278
"V504",0.00423288818736783
"V505",0.0247228694743339
"V506",-0.00101750267851941
"V507",-0.00519780068101312
"V508",-8.34564109374364e-05
"V509",0.00422929128734976
"V510",0.000871411768379728
"V511",0.000402421278097429
"V512",0.000108435659431557
"V513",-0.000347964005318076
"V514",0.000562568035800558
"V515",0.000385893983406435
"V516",0.00032433660265762
"V517",7.88421179491585e-06
"V518",9.26073574993728e-05
"V519",4.425208025635e-07
"V520",0.000241258783490051
"V521",0.00285147103885641
"V522",0.00033459400205729
"V523",0.00102672736462357
"V524",0.000461742560555375
"V525",-0.00221017293652333
"V526",0.00104270401852065
"V527",-0.00236220873453917
"V528",-0.00177952402367246
"V529",-0.000822708268381031
"V530",-0.00147500042759319
"V531",-0.000756538167894543
"V532",1.54142816251779e-07
"V533",0.000870725543065167
"V534",0.00142622632994095
"V535",0.00262467661316858
"V536",0.00218617580770252
"V537",-0.00138510503682658
"V538",0.000648463222579717
"V539",0.000313637490056811
"V540",0.000299219547760633
"V541",0.000612565801135695
"V542",-0.00249288715966753
"V543",0.00775330731465059
"V544",-0.000629642338743332
"V545",0.0171172696062041
"V546",0.000530325418443903
"V547",0.000205190411648427
"V548",0.000664658222035992
"V549",-0.000486983456067577
"V550",0.000752658914382869
"V551",-5.2269971003397e-06
"V552",-0.000739696537694003
"V553",-0.000176627816574327
"V554",-1.44231521138574e-07
"V555",-2.36541090930095e-05
"V556",0.00122399927040325
"V557",0.00210485696029632
"V558",0.000209999130994145
"V559",0.000111944778939348
"V560",0.00179690094875047
"V561",-0.000832284086203415
"V562",0.00104667459317246
"V563",0.00168242350446333
"V564",0.00294827516497618
"V565",-0.0010631627186449
"V566",0.000800825469064385
"V567",-0.000979861844179555
"V568",0.000963499151605594
"V569",0.000440650725314444
"V570",-0.00129439247147031
"V571",5.19283807124656e-06
"V572",0.00066036936840827
"V573",0.00142007723894772
"V574",0.00149236777325696
"V575",0.00242273003221885
"V576",0.00129919555031224
"V577",0.00010359417789837
"V578",-0.000920017407295732
"V579",5.23381854627992e-06
"V580",6.86937829361018e-07
"V581",0.0120760661304536
"V582",0.00904063408764007
"V583",2.2516682048696e-05
"V584",0.00386626185231959
"V585",5.2753576334172e-05
"V586",-0.00251248690247236
"V587",0.0337574373620775
"V588",-0.0162995337450889
"V589",-0.011160866179948
"V590",9.45214129853893e-05
"V591",9.01304340105437e-07
"V592",0.00322457730681738
"V593",0.000192489466057265
"V594",-0.00177682672972437
"V595",-0.00435054891604396
"V596",1.19867669402213e-05
"V597",-0.000236605185873166
"V598",-8.33825420260779e-05
"V599",0.00155390539087938
"V600",0.102749015598905
"V601",0.0030988620396052
"V602",0.00566640030815056
"V603",0.000521069024671126
"V604",0.000141079585773474
"V605",0.00108081031386852
"V606",0.000733061666883943
"V607",-0.000145253808788657
"V608",0.000939728290648677
"V609",-1.55061269139538e-05
"V610",0.000123678238905807
"V611",-4.61064029403062e-07
"V612",1.5996760180354e-06
"V613",-0.00149232110860649
"V614",-0.00159342540938028
"V615",-5.76608495400514e-05
"V616",0.000238726435387337
"V617",2.45388527203113e-06
"V618",-6.50499807455225e-05
"V619",-0.00134576054513424
"V620",-2.06478807324913e-05
"V621",0.000116028732955017
"V622",-0.00292543969786479
"V623",-0.0035226482835833
"V624",-0.000825094959921649
"V625",0.001090534629941
"V626",-4.21221805526444e-05
"V627",-0.000211280011528795
"V628",0.000877595933186259
"V629",0.000342506271410743
"V630",-0.00509428500356785
"V631",-0.00369534009485001
"V632",0.00127164929920907
"V633",0.000258724861362522
"V634",0.000341678897254162
"V635",0.00751263785723554
"V636",0.000202423188339445
"V637",3.46131240518336e-06
"V638",0.00313313126963619
"V639",0.000310499041837535
"V640",4.27478130487354e-06
"V641",0.000103539547876542
"V642",-0.000345827409048811
"V643",0.00153832105504554
"V644",0.00221347515166297
"V645",-0.00245258236058866
"V646",0.000334806432974424
"V647",-0.000567154589189776
"V648",-0.000715131186609985
"V649",0.000446715234806763
"V650",0.00298653489505055
