"","X1","X2","X3","X4","X5"
"V1",-0.00238387350021604,0.00178202948977706,0.0017473285619713,-0.000500753925177709,0.00123715768122031
"V2",-0.000621859093782838,0.00820700718344379,0.0129889600058945,-0.00555021222429718,0.0128071166819539
"V3",0.000797778966701429,0.00391854259728585,0.0117335823219023,-0.0130716594575105,0.0111436479616683
"V4",0.0338009834181509,-0.0186520164058195,0.0248110374105958,-0.00575463259773186,0.0373642548153501
"V5",0.0132182690291885,-0.00536679211037444,0.013891534403119,0.0115971456900262,-0.00182872916885675
"V6",0,0,0,0,0
"V7",0.00425951746065116,0.0022649549348608,-0.00843685676636102,-0.00733239096619006,0.00260604341312254
"V8",0.00229265848388796,0.00227778032350446,-0.00621772750152362,-0.00597440800206475,0.0139253464206887
"V9",6.28458332211019e-05,8.60936109259492e-05,7.65206738227001e-05,3.7535820073264e-05,0.000414953199626301
"V10",0,0,0,0,0
"V11",-0.000100593287065608,0.000207143814087933,-0.000152984220105389,-0.00016408672392714,9.63369634362346e-05
"V12",0.00168155319539701,0.000441198462528054,-0.00414040658607869,-0.00189247972371074,0.00126085279836446
"V13",0.00704826545057618,-0.00593522616642253,0.0196669936387565,-0.0032812789260144,0.0198300788258067
"V14",-0.000124981062639667,0.000153514356630198,6.42808378006562e-05,-2.09862410113579e-05,-4.12587948074016e-05
"V15",-0.0013776499585215,0.00231672516431266,0.000433557567959947,0.00096092517988827,0.00152166021380996
"V16",-0.000243811279398523,0.000491277440880354,0.000368904599534024,-0.000691917191688218,0.000761047276075162
"V17",3.10974979069234e-05,-3.1725700045474e-05,7.38305876156631e-05,-6.40670555685827e-05,6.37527118774504e-05
"V18",-0.000473214455113475,0.00149220133073422,0.00154618606375284,0.00278800091833939,0.00263925165391626
"V19",-0.00170073944588081,0.00230022686666104,0.000212092735039083,-0.00173968134711824,0.00123140161737293
"V20",-0.0136639664935262,0.0229166111772417,0.00732251504301213,-0.00788379798335039,0.000475449337379457
"V21",-0.00114355057606605,0.00458357547015333,-0.000465030706931002,-0.00346497441423431,0.00368634243394408
"V22",-0.0090234960084337,0.013690169935036,-0.00413659882369818,-0.000821606292157893,0.00514951573757042
"V23",0.00243601320074187,-0.00323435608640529,0.00401762050677433,-0.00430703316471887,0.00256645147547223
"V24",0.000375491131442313,-0.00014403466136627,-0.00107957927937333,-0.000395413060011264,0.000222208717398422
"V25",0.000415867654619878,-0.00043503890337297,0.00149257228499478,-0.000819618769958071,0.00118158694670759
"V26",-0.00509258690044946,0.00126531405813632,0.000942364160306131,0.00234262690510424,0.00488607191890256
"V27",-9.11413925884185e-05,0.000347771883181031,-0.000179550657836118,0.000343329996279595,0.000256788618185481
