"","X1","X2","X3","X4","X5","X6"
"V1",-0.000395669404534242,0.000245693187778706,0.000782697692274743,-0.000257757502335365,-0.000756842912438207,0.000495749624132556
"V2",0.001220154348786,-0.00348258235760272,0.00378094753667482,-0.00670731880101523,0.00146546543558703,0.00602210152742142
"V3",-0.000357355945449368,-0.00167144043266531,0.00140855549218448,-0.00305933772330531,0.000663742239760092,0.0013158036124078
"V4",0.000571401423758305,-0.0021205307303116,-0.00163779916023605,0.000659540041963733,0.000198072309124497,-0.00187391713244068
"V5",-0.0106973770265349,0.0103670160458351,-0.00311998272287388,0.00177384150167769,-0.000490857502189261,-0.0102943048824736
"V6",-0.00104647729796122,0.00259759350936465,0.000551018998028804,-0.000604154179518353,4.33628177278916e-06,-0.00460183870631627
"V7",-0.0142320892051714,-0.0182899467273889,0.00797502459063848,-0.0167167431933999,0.00579995573531472,0.00297890240310313
"V8",-0.00884326194261513,-0.00966592308968151,0.00912111471400205,-0.0194682500946297,0.00873890902341615,0.00652263923894635
"V9",-7.63942074416871e-05,-0.000123480531852064,7.64928172570345e-05,-0.000106093486622653,6.41886379398899e-05,-1.77087832295143e-05
"V10",0,0,0,0,0,0
"V11",-0.000302191541121184,-0.00021646294544093,6.87697435380285e-05,-0.000160426377748411,0.000290569086714191,1.27068130783958e-05
"V12",-0.00209165562857185,-0.00205970227259935,-0.000244100383737401,-0.00294546533303054,0.000861898129271366,0.000944490154170238
"V13",-0.00137108220809692,0.000368818510693503,-0.000331914812635692,0.00169715792323583,0.000657568230141826,-0.00186062852740682
"V14",-0.000406685253921021,-0.00035449405309875,-4.52619128428576e-05,-0.000583671665776089,0.000138986218186279,0.000275534162124753
"V15",-0.000232107384675382,-0.00109746179268239,0.00178772053854984,-0.00143594473062226,0.000988093812112726,0.000205585594028621
"V16",-0.00111745931866086,-0.00122040811946167,0.00113323895868994,-0.000329645088227291,-0.000663917021163387,-0.000201060363089865
