"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"V1",0.000713107832019167,-4.46720346364158e-05,-2.22611355553553e-05,-0.000347384087020857,-0.000614717862245257,-0.0002560177159085,-0.000339447717877621,5.71045208822236e-05,0.000258052598778554
"V2",-0.0061357548215458,-0.000717836251734758,-0.000146515499691423,-0.00287385366735237,0.0171132180895147,0.00920362472589998,0.00738574537597019,0.000695372953217247,0.00296209865675552
"V3",0.00258207537960572,-0.000724369744983155,-0.000863395860315221,-0.00423611881257231,0.0204573278136133,0.0141810143637744,0.000276490186296991,0.00164995272059229,0.000763382567015912
"V4",-0.00432903895042175,0.00287083228099133,-0.000401118531474613,0.000263509516010631,-0.00546080717953199,0.000962114460566001,0.00240731627297124,-0.00110563847721324,-0.000105557050812726
"V5",0.00836301862157131,-0.00766751745953294,0.00109692226982213,-0.00566306554647405,-0.0185434011187202,0.000127473063448762,0.000394836875744646,0.000160085519357752,0.0120669130132861
"V6",0,0,0,0,0,0,0,0,0
"V7",0.00540899199436151,-0.00189385066096723,-0.00192534670000245,-0.00825354778358618,0.0290874454002748,0.00878528564209707,0.00972678375089242,0.0118933976611723,-0.00196573515997465
"V8",-0.00080552074270731,-0.00134805342533654,-0.000862663621419312,-0.00439711434580241,0.0100245209208226,0.00350481754205842,0.0112347437344779,0.00250154391812139,-0.000612569661867902
"V9",-2.08940237813308e-35,-9.56147853186107e-36,-2.03900780069775e-35,-1.71207398785725e-35,-7.8659108015255e-35,-3.49939438387871e-35,-2.08559752256478e-36,4.06323884718184e-35,5.32547316452609e-35
"V10",0,0,0,0,0,0,0,0,0
"V11",7.17009045447773e-05,7.02537982693052e-05,-2.27433197835326e-05,1.91488867752561e-05,6.37975698957908e-05,8.04191745012613e-05,6.04164751654137e-05,-3.71094718218683e-05,-2.4186638880728e-05
"V12",0.000436174333477563,9.61710429870669e-05,0.000121266958150491,-0.000222182923063245,0.0026724645571474,-0.000310938405548656,0.00108421721157668,0.00216606044411154,-0.000280644309719795
"V13",0.000351665038314678,-0.000579180683251944,-0.000531637505023413,0.00124080467112865,-0.00506220866883246,0.00327717909664384,0.00138124859582339,-0.000102671624245962,-0.0010300906187127
"V14",7.18237809941434e-05,7.83109305672994e-05,-5.30532799603317e-05,-0.00082490215723019,0.000840710811526262,-0.000475387899486444,0.000524245836365715,0.000558265505291592,-0.00016414880176312
"V15",-0.000303134788501583,-0.000136878431493526,-6.19271829828499e-05,-0.000215579872964975,0.000628359717138433,-0.000288727136223253,0.000298706579085308,0.000591748929290414,-0.000510138465062675
"V16",-8.43213471428043e-05,-2.22685794485433e-05,5.05906556654756e-06,8.69838888334784e-05,3.65304131221082e-05,-0.000233053393878994,-0.000420787427368478,0.000108218712960914,-0.0001753672203374
"V17",0,0,0,0,0,0,0,0,0
