"","m"
"V1",-6.29821744499673e-05
"V2",0.00814852954491619
"V3",0.00641025048817976
"V4",-0.000487729145495482
"V5",0.000577227302824193
"V6",0
"V7",0.00423261700821612
"V8",0.00241198848331314
"V9",0
"V10",0
"V11",8.63200976412044e-06
"V12",0.000420445051232428
"V13",-0.00019237970516082
"V14",-3.09693161417634e-05
"V15",0.00017770213392377
"V16",0
"V17",0
"V18",0.000631196146855581
"V19",4.40922979002057e-05
"V20",0.000139735342934751
"V21",0.00259454952371602
"V22",-0.0033461690116648
"V23",0.000447095031138079
"V24",0
"V25",0.00128077076289178
"V26",0.0016611374137383
"V27",0.000135805441757377
"V28",0.00148071088578722
"V29",0.0394784288640075
"V30",1.4381428497413e-05
"V31",7.02635499628958e-06
"V32",3.39142896320918e-05
"V33",-0.000277943880190171
"V34",7.49875943268166e-05
"V35",-0.00753742957381723
"V36",0.00139906769879475
"V37",0.00279878078224528
"V38",-4.30738911297373e-06
"V39",0.00240386340465958
"V40",0.000207856951619597
"V41",0.0006251246967181
"V42",0.000206455185750931
"V43",4.89176679438336e-06
"V44",5.36579533379027e-05
"V45",-0.000187729119251923
"V46",0.000841941894863178
"V47",0.00180050753645958
"V48",-0.00050686590594734
"V49",0.00119021076261863
"V50",0.00061743663898946
"V51",0.0022312617511468
"V52",0.00166463462183462
"V53",-8.77063182728624e-06
"V54",0.000942371100623935
"V55",0.00129127084761523
"V56",0.000892219484732982
"V57",0.000116593985449949
"V58",-0.00397860272192624
"V59",0.000485619500548103
"V60",0.00150427739056868
"V61",0.00181389374233409
"V62",0.000422222024033978
"V63",0.0233113078969534
"V64",0.000252415258506374
"V65",-0.0058879940177943
"V66",0.00118489383727717
"V67",-0.0273651814548073
"V68",0.00387325198192707
"V69",0.00880024911782441
"V70",-0.00109790224494678
"V71",0.00526367585075847
"V72",-0.00375119244375258
"V73",-0.00150337451492421
"V74",0.00130188009838799
"V75",0.000156739083200109
"V76",-0.000618643498280057
"V77",4.90463943656679e-05
"V78",1.35418928459037e-05
"V79",0.00245493291954914
"V80",-0.00144184678778735
"V81",0.00202203602721262
"V82",0.000667728374097975
"V83",0.00499063950739283
"V84",7.18785882242925e-06
"V85",0.000178633557733713
"V86",-0.00114348999250445
"V87",0.000243425884631655
"V88",6.29949746186145e-05
"V89",0.00393394509280177
"V90",-0.000293811479402245
"V91",0.00271031232294355
"V92",0.000599668338462683
"V93",0.00153809257839661
"V94",0.0002780109092918
"V95",-5.82018831198086e-05
"V96",-0.00454144327998536
"V97",-0.000399203964128099
"V98",0.0030830344444067
"V99",0.000844124922459295
"V100",0.00139840320414403
"V101",-0.000588563500872876
"V102",1.10911244210769e-05
"V103",0.000609489226403699
"V104",0.000913356991524007
"V105",-0.00937984253231893
"V106",-0.00230256995771536
"V107",0.000150644377506174
"V108",4.16247273460036e-05
"V109",5.57197835151051e-06
"V110",0.00173925062623642
"V111",0.00277295475321084
"V112",0.00456273702133214
"V113",-0.000615880243563452
"V114",-0.00493278959315266
"V115",0.000967555228432245
"V116",-0.000279700216483229
"V117",0.0010687217956686
"V118",0.000224844921330074
"V119",0.000819192567748313
"V120",0.000758161997246714
"V121",-0.00105086953611556
"V122",-0.00837642350550021
"V123",-0.00034886203090046
"V124",-0.00110018821934301
"V125",0.000525283962270995
"V126",0.000777330144414977
"V127",-0.00547484843102067
"V128",-0.00505372287601646
"V129",-0.00098319455193418
"V130",-0.00107297227521051
"V131",-0.00313126127093282
"V132",-0.000462160517794927
"V133",-0.00207743117403341
"V134",0.000493941457769417
"V135",0.00012750404769279
"V136",0.000108406796636852
"V137",-0.000111633237891229
