"","X[[i]]"
"1",12
"2",1
"3",12
"4",4
"5",4
"6",5
"7",5
"8",4
"9",13
"10",10
"11",12
"12",3
"13",5
"14",12
"15",1
"16",11
"17",11
"18",11
"19",11
"20",11
"21",11
"22",11
"23",9
"24",10
"25",13
"26",5
"27",1
"28",12
"29",9
"30",11
"31",3
"32",11
"33",9
"34",11
"35",11
"36",5
"37",9
"38",4
"39",4
"40",3
"41",5
"42",11
"43",11
"44",11
"45",12
"46",5
"47",12
"48",12
"49",12
"50",12
"51",7
"52",11
"53",5
"54",11
"55",9
"56",3
"57",11
"58",5
"59",4
"60",10
"61",4
"62",7
"63",4
"64",11
"65",3
"66",12
"67",3
"68",1
"69",11
"70",5
"71",3
"72",4
"73",9
"74",5
"75",3
"76",9
"77",5
"78",5
"79",3
"80",11
"81",3
"82",5
"83",10
"84",9
"85",11
"86",9
"87",9
"88",9
"89",5
"90",11
"91",3
"92",9
"93",3
"94",11
"95",11
"96",10
"97",11
"98",3
"99",5
"100",10
"101",3
"102",9
"103",9
"104",3
"105",13
"106",3
"107",9
"108",5
"109",3
"110",12
"111",3
"112",5
"113",5
"114",4
"115",3
"116",3
"117",5
"118",3
"119",12
"120",9
"121",7
"122",3
"123",3
"124",3
"125",12
"126",5
"127",5
"128",12
"129",11
"130",3
"131",4
"132",12
"133",9
"134",11
"135",3
"136",3
"137",1
"138",5
"139",1
"140",5
"141",3
"142",3
"143",5
"144",5
"145",5
"146",5
"147",3
"148",1
"149",5
"150",3
"151",1
"152",3
"153",1
"154",3
"155",3
"156",1
"157",3
"158",5
"159",5
"160",3
"161",1
"162",1
"163",5
"164",4
"165",3
"166",1
"167",9
"168",1
"169",12
"170",1
"171",4
"172",1
"173",5
"174",7
"175",4
"176",11
"177",11
"178",5
"179",11
"180",1
"181",9
"182",10
"183",5
"184",11
"185",1
"186",11
"187",9
"188",5
"189",5
"190",11
"191",5
"192",7
"193",7
"194",10
"195",12
"196",11
"197",5
"198",11
"199",9
"200",5
"201",5
"202",11
"203",10
"204",11
"205",11
"206",5
"207",9
"208",5
"209",11
"210",11
"211",5
"212",11
"213",12
"214",5
"215",4
"216",11
"217",5
"218",11
"219",11
"220",11
"221",11
"222",11
"223",5
"224",3
"225",3
"226",4
"227",4
"228",4
"229",13
"230",4
"231",9
"232",9
"233",5
"234",5
"235",4
"236",5
"237",3
"238",3
"239",13
"240",4
"241",11
"242",9
"243",7
"244",3
"245",5
"246",11
"247",4
"248",4
"249",9
"250",11
"251",13
"252",9
"253",13
"254",11
"255",11
"256",13
"257",4
"258",5
"259",3
"260",3
"261",5
"262",5
"263",5
"264",11
"265",3
"266",4
"267",5
"268",1
"269",5
"270",4
"271",11
"272",5
"273",11
"274",1
"275",4
"276",1
"277",11
"278",5
"279",9
"280",4
"281",11
"282",11
"283",11
"284",5
"285",1
"286",4
"287",11
"288",4
"289",11
"290",4
"291",12
"292",3
"293",1
"294",3
"295",11
"296",11
"297",11
"298",3
"299",11
"300",11
"301",3
"302",11
"303",9
"304",11
"305",5
"306",12
"307",4
"308",11
"309",6
"310",3
"311",5
"312",3
"313",4
"314",12
"315",3
"316",5
"317",5
"318",5
"319",5
"320",3
"321",1
"322",12
"323",1
"324",5
"325",9
"326",13
"327",3
"328",5
"329",5
"330",3
"331",11
"332",1
"333",5
"334",12
"335",3
"336",5
"337",9
"338",3
"339",9
"340",3
"341",5
"342",11
"343",11
"344",11
"345",9
"346",5
"347",5
"348",4
"349",12
"350",5
"351",4
"352",5
"353",5
"354",3
"355",4
"356",3
"357",9
"358",4
"359",4
"360",4
"361",4
"362",7
"363",12
"364",11
"365",11
"366",5
"367",11
"368",5
"369",3
"370",8
"371",11
"372",5
"373",5
"374",9
"375",3
"376",11
"377",5
"378",10
"379",8
"380",8
"381",8
"382",10
"383",8
"384",8
"385",8
"386",1
"387",8
"388",8
"389",8
"390",12
"391",8
"392",12
"393",9
"394",12
"395",5
"396",5
"397",10
"398",8
