"","X[[i]]"
"1",7
"2",3
"3",7
"4",4
"5",4
"6",6
"7",6
"8",4
"9",8
"10",6
"11",7
"12",3
"13",7
"14",7
"15",3
"16",6
"17",5
"18",9
"19",9
"20",9
"21",9
"22",9
"23",5
"24",5
"25",8
"26",6
"27",3
"28",7
"29",5
"30",9
"31",3
"32",9
"33",5
"34",9
"35",9
"36",9
"37",5
"38",4
"39",4
"40",9
"41",6
"42",9
"43",9
"44",9
"45",7
"46",5
"47",7
"48",7
"49",7
"50",7
"51",3
"52",9
"53",5
"54",9
"55",5
"56",9
"57",9
"58",6
"59",4
"60",6
"61",8
"62",3
"63",4
"64",9
"65",9
"66",7
"67",9
"68",3
"69",9
"70",6
"71",3
"72",8
"73",5
"74",6
"75",9
"76",5
"77",6
"78",9
"79",9
"80",9
"81",3
"82",6
"83",6
"84",5
"85",9
"86",5
"87",5
"88",5
"89",6
"90",9
"91",3
"92",5
"93",9
"94",9
"95",9
"96",6
"97",9
"98",9
"99",6
"100",6
"101",3
"102",5
"103",5
"104",9
"105",8
"106",9
"107",5
"108",5
"109",9
"110",7
"111",9
"112",5
"113",6
"114",4
"115",9
"116",9
"117",5
"118",9
"119",7
"120",5
"121",3
"122",9
"123",9
"124",9
"125",7
"126",5
"127",5
"128",7
"129",9
"130",9
"131",4
"132",7
"133",5
"134",9
"135",9
"136",9
"137",3
"138",9
"139",3
"140",6
"141",9
"142",9
"143",9
"144",6
"145",5
"146",9
"147",9
"148",3
"149",6
"150",9
"151",3
"152",9
"153",3
"154",9
"155",9
"156",3
"157",9
"158",9
"159",6
"160",9
"161",3
"162",9
"163",7
"164",8
"165",9
"166",3
"167",5
"168",3
"169",7
"170",3
"171",4
"172",3
"173",5
"174",3
"175",8
"176",9
"177",9
"178",6
"179",9
"180",3
"181",5
"182",6
"183",5
"184",9
"185",3
"186",9
"187",5
"188",9
"189",6
"190",9
"191",7
"192",3
"193",3
"194",6
"195",7
"196",9
"197",9
"198",9
"199",5
"200",6
"201",9
"202",9
"203",6
"204",7
"205",9
"206",6
"207",5
"208",5
"209",9
"210",9
"211",6
"212",9
"213",7
"214",5
"215",2
"216",9
"217",6
"218",9
"219",9
"220",9
"221",9
"222",6
"223",6
"224",9
"225",3
"226",4
"227",4
"228",4
"229",8
"230",4
"231",5
"232",5
"233",6
"234",6
"235",4
"236",6
"237",9
"238",9
"239",8
"240",4
"241",9
"242",5
"243",3
"244",9
"245",5
"246",9
"247",4
"248",4
"249",5
"250",9
"251",8
"252",5
"253",8
"254",9
"255",9
"256",8
"257",4
"258",5
"259",9
"260",3
"261",6
"262",6
"263",6
"264",9
"265",9
"266",4
"267",6
"268",3
"269",5
"270",4
"271",5
"272",7
"273",9
"274",3
"275",4
"276",3
"277",9
"278",6
"279",5
"280",4
"281",9
"282",3
"283",9
"284",9
"285",9
"286",4
"287",9
"288",4
"289",5
"290",4
"291",7
"292",3
"293",3
"294",9
"295",6
"296",9
"297",9
"298",9
"299",9
"300",9
"301",3
"302",9
"303",5
"304",9
"305",6
"306",7
"307",4
"308",9
"309",7
"310",3
"311",6
"312",9
"313",4
"314",7
"315",9
"316",6
"317",6
"318",6
"319",5
"320",3
"321",3
"322",7
"323",3
"324",6
"325",5
"326",8
"327",9
"328",5
"329",6
"330",9
"331",3
"332",3
"333",5
"334",7
"335",9
"336",6
"337",5
"338",9
"339",5
"340",9
"341",7
"342",9
"343",9
"344",9
"345",5
"346",6
"347",5
"348",4
"349",7
"350",7
"351",4
"352",6
"353",5
"354",9
"355",4
"356",7
"357",5
"358",4
"359",4
"360",4
"361",4
"362",3
"363",7
"364",9
"365",9
"366",6
"367",3
"368",5
"369",9
"370",6
"371",5
"372",6
"373",5
"374",5
"375",9
"376",9
"377",6
"378",6
"379",6
"380",6
"381",6
"382",6
"383",6
"384",6
"385",5
"386",3
"387",6
"388",6
"389",7
"390",7
"391",6
"392",7
"393",5
"394",7
"395",6
"396",6
"397",6
"398",6
"399",6
"400",6
"401",6
"402",6
"403",7
"404",5
"405",7
"406",6
"407",6
"408",6
"409",7
"410",7
"411",7
"412",7
"413",8
"414",9
"415",3
"416",9
"417",7
"418",7
"419",9
"420",9
"421",7
"422",9
"423",9
"424",5
"425",3
"426",9
"427",6
"428",6
"429",6
"430",6
"431",8
"432",4
"433",6
"434",6
"435",6
"436",9
"437",9
"438",6
"439",6
"440",9
"441",3
"442",4
"443",9
"444",6
"445",6
"446",6
"447",6
"448",5
"449",9
"450",4
"451",9
"452",6
"453",5
"454",7
"455",7
"456",7
"457",9
"458",3
"459",9
"460",7
"461",7
"462",5
"463",9
"464",4
"465",7
"466",9
"467",6
"468",5
"469",8
"470",5
"471",3
"472",9
"473",9
"474",3
"475",5
"476",3
"477",6
"478",6
"479",3
"480",9
"481",3
"482",3
"483",5
"484",4
"485",9
"486",9
"487",5
"488",9
"489",7
"490",6
"491",9
"492",5
"493",3
"494",6
"495",9
"496",5
"497",3
"498",9
"499",9
"500",9
"501",9
"502",8
"503",6
"504",6
"505",9
"506",6
"507",9
"508",9
"509",3
"510",5
"511",6
"512",6
"513",3
"514",6
"515",6
"516",6
"517",8
"518",6
"519",7
"520",4
"521",9
"522",6
"523",6
"524",6
"525",7
"526",9
"527",9
"528",3
"529",7
"530",5
"531",4
"532",5
"533",6
"534",7
"535",7
"536",7
"537",7
"538",7
"539",5
"540",8
"541",8
"542",6
"543",6
"544",5
"545",6
"546",4
"547",5
"548",7
"549",3
"550",3
"551",8
"552",7
"553",9
"554",5
"555",6
"556",8
"557",3
"558",9
"559",5
"560",9
"561",6
"562",9
"563",6
"564",9
"565",5
"566",6
"567",6
"568",5
"569",6
"570",9
"571",7
"572",9
"573",5
"574",9
"575",7
"576",5
"577",9
"578",5
"579",4
"580",4
"581",5
"582",3
"583",5
"584",5
"585",5
"586",5
"587",6
"588",5
"589",6
"590",9
"591",9
"592",9
"593",5
"594",6
"595",5
"596",9
"597",3
"598",8
"599",5
"600",6
"601",3
"602",8
"603",8
"604",9
"605",4
"606",3
"607",7
"608",6
"609",9
"610",4
"611",4
"612",6
"613",6
"614",5
"615",6
"616",5
"617",5
"618",5
"619",9
"620",3
"621",8
"622",7
"623",7
"624",6
"625",9
"626",6
"627",6
"628",3
"629",7
"630",6
"631",9
"632",3
"633",9
"634",9
"635",6
"636",5
"637",9
"638",7
"639",7
"640",5
"641",3
