"","X[[i]]"
"1",3
"2",7
"3",3
"4",2
"5",2
"6",10
"7",10
"8",2
"9",5
"10",10
"11",3
"12",11
"13",3
"14",3
"15",7
"16",10
"17",10
"18",8
"19",8
"20",8
"21",8
"22",8
"23",4
"24",10
"25",5
"26",10
"27",7
"28",3
"29",10
"30",8
"31",8
"32",8
"33",10
"34",8
"35",8
"36",10
"37",4
"38",2
"39",2
"40",8
"41",10
"42",8
"43",8
"44",8
"45",3
"46",10
"47",3
"48",3
"49",3
"50",3
"51",7
"52",8
"53",10
"54",10
"55",4
"56",8
"57",10
"58",10
"59",2
"60",10
"61",9
"62",7
"63",2
"64",8
"65",8
"66",7
"67",8
"68",7
"69",10
"70",10
"71",11
"72",5
"73",4
"74",10
"75",8
"76",4
"77",10
"78",8
"79",8
"80",8
"81",11
"82",10
"83",10
"84",4
"85",8
"86",4
"87",10
"88",4
"89",10
"90",8
"91",11
"92",4
"93",8
"94",8
"95",8
"96",10
"97",8
"98",8
"99",10
"100",10
"101",11
"102",10
"103",10
"104",8
"105",1
"106",8
"107",10
"108",10
"109",8
"110",3
"111",8
"112",10
"113",10
"114",2
"115",8
"116",10
"117",10
"118",8
"119",3
"120",10
"121",7
"122",8
"123",8
"124",8
"125",3
"126",10
"127",10
"128",3
"129",8
"130",8
"131",2
"132",3
"133",10
"134",8
"135",8
"136",8
"137",7
"138",10
"139",7
"140",10
"141",8
"142",8
"143",10
"144",10
"145",10
"146",10
"147",8
"148",7
"149",10
"150",8
"151",7
"152",8
"153",7
"154",8
"155",10
"156",7
"157",8
"158",10
"159",10
"160",8
"161",7
"162",7
"163",10
"164",9
"165",8
"166",7
"167",10
"168",7
"169",3
"170",7
"171",2
"172",7
"173",10
"174",7
"175",5
"176",8
"177",8
"178",10
"179",7
"180",7
"181",4
"182",10
"183",10
"184",8
"185",7
"186",8
"187",10
"188",10
"189",10
"190",10
"191",3
"192",7
"193",7
"194",10
"195",3
"196",8
"197",10
"198",10
"199",10
