"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
"1",-0.0157805748466869,0.0123450561743084,-0.00908730585595416,0.00859303570033517,-0.012480619197501,0.00844470381455556,0.00637478186929481,-0.0316000217315833,5.96140178206888e-05,0.00435021202884267,-0.0190160229925903,0.0113297615864126,0.0126445181360581,-0.00708205203166101,-0.0180499330393934,0.0179972647942476,0.0097655409681572,0.0322067069034456,-0.00675065735298813
"2",0.00906370516645345,-0.000949683048536406,-0.000407395316912421,0.00152109233095049,-0.0040940004536199,-0.00144868285648898,0.00311544856253052,0.00225634534303473,-0.00427995689456899,-0.0102549688582868,0.00775322005354051,-0.00669919796598034,0.00903001033759934,0.0115389348400238,-0.00922854483051289,0.00536445906490677,0.0088520733287252,0.00354749439679568,0.00163511932003918
"3",-0.00405487892646505,2.04794315857912e-05,-0.0038587025835184,0.000849367059122996,0.0064200988172922,0.00258158437732411,0.00145004586153089,-0.00301934839610618,0.000658397468341684,0.00152329070023584,-0.0031058891423057,-0.000195331223901732,0.000767453178048962,-0.00175225661308854,0.000273514162381808,0.00514079539388257,-0.00174089405114415,0.00160370887170774,-0.00464353467359983
"4",0.00793289072748351,-0.00618774751385927,0.00811206128331164,-0.00659136237205312,0.00608984138055219,-0.00319613578985474,-0.00204340523558186,0.0060322798694763,0.0087459671778386,0.00610005991228569,-0.000877526748945909,-0.00691473317268377,0.00126149195868099,-0.00635627200564656,0.000304812088818656,-0.00422397965465194,-0.0036385800480954,-0.00744288487319442,-0.0078618066625663
"5",-0.00913211572574201,-0.0229061422314872,-0.0187511491759905,0.0130028865341348,0.00830823758135192,-0.00276181778404863,-0.00301600529231421,0.0260170411050271,-0.0133989046508893,-0.00806983923287152,0.0210736614498262,-0.00467747184931564,0.0121558263635875,0.00695914752079754,0.002683186259735,0.00190705449331639,0.00790060504102707,-0.0297751160593706,0.00154662639019089
"6",-0.0106689867093475,0.00688070911784506,-0.00922430978166968,-0.00726222961997241,-0.00301375582902548,-0.00134795478205902,-0.0157211722663198,0.00546953022404415,0.00631238587052999,0.00141992114408284,-0.00158375031070611,-0.00536324892862762,0.0060927341470249,-0.00263534422915458,0.00128463996751174,0.00227223069957093,-0.017286770825843,-0.00732514097866229,-0.0049968728451591
"7",0.00810593223142666,-0.00935686490459039,0.00662776289754704,-0.000623361265305337,0.00240070518747777,-0.00451172381204657,-0.00657217229231762,0.00769626645824147,0.0096370160538362,-0.00829720031808131,0.00798867444952827,-0.016026985748796,0.000654389522698758,0.00475676266669687,0.00938550130408255,-0.00790899047277758,-0.00274851932714211,-0.0134111057122785,0.0162174587019217
"8",-0.00490575727429582,0.00218016505742039,0.00136564861620875,-0.0133061777289664,-0.000742570173058865,-0.010209935896125,-0.00643630659794302,0.0157769336765371,-0.0009775985057971,-0.0112798615790025,0.00600177969572793,-0.0150729462435652,-0.0227404664966051,0.00608213487330797,0.0155343421802657,-0.0184035937683071,0.00777875632079601,-0.0135091619351408,0.0081185484419944
"9",-0.0029799640289689,0.0905226915337548,0.0319845122586696,0.00634770999372027,-0.027191421225681,0.00106787871757342,0.00587437051540694,-0.04198954712684,0.00737061644920539,0.0139068702043153,-0.0370001310281862,0.0241277461871994,0.00337330643082014,-0.0144337802448214,-0.0120435340477956,-0.0238797026512547,-0.0328021332144142,0.0849831180333088,-0.0558913452546643
"10",-0.0011076712100305,0.00109582956215865,-0.00128259001939749,-0.00582152271712295,0.00673461486877091,-0.00215927927076089,-0.00559459340852044,0.00631268447136544,0.00368900870261342,0.00137870644075726,-0.00184138204387238,-0.0016842991684927,0.00362906963744313,-0.00749633298686634,0.00594021549464462,0.00375159165368468,0.0059708150037989,0.00289773343808757,0.00369523002225954
