"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",0.00782855991698473,0.019179027990296,0.0404528694527116,-0.00905294609859758,0.000579579265376662,0.00964604314123514,0.0324697997959309,0.0209835453213546,0.00280990385967761,0.0117812617550906,-0.00205627294853362,0.00833663253527433,0.00810607962600445,0.012654905793895
"2",0.0119299480687794,-0.00630779186441447,0.00393096349492174,0.00790119236854467,0.00237926398542859,-0.00488479781703651,-0.00852876286580719,0.00103013566048968,-0.0109416287883383,0.00476885520384249,0.00354859069683281,-0.00634045606910834,0.00588354269643271,-0.00369411660140525
"3",-0.00691018920272044,-0.00489991953638715,0.0064296881381014,0.00433781840479218,0.00182347176117849,0.0040394479037544,0.00359596972050186,0.000362934335158102,0.00254047849260129,-0.00223483711283186,0.00260806594377852,-0.00136190441598379,0.00448420193772936,-0.015144295088934
"4",0.0145388876237171,0.00629350041287962,-0.000555750299728881,0.0065345060820417,-0.0120916598600736,-0.00539864308328437,-0.00904565800836257,-0.000727243353415062,0.00624452783838787,-0.00610202299577722,0.0106655587751543,0.00775766686808487,0.00902499660054156,-0.0121460007084908
"5",-0.00436505266920018,-0.0275609057046537,-0.00457900466607603,0.0151009912946523,-0.00806184130234638,-0.00212306940935,-0.0249618231027248,0.0461245075828825,-0.00301467220112932,-0.0366173300334391,0.0302409793047837,-0.00374902871207616,0.0331200795501039,0.00188133420496922
"6",-0.00929370609938783,0.00299426355074846,-0.00131296679210995,0.00157440355225793,0.00465630878775237,0.0100809482469655,-0.000917845863517962,-0.00835443333788895,-0.00327001080224894,-0.00508590402232209,0.00064742643844981,0.0200185361731961,-0.00759562767157161,-0.00277172936840915
"7",-0.0149813734613579,-0.00705231568068147,0.0192970923060588,0.00706980712138524,-0.00699013596121513,-0.00226322151374546,-0.0202984564668876,0.00276501791087878,0.0482339712858482,-0.0155563519165011,0.0236420911418571,0.00719624708867797,0.0594465319816104,-0.0138555488277435
"8",-0.0215110635442287,0.0153232950907839,-0.0245472936817472,0.05800148109404,-0.00222214814157384,-0.0498863412944032,-0.0643093388130717,-0.0179584084444455,0.0517426357772241,-0.0390136334782157,0.0473483822983166,-0.0358845317809965,0.0550222000346277,-0.0821486209335045
"9",0.0415084670169219,0.019926358447115,0.067112438639567,-0.04960577044823,0.0116844198387206,0.0489477297778969,0.0448728343274577,-0.0788509599320314,-0.0495044215564058,0.00274351835877262,-0.0543168613360709,0.0626455211519946,-0.0640454949632985,0.0500935529991037
"10",-0.00223253043608615,-0.029470908691608,-0.0104268335417825,-0.00985088908197785,0.0135794641838225,0.00409048525311698,0.0294069559441471,0.00550950316229984,-0.0241617749540268,-0.00666051759645464,-0.010838768952506,-0.0121969243554427,-0.00483512576125846,0.00299632650081964
"11",0.00621180480272976,-0.0120599141816509,0.0109859484635125,-0.00266093346864687,0.0133220242844002,-0.0178861928786656,0.0229160118035233,0.00718496484062212,-0.0218600125993487,0.0173128884157588,-0.0220735008498029,-0.0146342017713668,0.00289198149702472,0.00581078350402898
"12",0.00575192639446707,0.0058096177761694,0.00134752969508171,0.00443994073275677,0.000132199849432233,-0.00601371297999869,-0.00296095964085816,-0.00108934939058065,0.0182052397560187,0.00189103321879841,-0.00169893833386927,0.0100234395993346,0.00509291902637243,0.0145588982396911
"13",-0.00345354165596259,0.00988381980444415,-0.00409887544084506,-0.0197346322138734,0.0397306412061176,0.0118438401472387,0.0198446138482072,0.00629341088925703,0.0137182642740937,0.0211529520597137,-0.0217637702413669,-0.00361953867144428,-0.00807034078641351,0.0322969352453428
