"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"1",-0.0170285232147662,0.0419063622455381,-0.00613822299117644,-0.00305373284715526,-0.0122904624694726,-0.0028490911618514,-0.0858332103212028,0.00124607413466951,-0.0541208264662972,-0.00745163453827648,-0.00811780991814885,0.00475307984509778,0.00640521124258407,-0.00973744532561992,-0.073481507028367,0.00714194714790176,-0.00147978919879919,0.00741013191420264,0.00717337599484101,-0.020801248935324,0.0218372735405578
"2",0.00847081513617624,-0.00556105921493379,-0.0229010373518177,0.0126423821394234,0.00467302642291633,-0.00262545983956491,0.000407261882976089,-0.0028413682059179,0.00709081313474414,-0.00095640038106331,0.000853338851461421,0.00138078051800274,0.00992747099858836,-0.0102987738014991,0.00477518212006208,0.00577382829120887,0.0181036137039648,-0.00154715228765623,0.0257872215711982,0.0133540369184704,0.0170222164762711
"3",-0.000518505558348296,0.000170047347909345,0.00351934550962472,0.00793800918299048,0.00445274534504494,0.00368768868667988,0.00387350868059294,0.00353221752520106,0.00608959228527833,-0.000760346632315909,-0.00319768053973086,0.00671562670165917,0.00281548992442492,0.00372554465831438,0.00508620806378947,-0.0014248936088466,0.00202668357606641,-0.000787059201389097,-0.00230152707723919,-0.00326362676943807,-0.00379332543359964
"4",0.0106899030213615,-0.0113233073966874,0.00100391607241967,-0.0191263708142087,-0.00757223395618719,0.0105082017881589,0.00686002149770976,0.0059924364320425,0.0053075136195416,-0.000428353398473781,0.0139303860940708,0.0205992294872775,-0.0023222367943884,0.0080842862768185,0.00976302689030951,0.00290376287328639,-0.0107458855008936,0.0106792248287398,-0.00275894233132226,0.0165334170338449,0.0147805557547247
"5",0.00230614887919493,0.0134325560420089,-0.0113910719941544,0.00120276341059672,0.00865183201154031,-0.0131734092480448,-0.00342512903138214,-0.000732745619711678,-0.0121583142993834,-0.00281534150134418,-0.00238300560541613,0.00437841177314394,0.0260398218866485,-0.00591469357654974,-0.024229506249448,0.0087917768985822,0.020803694201383,-0.00195117211220396,-0.000983595862965313,0.0202065854076138,0.0329848311729888
"6",-0.0019040977829986,-0.0119691243321203,0.011557097583731,-0.00823248465791632,-0.00470029368555589,0.0120392198688475,-0.00139100530180221,0.0114544640458184,-0.0161845977046643,0.00944034480554861,0.00466751292076959,-0.0107060424734289,0.000248099567643728,-0.00754165132444238,0.00157374428243841,-0.0164018405040188,-0.0065715144234198,-0.0118711160634851,-0.0134415374982372,0.0122268957432611,-0.0356817706582946
"7",0.0186621247826027,-0.0176192061135134,0.00644083891836395,-0.0205075002891302,-0.00444248898021124,-0.000485347756414659,-0.00632378889672422,-0.00867496849265308,0.00939894467570404,-0.00471783529046967,0.000845559142410769,0.00804268455319684,-0.0104713655908664,0.00974352831189467,-0.00801990872266302,0.00394981197395265,-0.00489611883391166,0.00261642854975582,0.00479129209137968,-0.0187015616205247,0.0161204450169366
"8",0.00145625078080905,-0.0161559564913766,0.0218719868547678,-0.0250695461673682,0.0147750315357334,-0.0301529481085769,-0.00920641688860102,-0.0164538923976062,0.000567109292823568,-0.0174528944447406,-0.0146408137607867,0.0209259744994857,0.00438596239640147,0.0585739095371806,0.0227745431133498,0.0173402538203804,-0.0723480968069847,0.0593806945522347,0.0570554175074692,-0.0802869309114284,0.0326407674891483
"9",-0.0267618613896989,0.00868599489462837,0.0241199269287848,-0.00305812828384526,0.021421897836451,-0.00178817624821928,-0.00789499768581025,0.0102083777800193,0.000717093477917043,0.00390448743298969,-0.00142020866131689,-0.0318808768139344,-0.00395069522100635,-0.00086707729765862,0.0232071386316569,0.00947476388238404,0.00651002217186807,-0.0229945170387453,0.0070397697987418,-0.00266537229742351,-0.0453471825545521
"10",0.00569892585138327,-0.0034480274848235,0.0126952550844116,-0.000976563197930577,0.00195088057034102,-0.00383178536067038,-0.00654095035312401,0.0033739711281084,-0.00338494725892897,0.0119700978527205,0.00125608074542899,-0.00691430074891612,-0.00465669744705726,0.00313251558309395,0.00017235137591575,0.0138620298592132,0.0176194028753766,0.000339003841090462,-0.0128077224974287,0.00611531775235857,0.0163807509117408
