"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"1",0.00609800448539186,-0.0511963755976037,0.0190096322201839,-0.0320739643553941,-0.0475729500232408,-0.0683672625376114,0.00348288794306321,-0.0064012775889309,0.010639357111841,0.0119332985804488,0.0148173962791358,0.0138459301609804,-0.0529117114589391,0.00128570816120824,0.0571714661925774,0.0156522198081087,-0.0380528693230426,0.0037049571319364,-0.00796485890446472,-0.0984944291876086
"2",0.00285135477472996,0.0240609024734838,0.000756278729621669,0.00410142334034059,-0.0142483926619802,0.000986161134810548,0.0149465636155855,0.00698205851519939,0.0113293755008461,-9.65090477120144e-05,0.0068074523809308,-0.0115920796667521,-0.00909353224362361,0.00780907198868458,0.0156361625390506,0.0125977439171839,0.00324931178235759,-0.00114581416674695,0.00339056632093122,-0.0170794386161673
"3",0.0023722767852767,-0.00542746290487765,-0.00180707080961384,0.00697856076065383,-0.00138394675943936,0.0067512364211204,0.00464476442823695,0.00167086482218577,-0.00245189489920722,0.00315061336575412,-0.00205362315832118,0.00218576567326152,0.0130620766508359,-0.00401217069403998,-0.00717292042915234,-0.0075742809670512,-0.00182123595772287,0.00459861935807226,0.00379064968080094,0.00820358512200216
"4",0.000675444892788466,0.0254439844935281,-0.00391906178750104,0.00618042938467272,0.0278820349549675,-0.00241039631332831,-0.0218165291055444,-0.000175599097618099,0.00224938902030875,-0.00625920471592572,0.010353933821728,-0.0142240775776071,-0.00273782554843369,-0.00574191090620624,-0.0218587088604926,-0.00326334962897432,0.000805417626320758,-0.030880701788841,0.00491919627045083,-0.0220582451851414
"5",0.00139932915512656,0.00349867589216815,0.0173549580129148,-0.00330362284142359,-0.0128561401461883,-0.00630550646849901,0.00706586240228074,0.00115541323774716,0.00622949660392858,0.00292218929713783,0.0061550634028123,0.00943882390864408,-0.0210024872616164,0.00326406769276496,0.0178862045807666,0.0244767806874219,-0.018284231161276,-0.015251512153066,0.0274233194071149,0.00339235987184513
"6",-0.00226699425251496,-0.0183595493564057,-0.0107820134092253,0.0029400043058082,-0.00429441072805586,-0.00615408403448143,-0.0389467043964276,0.00494117206065567,-0.0242364097603067,0.00455684244095424,-0.00404486915297954,0.00900151461482056,0.0304641372402083,0.00170142316094963,-0.0212313560163608,-0.0193275331944541,0.00912676113964298,0.0146903002373629,0.0120483127860703,0.012789304120385
"7",0.0191794123242156,0.000836083019128659,-0.0149509021270564,0.0056110972006374,0.0178390598946817,-0.0101992292258266,0.00597215763645314,-0.0136053630937019,-0.0104515685237844,0.00704373775173982,0.00027668437658027,-0.000426251477541862,-0.00491077238143351,-0.0144565382000047,-0.0015080534125741,-0.0289552032503937,0.00116723701312607,0.0043222973728018,-0.00617426133698528,-0.00953568022851665
"8",0.00810618125648393,-0.000420624987195562,-0.0153150680686227,0.0207840047877638,0.0487944374372119,-0.0122357404558861,0.0208574485865428,-0.016702943128979,0.0121485617078242,-0.0134738918651324,0.0330195247570044,-0.0620195831401884,-0.0197176759608219,-0.0690544131508142,0.0424421591906194,-0.075229335906861,-0.0174442948468752,-0.00685599566893744,-0.0548545168496535,0.0915332056046743
"9",-0.0124606375466405,-0.0370119087188138,0.011720496334431,0.0151060066812921,-0.00286921500878397,0.00608884221802058,-0.0198370339506534,0.0164830421935308,-0.00622211027572563,-0.0114055494772606,-0.011660061618354,0.010210047692477,0.00328182971686876,0.00753334425037886,-0.000865975562579381,-0.0017529995043073,-0.00183351873988302,0.0218990059292122,0.0251221668000015,0.041538378441959
"10",0.0151243329858501,-0.0147382378827496,0.000782280237450741,0.00284997250032396,0.00739252409261369,-0.00755656230030839,0.00405928016042145,0.00253474502738253,-0.0086085380016621,0.00567403237576332,-0.0153094655176802,-0.00102934161705181,0.00768638046758893,-0.00107046416900001,-0.0137046032430705,-0.00530487146700377,0.0177854071173961,0.0169021250463313,-0.00327866486804833,-0.00790590747330454
