"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"1",-0.00118376846376229,0.0222604987914933,0.0360369062184858,0.02071098104548,0.00834381244144671,0.00754557655705663,0.0161395656785513,0.0450400027764829,0.0214551823213086,-0.00251301788874872,0.0498336109849732,0.00901871027928725,-0.0188317893375493,-0.00573847611373457,0.0104544394568406,-0.0131328313965606,-0.0129443571757655,0.0640205823743812
"2",0.0140183758138595,-0.000548543577965383,0.003859482276766,-0.0068195201558588,0.00534176589754245,0.0064379474773666,0.00213446098891362,-0.00715487828889775,0.000391247700363433,0.00743357782638298,-0.00770985880987845,-0.0181557295625588,-0.00795791654440315,0.000996424696837733,-0.00275375490359435,0.00188935666484647,0.0135663451183499,-0.00101613469807686
"3",-0.00428945456294186,-0.00673799271297259,0.00538940866892088,-0.000644052922444901,0.00102321596540768,0.00491154562228834,0.00256394100639602,0.00219041924787014,-0.00559664324431155,0.000454483241052134,-0.000973997544647433,0.000991620760242013,0.00227032306684405,-0.00304422875488729,0.00196501649739391,0.00635323148054987,0.0010023558562402,0.00880698995457468
"4",0.0117230370664565,0.0119373481997034,-0.00658296962278915,-0.0012913448400699,-0.00585723484594776,0.00456299393338622,0.000679734110550551,-0.0178499890161329,-0.0161590034939154,0.0134326071193679,-0.0207903603109193,-0.00271459614513631,-0.00812636689422209,0.00936981273765638,-0.0101033126314636,0.0097557573095942,0.0194615546351186,0.00601976769305171
"5",0.00721711291866219,-0.0283196672091886,0.00584027127477208,-0.00234694782086044,-0.00516227175792308,0.0202531847500741,0.000700219709005541,-0.0217768095145474,0.0208591095153667,-0.0259770290105732,-0.000846352505367962,-0.00717942720220939,0.00900997858803727,0.0320280174862415,-0.0329762365480968,-0.0273239151492129,-0.029185902725602,0.0330234317312754
"6",-0.0106179894315735,-0.000982776940444507,-0.00233491064955624,0.00155256709786421,0.00245345640534976,-0.000758187163827603,-0.0184502526720553,0.00505195971141587,0.0013717896013026,-0.00992665229609811,-0.0103896465049087,0.0137407589469485,0.00959665575898526,0.00579819085470503,0.0103015551734546,0.00523121959381921,0.009074865202715,0.00258800623248994
"7",-0.00888481037833573,-0.0148992294380281,-0.003898495254705,0.0172211556602946,0.0081812321917725,0.0254873539407484,0.00767470414293507,-0.0294750355222715,-0.041163280518276,-0.00444306431855618,0.0195290702938535,0.0185686538473491,-0.0289299093959439,0.0359643025733904,-0.00502958788704161,0.0165301156514619,0.0611985168901636,0.0868723300306907
"8",-0.0222492531950575,-0.00483712926136381,-0.00489451462235229,-0.0514514197511338,-0.021515397766672,0.00618647251394148,0.0362605668898447,-0.0916153456344955,-0.0337565943358859,-0.0611666310545901,0.0471992574953052,0.0334525460602987,0.0221955152001894,0.0708385821160809,0.0128188695012184,0.053821406054379,-0.0121655329527423,0.00841030163089988
"9",0.0167948895285743,0.0500441186081799,0.0598471573523312,0.0531044726027307,0.0014643534558927,-0.0211462440748945,-0.041782782561832,0.093151913676998,0.0299301039241503,-0.0444442014392776,-0.00769860415948365,-0.00326034703544062,0.0272088077810398,-0.0715558571521177,0.0223320884966649,0.0495061552554653,0.0650163727457802,-0.0603355996637355
"10",0.00959642726359332,-0.0267906346668133,-0.00364586677415636,0.00232734521285947,-0.00384544610200492,-0.0170751815845236,-0.00252825048315956,0.0293374845535636,0.0270545748021434,-0.0122986086919832,-0.0135639892787101,-0.00108907195524608,0.0021621592525185,-0.00894209484800498,-0.00521594298512894,-0.00411558635222807,-0.0426523205653594,-0.00135881609207363
