"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"1",-0.0153508992645801,0.0511216819201491,-0.0402873743181165,0.00242620445239232,-0.0262332745094512,0.00740833973342724,-0.0565795433975587,0.0402086644071228,0.00493376441160682,-0.0249048709559707,0.0213935221939598,0.00357820500292582,0.000169762466542295,-0.035865219491775,-3.29381285819645e-05,-0.00464687196393774,0.0467383127941688
"2",0.0123364309115746,1.94566170703034e-05,-0.00244425297090769,-0.0148765328762563,-0.0114543126773312,0.0098590057515923,-0.00378307848039643,-0.00704153012429972,0.00341253425154969,-0.00619255705092759,0.00321754532981287,-0.000672762296527691,-0.00931189546904546,-0.0133981384975116,0.0115216777577711,0.0123467316114839,-0.0234651828435424
"3",-0.0016221018864942,0.00178421471095245,-0.00106471737261771,0.00218122649175714,-0.00383457176007199,-0.00210496781236769,0.00757385767627389,-0.00165937826672847,0.000308887265093891,0.00337367265699606,-0.00334653170500203,0.00207968257111365,0.00912487149234196,-0.00453392843064648,-0.00192776586448505,-0.000746981341370761,0.00251680547945905
"4",0.00732824763820579,-0.0216340673699379,0.00810655888641779,0.00849532914837819,0.0135539682743065,-0.000861858491358391,-0.00269078100557415,-0.000706917293707889,0.00348427822914792,-0.00381947922835045,-0.00235914474818203,0.0140072116976485,0.000779635768614804,-0.000749916658714736,-0.0120433601922717,-0.00257099643074933,-0.0194355756631258
"5",-0.000467660019080479,0.00476810272288524,0.0056353831832175,-0.013276159599066,0.00696934053074898,-0.0160394662382261,0.00772675518520227,-0.0101550903914373,-0.00325884347210783,0.00401272383302219,0.000430385577231991,-0.0109305712089351,0.000117108131962123,-0.0144836534961535,0.00448561879678908,-5.41308168060024e-05,-0.00522759533437349
"6",-0.00663211777126474,-0.011984866867648,0.00337200007468335,0.0241574841761422,0.00294349114853497,0.00778427913722696,-0.0143627759300952,0.0308213074026227,-0.00728947644522583,0.00820456883459761,-0.00356448739456292,-0.00888111678627235,-0.00949634711796959,0.0104956129353143,0.00356556282355242,0.00842715993502956,0.0155726215825087
"7",0.0117087417172254,-0.0275638953344525,0.00431950902066055,-0.000855243056966917,0.00959339646722667,0.00753230983717268,-0.00325432448744823,-0.00160186272435683,-0.0149014508077762,-0.00899005621089215,0.0103075677844573,0.0120073411578684,0.000844482230795231,0.000444128042404227,0.00132285004842837,-0.00166281641775011,-0.000278390255223048
"8",-0.00509669620993449,-0.0106984338940145,0.017170598212513,-0.0088068983956796,0.0285821451912313,0.00104516848122514,-0.0132690020706407,-0.00159806390597333,-0.0128148137209769,-0.0160575162101964,0.000655184172062701,-0.0174783256518509,-0.00224761265271912,-0.0153003282209246,-0.00845164880769144,-0.0432928407700485,-0.0465320513120813
"9",-0.031594368740556,0.0163209525778128,-0.00717662454223194,0.0138244798472152,0.000861180345060173,-0.00534877634311411,-0.00140219672393189,0.0240690463076313,-0.00137820321614059,0.0106543316141522,-0.00996364506606339,-0.0342975942205882,-0.00885979632710424,0.00254916927554312,-0.00783325127282391,-0.000656910527632222,0.00815926098389941
"10",0.00421881324863593,-0.00229879391472491,0.00754545705763518,0.00684284237285215,-0.00496616011350345,-0.010424999482211,-0.00250007763326951,0.00704118314561797,-0.00831676998758135,-0.00338957838994461,0.00147068765890307,-0.01578797494204,-0.0108150501946121,0.0046458444608588,0.00197235799620188,0.00533971892355724,-0.0119150771318682
"11",-0.000927563225192806,-0.00861209752332751,-0.000994635222609311,-0.0065246514508266,-0.00229129191148601,0.00691598875983358,-0.00849492518959941,-0.00900439067335955,0.00661069202484862,-0.000279298674108107,0.000700633866624184,0.00693997373918724,-0.00517368859386931,-0.0130234337920566,0.00536252391923851,0.0104827495998322,0.0107538471518506
"12",0.00142817817528868,0.00526584084353499,0.0137775485212038,-0.00213361030042677,0.00990659411927523,0.0031086078933756,0.0153982323080256,0.0019284469812914,-0.00802149308250458,0.0142583651880464,0.0126945633196314,0.0157756013708319,-0.000171385580315119,-0.0261881143371554,0.017325808923309,0.021151918044099,0.00735416675994897
