"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1",-0.00919083589497017,0.0157003936403217,-0.00451742019750238,0.0344274346180586,0.0174486480763658,0.00327134048923595,-0.0110154011671682,0.0580425624979206,0.0360958746434285,0.0308788249136193,0.0125665039118827,-0.0125994871853584,0.00607032948812085,0.0127555974421699,0.0319572880493644
"2",-0.00418939914976303,-0.0211155405406968,0.0149762934840433,-0.00447968248177908,0.00853816936754978,-0.000955944853281343,-0.00884544712447197,-0.00440290241545417,0.0092138712272861,-0.0171922619368366,0.00264469479945452,0.00285915227688755,-0.00711559376439177,0.0103563665690715,-0.0114929147175886
"3",-0.0214109801093529,0.00591623651171857,0.00398246665796604,0.055213324323234,-0.0583781170062795,0.0410978468355126,-0.0279483079872657,0.0355647183509693,0.00859812851534683,-0.0401286183001114,-0.0513718361372256,0.0218320964103408,0.018361627593985,-0.0107551417945258,-0.0223837012778925
"4",0.00103171332233906,-0.00936182115772321,0.00697519164423693,-0.0216737557585532,0.0112726168587528,-0.004900287712123,0.00492887021010928,-0.00891505711723553,-0.0105830631326831,-0.0055836267099225,-0.00223153021480356,0.0034287941246239,-0.0118144550534072,0.00583827760877163,0.000171913723415228
"5",0.00385299884730439,-0.00531655393163536,-0.00937500632121371,-0.00126230131932122,0.00836571549718178,0.0125544593831752,-0.00765127819292291,-0.00174016411902336,0.011988994818967,-0.00545005738151388,-0.00374696133118211,-0.00606158012432681,-0.0107706920615296,0.00130059593033839,-0.0146521873593871
"6",-0.00356639446394303,0.00993001422469076,-0.00834263107464529,0.00442392612975667,-0.0186156819076509,0.0115107322902074,-0.00177219370245874,-0.00443611643889218,-0.0243376632351152,-0.00175428633379685,-0.0229305526312265,0.00632172437081913,-0.0200307901603652,-0.002280448631334,0.00436404204077002
"7",0.0166232804207237,0.0100223633477196,0.00106315076260943,-0.0267051760125837,-0.00126869740722307,0.000794506722224766,-0.000537283778966259,0.00939014968629925,0.000797875877438812,0.00101080947325537,0.00981568369537499,0.011626540461746,0.00296561780463794,-0.0108634558400023,-0.0161061599055232
"8",0.011359525230721,0.00525464814300362,-0.000939511410424726,-0.0270183059843107,0.00930571776060793,-0.0179334953522422,0.00986904236112109,-0.0279059015147658,-0.0175400525313045,0.0186400505787664,0.00468418456829374,-0.0123723925075584,-0.00108259137239398,-0.000376356014427541,-0.0246715654564645
"9",-0.0217012980551838,-0.0011047571404241,-0.00496947367286583,0.0355709988507889,-0.0334765192625219,0.00605017254422803,-0.0104169472703902,0.0358963463677338,0.0120721942515396,0.00845283199738032,0.000457995303062113,0.044619826409698,0.0112430621554863,-0.0359248301409244,0.0218224070064957
"10",0.018923623098962,0.0177750670532722,-0.00610122716568754,-0.0220902842137142,0.00367664899710603,0.00301550226855083,0.00463980636928359,0.0214121787715551,-0.00137300424261725,0.00530031196246044,0.000786164361539222,0.0134768712867694,0.00480013082169301,-0.0129682635467795,0.00976527489132047
"11",-0.00928866026901011,-0.00692315010322392,0.00326349465838758,0.00840554515899121,0.00550799581196655,-0.00370651028553124,-0.00185745586220968,0.00712075700789912,0.00909608602692143,-0.0128587715285867,0.00102761511043876,-0.00849045730480645,0.00024700106259039,0.00245697672999688,0.00262911301083742
"12",0.00106035919989351,-0.00710527579853991,-0.00214687257597081,0.00548754656803129,0.00244368730539435,0.000251424344126678,0.00194767194306565,-0.0046043078166496,0.00243653654740098,-0.0003219149681174,-0.00189483746746676,-0.00849878943709757,-0.000404737964975136,0.00537793421141332,0.00603099012662931
"13",-0.00869490210214465,0.0237124994316393,-0.000972027351926869,0.0389043003178689,-0.0248282144405627,0.0480309593743644,-0.0207561294400182,0.027778686560499,-0.0113622740277662,-0.0159459325463979,-0.0131681451768945,0.0387088914586548,-0.0138561292979681,-0.0330086316783155,0.0185098662288525
"14",0.00846166925400648,-0.000476251572057289,-0.00910173678166351,-0.00755930796512646,0.00377302580438278,-0.00448355478713935,-0.00395831721701074,0.00126811493456463,0.00594088922922933,-0.00249362562058638,0.00453133505252443,0.000178023792113626,-0.00613699076110297,0.00407981076264998,0.00240954111470903
"15",-0.0142975670233242,0.0130678543094011,0.0079966664187217,0.0322185760760953,-0.026231910816139,0.0250449634382765,-0.00753104827285796,0.0159193114797979,-0.00975070860327375,-0.00835340439359962,-0.0155181050513857,0.0248633920872029,0.00543689696302385,-0.0137759992358315,0.0111324455504299
"16",0.0113791658481549,-0.000617930216406039,-0.00205064807303786,-0.014815972194009,0.00528195535197179,-0.0046062831157288,0.000500817043429707,-0.005036617336417,-0.00900188811282205,0.000769599829959268,0.00537614687686489,-0.00133877378742431,-0.0102271669030423,-0.00218895056936643,0.00329003372596937
