"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26"
"1",0.0146885133617829,0.0500366493349404,-0.0605686767036246,-0.00488067283838756,0.0243565171229342,0.00807126887179808,-0.0330586765355226,-0.0134205039281293,0.0388212082722197,0.0228329386889265,-0.00511785216375282,0.0143755565696001,-0.015215799046967,-0.0379248166099707,-0.0172415812105496,-0.0298552725440699,-0.068134995260759,0.0911466567983611,-0.0235488702344537,0.0223988294164091,0.10018680497684,-0.054695000397088,0.0814555886441955,0.00957916377145624,-0.209187627901504,-0.0236993843210783
"2",0.00953372171645796,0.000908893144695708,0.0122126444090301,-0.00389785527976112,0.00537777187476059,-0.00232812524937831,-0.0014765158679713,-0.000768130848152697,-0.00675460696798046,-0.00295225261341154,-0.00398029596546136,0.00119542149483535,-0.00855110953022042,-0.00717473652661386,-0.0104187990051374,-0.0128701372648004,-0.00980516278137438,0.00425577477715793,-0.0329183681421461,0.000576454840962806,0.0279086618995256,-0.000673638553830839,-0.00167880045135635,-0.000994110696393507,-0.0267940940906967,0.00987635837427254
"3",7.74298437328691e-05,-0.00283301589044875,-0.0014561458407296,-0.00127446196623791,0.00534398179832738,-0.00330911943851881,0.00173109887491863,0.00160318093231745,-0.003955888437283,0.00399423663132398,0.000691857240342565,0.000546966454558661,-0.0021514565808155,-0.00257820993917343,-0.00219040156583368,0.00273641895021379,0.00176649328841696,0.00553534273998656,-0.0105359768792426,0.00192962721404488,0.010736852068142,-0.00442843231613437,0.00271903187835363,-0.00780710108102366,0.00833967677555228,-0.00859151323272872
"4",0.0110170573058779,-0.000935588478447548,0.00695979273789599,0.00838737321197746,0.0015577033042843,-0.0105663711050531,0.00875894002796132,0.0163650502485009,-0.000192536070078623,0.0123926532478484,-0.00432866106395763,-0.000267073533015432,0.000600449484061021,-0.0113988565880914,0.00952601998775387,0.00739078022066045,0.00829026507243692,0.00923370575362707,0.000989967709159906,-0.0245464585972398,0.0141209905255908,-0.00505031637930107,0.0108395708726791,-0.0112418267008059,0.0574649465688477,0.00124590433602357
"5",-0.00408080065228894,-0.00412539807675881,0.0117678658125247,0.00232173100098979,-0.0230603066300529,-0.00543557446700291,-0.025544396359454,-0.000517321479824276,0.00229438586685243,-0.000301109240742261,0.0018727394653385,-0.0125842288227329,0.0101129769160594,-0.00266405447869404,-0.00508159084550309,-0.0333160939030597,0.0136750497187469,-0.000655677976270615,-0.0127282773306557,0.0109338057178751,-0.0404154092220743,0.0121741996734337,-0.0470249210716568,-0.103585824793824,-0.0584719285545447,-0.0124932874519091
"6",-0.00306654433374017,0.00117802180243217,-0.018532154393212,0.00534725536118844,-0.0115007482796714,0.00509174545042793,-0.00540111919559823,0.00829928913259395,0.00916135930614042,0.000904300603297964,0.00165780227113053,0.00987656605042648,-0.00173277456514402,0.0047374984439338,0.0151776962725777,0.00106531503148415,-0.00480970798062019,-0.0222593360296479,0.0499570451782374,-0.000337603373344447,-0.0169424257734634,0.0327190443783565,-0.00780562480173821,0.00628690967531359,0.00896408914436112,0.0362276056723516
"7",0.00300595218384847,-0.0103317310439593,0.0209981686263867,-0.00698341095611199,-0.00619237665094073,0.0134147459490558,0.00817865095299394,0.0144930210363853,0.0121768144986231,-0.00899456449914527,0.00135116127704234,-0.00387506126154242,0.00318779898769525,-0.00405425637283926,0.0117266951484797,0.00553678276050366,0.00272730961844564,-0.000841268871795098,-0.0106267088955747,-0.00335496738875449,-0.0122039967202706,0.00629312816058405,-0.025905237099741,0.0236140007100397,0.0183729337313459,0.0144608497918315
"8",-0.0127715237605005,-0.0245708011610313,0.0209245829424445,0.00734370132788585,0.00101519328993538,0.00494601429557358,0.00365909534362309,0.0108891589670894,0.00718539703497909,-0.0157565909759984,0.00782404012348816,-0.0140595151270847,-0.00375613673637089,0.0230383802999034,-0.00634410437102673,-0.0081291631004481,0.0262797599437122,0.0105031493437214,-0.0279827209097624,0.0209709591352388,-0.0828998318144053,-0.0232402859968774,-0.00247709354260254,0.0148352030958987,0.081018080833413,0.0508456869482456
"9",0.00276960645248818,0.0809860447036833,-0.0357438973235842,0.0313308202355008,0.0328205163646096,0.00862287031333498,0.0183948776018461,-0.0213712499562807,-0.00404286502292586,-0.0362851086530991,-0.0324332479740501,0.00636223429220924,-0.0101732891160781,0.018826379752225,0.034744680442284,0.0458151731216508,-0.03197756025367,-0.0980289834813987,0.0718674490962774,0.0709748536470678,0.123619590114853,-0.0784130355284223,0.171376306850256,0.201511024492425,0.0822990069423362,0.000909120401300285
"10",0.00332176831247904,-0.00765281959648156,-0.00297590657309342,0.0156755721568591,-0.00676280839442438,0.00111756835521214,-0.0115808089915968,0.00734841881218658,0.00479002305145835,0.00285858377892659,0.00377049969897424,0.00346097065465152,-0.00333610709294628,-0.00550122800364135,0.000811623439500629,0.00546312305124663,-0.00132189962439332,0.0157233867145611,0.0168341411059261,-0.0216751741565461,0.00288907948993675,0.0266212878631274,-0.0183475568943923,-0.0310076046127194,0.0099613237482191,-0.0186753546261426
