"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"1",-0.0181319826080504,0.0105893949914091,-0.0373553789022313,0.0304266282305092,-0.0410301697851231,-0.0233707509770462,0.00722528254409812,-0.014970891877392,0.00123259613547449,0.0242470832876698,-0.0321941856494151,-0.02009490335565,0.0136132261873158,0.0282372813761475,0.0140942513842568,-0.0553406706710287,-0.028984415278686,0.0132970819386474,-0.078616748593386,0.0106211082401816,0.0378060629461857,-0.061728558264575,0.0086274543426255,-0.000866071843860279
"2",0.0134974379834884,-0.0167608523480009,0.00418068065454685,-0.00143131492104175,-0.0103589907524927,-0.00281010049087118,0.00509078784614604,0.00488128664292765,-0.00750636594449679,0.000950073540129957,0.00243818082507674,-0.00454516352920702,0.000873273943338,0.00364206181634544,0.00683385626730377,-0.0201500586255086,-0.0140190108690365,0.013378043009709,0.00263043264409047,-0.00217769227142846,0.0370012804720284,-0.0057386839920825,-0.0130347661811171,0.00944515756468502
"3",0.000621348685997676,-0.000270017416585805,0.0007154316154157,-0.00423080209148706,-0.00830528332246194,0.000514431631259337,0.00227512388344264,-0.00117240463604269,-0.00477582611065453,0.00208323366408851,0.00249620869815869,0.000845580254587273,-0.0022796791753363,0.00391865845245692,-0.00470502774600805,-0.000680201783500933,-0.00462921491929446,0.00734271318159948,0.00188156853872489,-0.00494079845535404,0.00444849231791898,-0.00878689644111767,0.00904839975378017,-0.00725833548708926
"4",0.01051356305418,-0.00682934869966214,0.00808900280919116,-0.00126861733580795,-0.00346376588794402,0.0235349913864527,-0.00318010418124877,-0.00782334200075497,0.00548241310725182,0.0125119186327279,0.00177449986875617,-0.00792087050886427,-0.0113643744304285,-0.011060119857831,-0.00549562740523614,0.0128169839846587,0.002383306442321,0.00225936164923448,-0.00713668852841733,-0.0223818391300533,0.0029463481403539,-0.0169997294617307,0.0380360084731065,0.00972847157509244
"5",0.00693189140296507,-0.00119670343791209,0.00550263388816975,0.00232111482591419,0.0141438212529846,-0.00481459827818835,-0.00824090856546804,-0.0117778225939528,-0.0104698301221952,0.0126836093003272,5.29900620905367e-05,0.00623600249661732,-0.0102258182677953,-0.0213525453539377,0.031550245330778,-0.0308578211065217,-0.00249309267986542,-0.0182855726356669,-0.0199179240848906,0.0194463829188889,0.0129696716970596,0.0401415246002267,-0.0888318515207896,0.00518931557794371
"6",-0.0107219891479763,0.0186372948832816,-0.0155512257311779,0.00437184264776859,0.0117235791378857,0.0131981943289895,-0.0175463067709566,-0.000495611474336429,0.00359455536500682,0.00638272356596734,-0.00272933648762557,-0.00579254776874232,0.00700639869331338,-0.00553108586448061,0.0109808487794768,0.0170509173901653,0.0209009019400538,-0.0290477748638457,0.00935790780045129,0.011241764326685,-0.0362227048438096,0.00882718147708184,-0.0214295542974506,0.00788753259133938
"7",0.00965026245410646,-0.012108634869396,0.00849219338355761,-0.00702420201501629,0.0101060084737394,0.00601525052876512,-0.00656800991934521,0.0100175302969716,0.0189440006639018,-0.00380366157893455,-0.0012629007523964,-0.00432203056069288,0.0011823071834839,-0.00165278062392729,-0.00245322311740111,0.00204187832626377,-0.00224409886789982,0.0152999921027358,0.00476582290196003,0.00319534093421688,0.00290839999340664,0.017302578526587,0.0125664489021607,0.000771111055701546
"8",0.000640197637464338,-0.00611431024527397,0.0188120362178631,-0.00647011271843472,0.00969893899137756,0.00798920301094018,-0.0116520247426929,0.0226795613928057,0.0224699385658311,-0.0194114590717977,-0.00163599448788059,0.035365418439169,-0.00106302810920295,0.0115667222778979,0.00821664461432034,0.00965870610707847,0.00322224209086679,0.0403247695506564,-0.0116914052888277,0.0297481304385478,-0.0334183392896631,0.0497056707821636,0.0517211154133244,-0.011824852383925
"9",-0.0411326308412954,-0.0177600227806897,-0.0432976892195729,0.032350405903683,-0.0145358812397059,0.00646055330268491,0.00429302941484148,-0.033578148205868,0.0108369430190427,-0.00473795350136907,0.0119206806585824,-0.0356682293893388,0.0139614549173017,-0.00328086057919161,-0.0419000199223005,0.079043014317758,0.0509615793793799,-0.0673658163768634,0.0437643571904632,0.0338176881128233,-0.0471412207372357,-0.122340032907521,0.143879283032773,0.22272687230141
"10",0.00437906944003295,0.00841116066903308,0.00333192717461854,0.011455685637083,0.00489229924604877,0.00975903486621327,-0.0131998051580874,-0.00626523949525023,7.56294107456636e-05,0.00118490178153971,-0.00488148669450425,-0.00627729345483056,-0.000459979311595826,0.000676367230695616,-0.00185385459822452,0.00322601826574115,5.33336393587782e-05,-0.0124982119629807,-0.00653722930932069,-0.0251047930556418,-0.00490938262652679,-0.00517121235277877,-0.0125880940407029,-0.0230801849918179
"11",-0.00356301296046276,-0.00350065196062889,0.0029629233720278,-0.00194171248236335,0.000943580802204676,-0.00143093632346506,-0.00172830790262139,-0.0101672094207286,-0.00537713232070239,0.00541165325363438,-0.00364958755071026,-0.00252457988440923,-0.00842350335758529,-0.00835308384436305,0.000940399085954432,0.000503110832656073,-0.0105949280540836,0.00488732712982902,-0.000324572165541348,-0.0135730767670075,0.00281219657668107,-0.0205812638767038,0.00910770020583777,-0.0124442893055545
"12",0.0032026069807113,-0.00355554887519868,0.00741252655487331,0.00154612891948114,0.00363401962699387,-0.0146036272008996,0.00699028200675795,0.00805938719416378,0.00448988395878906,-0.00993890259808621,0.00577216297342747,0.00444978986569772,-5.19807080218802e-05,0.00688460197068429,-0.00561677221067858,-0.00167013195731651,0.00132863954328686,0.00369559974147724,0.00160915787000627,0.0240657436149454,0.00407375727499981,0.00990045598579799,0.0241107133186608,0.0363587898271051
"13",-0.0131484304566298,0.0320838732882781,-0.0314115977870646,-0.0207660362486074,-0.0227345870844763,0.01035488185026,0.00234899642160852,-0.043637843572107,-0.0526574541439158,0.014868743879296,0.0137638815928966,-0.0341934646437421,0.00908048355747896,0.00603290223216522,-0.0406261884015842,0.0100179862748274,-0.0253689944467536,-0.0782179927082748,0.0761753776729419,-0.135708714238178,-0.0382397349172959,-0.118808888396047,-0.11781088696065,-0.0103041650923411
"14",0.00367575715460317,0.00164709511434049,0.00381639420164085,-0.00308805125870546,0.00938708243436335,-0.00134031945349248,0.00177791835659022,0.00443057856131078,0.00253604708507178,0.000383277387222211,-0.00537652129127868,0.00155353137428006,-0.00472311127806274,-0.005448795488512,0.00599610352221635,-0.00709803007193595,-0.00432523717861808,0.000510673433368877,-0.0012365835377939,0.013885078965018,0.00436812972422696,0.0191967484786447,-0.0179168629702788,-0.0147669020209542
"15",-0.014541253073711,0.0189374636571737,-0.0202216113834349,-0.00953681425903832,-0.0209762417914738,0.00505022770188756,0.00214181226319971,-0.0268510068547403,-0.0299733896517021,0.000963001885459028,0.00818412841599534,-0.0134674851569028,0.00874526775771528,0.0143293048290493,-0.0276622248578984,0.00372896192780942,-0.018958822498461,-0.0405592319475114,0.0523428759170708,-0.0720055219415939,-0.0358466624376581,-0.0764636371662819,-0.0598897165066943,-0.0139304399536488
"16",0.00586968351542739,-0.00879071166543655,0.00948612920014348,0.00255646253346556,0.0122436520250716,0.00198592085649099,-0.0243050239814502,0.0167307336404705,0.0168574871228793,-0.0129524207940994,-0.00745320262247089,-0.00948934943912608,0.00106265980140525,0.00382649206257687,0.000104538621745565,0.00562479710106645,0.00611278603727469,-0.0217659362910078,0.0217033740762528,-0.0256747592369204,-0.0123090926489422,0.0067637412709216,-0.0185404734059711,0.0172074576317921
"17",-0.00199443844248662,-0.00449829502429728,-0.0113803819702982,-0.0272786422728121,0.00363241997211119,0.0444187761450319,-0.0300209216253448,0.0235750783276021,0.015403296596594,-0.0172778510733653,-0.00684714276148343,-0.0123173055283242,0.00734791538574745,0.0118150683193683,0.0151520063366488,0.00564469123620817,-0.0214561173363779,-0.0110020475243358,0.0515187130277827,-0.00480650158911473,-0.0200517140095285,0.0193194941611941,0.0124412099259546,0.0342251518119925
"18",0.018050313086967,-0.0290546729111464,0.0380401921625814,0.00712950954776587,0.0117005926262136,0.00390594771994552,-0.00328063597181067,0.0348372965541349,0.0366884516142643,-0.0232184098004303,0.00515838303751697,0.046074560522175,-0.00780942405528014,0.00207302055359065,0.0185951841830377,0.00429337739754934,0.0368981760654927,0.0720350460685113,-0.0359844540895853,0.0922424431263901,-0.0130091499138438,0.116007751395381,0.0830565249091279,-0.0112746198446469
"19",-0.017630926823835,0.0156640068119919,-0.00590107375254564,0.00360764002119589,0.0138631040712333,-0.029619214555576,0.00297664558761017,0.00223175350871877,0.00866326862655877,-0.008919822589141,0.00390341923595392,0.0154945147492376,0.0134632021986981,0.0117193909820327,0.00294488663493137,0.0121789460318449,0.0121594158347076,-0.00834818592764104,-0.000344845052216585,0.0391665328863191,-0.0424802745085032,0.00867273312059107,-0.0249026982797364,0.000228687053216322
"20",-0.000771599486513543,-0.0318777543536402,-0.0238952471479128,0.00628857506904518,-0.0214163269863516,0.0156451930528814,-0.00795701827663773,0.00196224033058999,-0.00470459208220232,-0.0115391953840361,-0.00682625354803448,-0.00191428971278434,0.00839623937198561,0.00629347044312623,-0.000679791602324769,0.00652095020973793,-0.0384909465377539,-0.00134527304620287,0.044495624499331,-0.0297633518094963,-0.0221205257318716,-0.0188088671138238,-0.00814742273798572,0.0615615780179536
