"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",0.000159040190098605,-0.00562186472157996,-0.0046878326436047,-0.00365701286331335,-0.0040042578783353,0.00495316131179427,0.00186870661564519,-0.000776985802142467,0.000576360991327526,-0.00284937115686308
"2",-0.00242168738763238,-0.00765232674346441,-0.00241494334115691,-0.0138189228902509,-0.00689537022836981,0.00859663786842232,-0.00882703462715343,0.00547548608646374,-0.00706591381494282,-0.00325309804425314
"3",0.00026567395887484,0.000636592912542759,-0.00367643897866443,0.00278102561068431,0.00054674400277953,0.0113351951658222,-0.00784657282354426,-0.00309727142877941,0.000146613623500747,0.0054487397000619
"4",-0.00410978744457992,0.000477053599221645,-0.000988274965392279,-0.00169327760981211,0.00351812732961656,0.00199922574489775,-0.000845337589000757,0.000899311152029617,-0.00392745281001297,-0.00741282994180869
"5",-0.00405850723792479,-0.00150874062397068,0.000924485602745897,0.00233241108117715,-0.000712035455839571,-0.000921151670260248,0.00444060990607323,0.00204318774886987,0.000249940302016597,-0.00072025380598632
"6",-0.0017057648164591,0.00578505100174695,-0.00500658140943523,-0.000529361692859735,0.00659114283437101,0.0015878051372811,-0.00106907294904012,0.00504100823106419,0.000876027779733163,0.00344387250563973
"7",-0.00173788279484345,0.00627661290399928,-0.0178895632327821,-0.00463590952915757,-0.0142511760879317,0.00898013054074641,-0.00291835891132998,0.00515975769517342,0.0175563434938697,0.00330710767389707
"8",-0.00525905222644558,0.00607056407815932,5.80406018824178e-05,0.000521794926163371,-0.00952410026697591,0.00911146991511046,-0.00749790986817928,0.00696894310703456,-0.000672314026459936,0.0110632432371334
"9",-0.000985697488957967,-0.00516347399693873,-0.00952182754072489,-0.00649956394281292,0.00573482954898325,0.0139155017360788,-0.00551697589084261,0.00555499541883351,-0.00418880818359284,0.000962408181152975
"10",-0.00774464017255421,0.00866844931500142,-0.0084999836809345,-0.0119494812671695,-0.000150554853114314,0.0108435006697682,-0.0109544024498742,-0.00119411229424051,-0.0032961467063245,0.00213301776755378
