"","X[[i]]"
"1",7
"2",6
"3",7
"4",5
"5",5
"6",6
"7",6
"8",5
"9",4
"10",1
"11",7
"12",6
"13",7
"14",7
"15",6
"16",6
"17",6
"18",6
"19",6
"20",6
"21",6
"22",6
"23",3
"24",1
"25",4
"26",6
"27",6
"28",7
"29",3
"30",6
"31",6
"32",6
"33",3
"34",6
"35",6
"36",6
"37",3
"38",5
"39",5
"40",6
"41",6
"42",6
"43",6
"44",6
"45",7
"46",6
"47",7
"48",7
"49",7
"50",7
"51",6
"52",6
"53",3
"54",6
"55",3
"56",6
"57",6
"58",6
"59",5
"60",1
"61",5
"62",6
"63",5
"64",6
"65",6
"66",6
"67",6
"68",6
"69",6
"70",6
"71",6
"72",5
"73",3
"74",6
"75",6
"76",3
"77",3
"78",6
"79",6
"80",6
"81",6
"82",6
"83",1
"84",3
"85",6
"86",3
"87",3
"88",3
"89",6
"90",6
"91",6
"92",3
"93",6
"94",6
"95",6
"96",1
"97",6
"98",6
"99",7
"100",1
"101",6
"102",3
"103",6
"104",6
"105",4
"106",6
"107",6
"108",6
"109",6
"110",7
"111",6
"112",6
"113",6
"114",5
"115",6
"116",6
"117",6
"118",6
"119",7
"120",6
"121",6
"122",6
"123",6
"124",6
"125",7
"126",6
"127",6
"128",7
"129",6
"130",6
"131",5
"132",7
"133",6
"134",6
"135",6
"136",6
"137",6
"138",6
"139",6
"140",6
"141",6
"142",6
"143",6
"144",6
"145",6
"146",6
"147",6
"148",6
"149",6
"150",6
"151",6
"152",6
"153",6
"154",6
"155",6
"156",6
"157",6
"158",6
"159",6
"160",6
"161",6
"162",6
"163",6
"164",5
"165",6
"166",6
"167",3
"168",6
"169",7
"170",6
"171",5
"172",6
"173",6
"174",6
"175",5
"176",6
"177",6
"178",6
"179",6
"180",6
"181",3
"182",1
"183",6
"184",6
"185",6
"186",6
"187",3
"188",6
"189",6
"190",6
"191",7
"192",6
"193",6
"194",1
"195",7
"196",6
"197",6
"198",6
"199",3
"200",6
"201",6
"202",6
"203",1
"204",6
"205",6
"206",6
"207",6
"208",6
"209",6
"210",6
"211",6
"212",6
"213",7
"214",6
"215",5
"216",6
"217",6
"218",6
"219",6
"220",6
"221",6
"222",6
"223",6
"224",6
"225",6
"226",5
"227",5
"228",5
"229",4
"230",5
"231",3
"232",3
"233",6
"234",6
"235",5
"236",6
"237",6
"238",6
"239",4
"240",5
"241",6
"242",3
"243",6
"244",6
"245",6
"246",6
"247",5
"248",5
"249",3
"250",6
"251",4
"252",3
"253",4
"254",6
"255",6
"256",4
"257",5
"258",3
"259",6
