"","groups"
"1",1
"2",2
"3",1
"4",3
"5",3
"6",4
"7",4
"8",3
"9",5
"10",6
"11",1
"12",7
"13",1
"14",1
"15",2
"16",8
"17",8
"18",9
"19",8
"20",7
"21",7
"22",8
"23",10
"24",6
"25",5
"26",9
"27",2
"28",1
"29",9
"30",7
"31",8
"32",8
"33",9
"34",7
"35",7
"36",4
"37",10
"38",3
"39",3
"40",8
"41",4
"42",7
"43",8
"44",7
"45",1
"46",8
"47",1
"48",1
"49",1
"50",1
"51",8
"52",2
"53",9
"54",4
"55",10
"56",7
"57",8
"58",4
"59",3
"60",6
"61",3
"62",8
"63",3
"64",7
"65",7
"66",1
"67",7
"68",2
"69",7
"70",4
"71",11
"72",3
"73",9
"74",9
"75",7
"76",9
"77",9
"78",7
"79",7
"80",7
"81",11
"82",8
"83",6
"84",10
"85",7
"86",10
"87",10
"88",10
"89",4
"90",7
"91",11
"92",10
"93",7
"94",7
"95",7
"96",6
"97",7
"98",7
"99",4
"100",6
"101",11
"102",9
"103",8
"104",7
"105",5
"106",7
"107",8
"108",9
"109",8
"110",1
"111",7
"112",8
"113",4
"114",3
"115",7
"116",7
"117",4
"118",7
"119",1
"120",8
"121",8
"122",7
"123",8
"124",7
"125",1
"126",9
"127",8
"128",1
"129",7
"130",7
"131",3
"132",1
"133",8
"134",7
"135",8
"136",8
"137",2
"138",8
"139",2
"140",4
"141",7
"142",7
"143",7
"144",4
"145",8
"146",8
"147",7
"148",2
"149",4
"150",8
"151",2
"152",8
"153",2
"154",7
"155",8
"156",2
"157",8
"158",8
"159",4
"160",8
"161",2
"162",2
"163",1
"164",3
"165",8
"166",2
"167",9
"168",2
"169",1
"170",2
"171",3
"172",2
"173",9
"174",8
"175",3
"176",8
"177",8
"178",4
"179",2
"180",2
"181",9
"182",6
"183",4
"184",7
"185",2
"186",8
"187",9
"188",7
"189",4
"190",7
"191",1
"192",8
"193",8
"194",6
"195",1
"196",7
"197",9
"198",4
"199",9
"200",4
"201",9
"202",7
"203",6
"204",8
"205",8
"206",4
"207",9
"208",9
"209",7
"210",7
"211",4
"212",7
"213",1
"214",4
"215",3
"216",7
"217",4
"218",7
"219",7
"220",7
"221",8
"222",4
"223",9
"224",8
"225",11
"226",3
"227",3
"228",3
"229",5
"230",3
"231",9
"232",9
"233",1
"234",4
"235",3
"236",8
"237",7
"238",8
"239",5
"240",3
"241",7
"242",9
"243",8
"244",7
"245",8
"246",7
"247",3
"248",3
"249",9
"250",8
"251",5
"252",9
"253",5
"254",8
"255",7
"256",5
"257",3
"258",1
"259",7
"260",11
"261",8
"262",4
"263",8
"264",7
"265",7
"266",3
"267",4
"268",2
"269",9
"270",3
"271",8
"272",1
"273",7
"274",2
"275",3
"276",2
"277",4
"278",4
"279",9
"280",3
"281",7
"282",7
"283",7
"284",8
"285",2
"286",3
"287",7
"288",3
"289",8
"290",3
"291",1
"292",11
"293",2
"294",7
"295",8
"296",7
"297",7
"298",8
"299",7
"300",4
"301",7
"302",7
"303",9
"304",7
"305",8
"306",1
"307",3
"308",7
"309",1
"310",11
"311",4
"312",7
"313",3
"314",1
"315",7
"316",4
"317",4
"318",4
"319",4
"320",11
"321",2
"322",1
"323",2
"324",4
"325",9
"326",5
"327",7
"328",4
"329",4
"330",7
"331",7
"332",2
"333",9
"334",1
"335",7
"336",4
"337",9
"338",8
"339",10
"340",7
"341",9
"342",8
"343",8
"344",8
"345",9
"346",9
"347",4
"348",3
"349",1
"350",1
"351",3
"352",4
"353",9
"354",7
"355",3
"356",7
"357",9
"358",3
"359",3
"360",3
"361",3
"362",8
"363",1
"364",7
"365",7
"366",4
"367",2
"368",9
"369",8
"370",12
"371",8
"372",9
"373",8
"374",9
"375",7
"376",7
"377",9
"378",6
"379",12
"380",12
"381",12
"382",6
"383",12
"384",6
"385",10
"386",2
"387",12
"388",12
"389",1
"390",1
"391",12
"392",1
"393",9
"394",1
"395",4
"396",9
"397",9
"398",4
"399",9
"400",6
"401",6
"402",6
"403",1
"404",10
"405",1
"406",12
"407",12
"408",6
"409",1
"410",1
"411",1
"412",1
"413",5
"414",8
"415",2
"416",7
"417",1
"418",1
"419",7
"420",7
"421",1
"422",7
"423",7
"424",9
"425",2
"426",8
"427",9
"428",12
"429",12
"430",12
"431",12
"432",3
"433",12
"434",12
"435",12
"436",1
"437",7
"438",9
"439",4
"440",8
"441",2
"442",3
"443",8
"444",12
"445",12
"446",12
"447",10
"448",8
"449",8
"450",3
"451",8
