"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"1",-0.013836799469508,0.0214540847271397,-0.0266051994534475,0.00137258349204425,0.0175612728272347,-0.0224752530065676,0.0439617700015782,0.0516769722368009,0.0178098043393656,0.0207678354379992,0.0220895640206049,0.0193841162052611,-0.0262433720728371,0.00213773065977674,0.0192452316536093,0.00391542507548868
"2",0.00785063672693524,-0.0299024884870317,0.00352274676084391,0.00141223062992713,0.00502211881734817,0.000660877468589509,0.0181969826444671,0.00697516689832448,0.00337044189893122,-0.00564220887282929,0.00229097533904216,0.000358424811253428,0.00225060526946271,0.018377584766731,0.00882457591860002,-0.00508566809682898
"3",-0.0132274228247852,-0.00362301741510475,0.0103799849054105,0.119785217170323,0.0161815111326691,0.00434129311373879,-0.0519850691208706,-0.0099428418221793,-0.0239415803046338,0.00807176249872979,-0.0507075482320184,0.0383773628663285,-0.0218257551133551,6.10372718494125e-05,-0.0242142483711491,-0.0685177315104125
"4",0.00951205159600745,-0.0112053173135291,-0.00190137850808133,-0.00913205234571435,-0.0119461138374477,0.0183358468386077,-0.00219474919115376,-0.00393864804537564,-0.000922701366593864,-0.00599418985274013,-0.00592756546788459,-0.0109690839139412,-0.0161631130101827,0.00353236908102227,0.0177712176084412,-0.00604517932665
"5",0.000696712945038086,-0.00193578854006968,-0.00600331907371497,-0.00404452760040654,0.00339418781432209,-0.01527162367829,0.00935508722317392,0.00423295045898638,-0.00162440854285309,0.00166078962652584,0.0108284812305323,0.00606565739697916,0.00286405236670511,0.00318267682499194,0.00419439288282583,-0.00842757926506402
"6",-0.0105492546484627,0.0135735728941373,0.00861942629800654,0.0131065363591194,-0.00883389749205826,-0.00361804268820936,-0.0215157538474294,0.000938190882945338,-0.0150807975954503,0.00461737759249497,-0.00795242503962641,-0.00275104832573209,0.0190220125190244,-0.00857300533437862,0.00336747976218775,0.010518041271252
"7",0.0189801636247985,-0.00378442194817945,0.0061592522270629,-0.0295950607054242,-0.00819624269794942,0.0101833987631442,-0.0158833616588127,-0.00131783216446537,-0.00325460719117685,-0.0243095990145415,-0.00190696911658574,-0.00276362598992164,-0.00471451600283473,0.0152281700658349,-0.00304933081188216,-0.00457505331604331
"8",0.00321694093981249,0.00482959173386146,-0.00854119471728582,-0.0427260464285332,0.00454118149776252,-0.00789553900172188,-0.0153357029204848,0.00361979113340241,0.00649994975403624,-0.00709723459247113,0.0197451692816536,-0.0234228360272098,0.000479595195837872,0.0177827255402679,-0.00107905401851126,0.0112955516026557
"9",-0.0246398743397989,0.00409847996655079,-0.0141396304232595,0.0412617185464368,0.000827889124355122,-0.00226102320133488,-0.0417512003423257,0.012786326189443,0.000343108184577638,0.00430292060536246,-0.0158905439642689,-0.00128280945158429,-0.00271070194132808,-0.0125605073331702,0.0191611741130604,0.0173985323243963
"10",0.0101075761098298,0.0127820243234409,-0.00183587428111978,-0.0138521308454271,-0.000996614050284778,0.00105175545898122,-0.00594150094786701,-0.00205205662346604,0.00228521450095398,-0.00670741337846289,-0.00351946354962686,-0.00327011612560205,-0.00422665573352895,-0.016233342100671,-0.00703582066511299,0.00251239627207181
"11",-0.00352878752879919,-0.0118576966454287,-0.000100817113779844,0.0116116606402565,0.00046167849507805,0.00423713867721379,0.0134841229503793,0.000757367588015247,0.000219838237550797,-0.00496811255511044,-0.00287418013762858,-0.005801139419911,0.00176694399710213,0.00971820714286606,0.0001209728416904,0.0111416723435924
