"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",-0.0131479684122157,0.0301874605392564,0.0128581343381703,0.0280335720201471,-0.0184672306748714,0.0141612295713664,0.018365915162824,0.0294557375296093,0.00458048830015536,-0.0173374874983496,-0.00400048229667335,0.00944633794072623
"2",0.0150471277686359,-0.00265715166074032,0.007832042679692,-0.00900460312098091,-0.00217247035526539,0.0102692959942203,0.0106310031479236,0.00450451174530547,-0.0036080536039012,0.00141045294744238,-0.00765274026470201,-0.00944692363454598
"3",-0.00651615764225639,-0.000212071495261555,0.00845410915933374,0.00636269236793339,0.000143741632786635,0.00360313679192508,-0.00140918790074625,-0.00685857339024186,0.00012966933666669,-0.00521442074837619,-0.00133391162015901,-0.00775796321666375
"4",0.0149884120743722,0.00879832007081455,-0.0025134730350805,-0.00288412265575515,-0.00760191932659715,0.0025062394580745,-0.0115025434002934,0.00991802363602832,-0.00154682863249731,0.0077879496059918,0.00171513739438961,-0.0123494384865659
"5",0.00907176001387302,-0.0204917678497777,0.00531250492814555,0.00977025478992481,0.0124044087220085,-0.000306035623897546,0.0133629807625734,-0.00688175792662427,-0.0201714492809959,0.00355068039755348,-0.0095193007122609,-0.0233747477898775
"6",-0.0140471448436036,-0.00727903302712326,-0.0113176724251381,0.00536919577211498,0.00364502858105089,0.0095939420024674,0.00454003404038262,-0.00482350829728004,0.0143806876475789,0.00599515442350301,-0.000109622905846604,0.0129914898929797
"7",0.00724724567759812,-0.00104707878113741,0.0282806357842094,0.00351285912061099,-0.00218354272707329,-0.00370155881038141,-0.00629457837362928,0.00529974108436588,0.00284842341809026,0.00382798374791716,0.0115300989184414,-0.00177074719944839
"8",-0.0089654433510628,0.0094995302114305,-0.00529308997545561,-0.0219310454585264,0.00158116888683848,-0.00392784270085803,-0.0204837088062742,-0.0532786953144182,-0.0289006284036407,0.0299930753741884,0.0173728774445735,-0.0814541001720482
"9",0.00264157766923144,0.0371205871941937,-0.0164489985545284,0.0751603064822415,-0.0270706586212375,0.0561987149650526,-0.0150198163786112,0.0737069143695258,0.0266938202591014,0.0549010599134131,0.0136240287862485,0.0771238079683809
"10",-0.00231403557662812,-0.0173384333407662,0.00767249607456947,-0.00175245803899646,0.00136640370231456,-0.0110474794378474,7.73115657009135e-05,-0.00814992721524993,-0.00179867636507276,-0.00753413543676554,-0.00672376437415024,-0.00528983576034032
"11",0.00656136567057652,0.00104177454023758,0.00835250992508341,0.00175466586011481,0.00901077053415748,-0.000956155865294568,0.0136621238922596,0.00523775723304919,-0.00478758240473491,0.000151575350505835,0.0124847638371945,0.0137818343541091
"12",0.00756953665112695,0.00451531283815936,0.000278592229191737,-0.00230806004040197,-0.00789049369777723,-5.99355777600591e-05,0.00226159404247019,0.00313294792412407,-0.00216669683460318,0.00156664527598492,0.0126208709328646,0.00443020796610902
"13",-0.0180176570055118,0.00361962849113393,-0.00837219110637917,-0.000438786134739293,-0.0106090266847087,-0.0120723809378935,0.0326657777646288,-0.0198170287249123,0.00979747164765882,-0.0177242876341365,0.0054143561424676,0.0086962095348279
"14",-0.000991579800068846,-0.008556048649986,0.0106184285423626,-0.00784098537926194,0.0049948082945048,0.000516374893796877,0.00654862521012833,0.000290171458420004,-0.00170810337741335,-0.00524121593618828,-0.00838310146480011,-0.000498555794261824
"15",-0.00998677954849372,0.0139581313290613,-0.00722971921491489,0.00343528783157199,-0.0168106775036724,-0.012101204540465,0.0124082792404013,-0.00459078736233817,-0.00047620575733016,-0.0192381770020998,0.0118703536225786,0.0146993632970058
"16",0.00864307923464607,-0.00400061114987269,-0.00750619430568551,0.00239605008794904,-0.00999519668601996,-0.00306425315024219,-0.0135299228415599,-0.0110692502284971,-0.0138643898319647,0.00894027121326518,0.00676845155433945,0.00180971552157835
"17",-0.00638054084842351,-0.0126009650701908,-0.00613963744225142,-0.0110580634955564,-0.00585235817014285,0.0124814864879066,0.0104740387714804,-0.0143776996746212,0.00312587691881403,0.00946559006568109,-0.00912108133491169,0.0156734018804338
"18",0.0129557946118629,-0.00684911904322613,0.00154846622603773,-0.0198389308644076,0.00595177896660016,0.00565788603141647,-0.0227248138136115,-0.0107799832472779,-0.00925540779309789,0.0195497179712694,-0.0110366946326433,-0.0641195709738094
"19",-0.0273081224096163,-0.00277742591731923,0.000711442650211048,0.0174916703369823,0.0155108990403672,-0.00566440611787592,-0.00534176476627214,-0.00961383283011663,0.00938410100837565,-0.000106990427347705,-0.00319037776859518,-0.00252063445074362
"20",0.0238288285458822,0.00720294997743502,-0.0184331543068897,0.0215828299441173,-0.0243682023472946,0.0081803449088694,-0.000368248600961131,-0.00281373896868638,0.0494547789184476,0.0199501995588809,0.0165912208027773,0.0367216045048225
"21",0.0165871976449401,0.0272637440132227,-0.0345328382917405,0.0163521020859376,0.025957689487281,-0.00705367454830467,0.00898723572545297,-0.00839725020549288,0.0232561139766069,0.00211140194293863,0.0432347124103395,0.0198154882788303
"22",0.0168187264412057,0.0109726640198546,-0.0116588211140473,-0.00826115489378807,-0.0123673651085084,-0.00292115754041318,-0.00880956727676578,0.0112427752831973,0.00076221103968535,-0.000878210475588619,-0.0112351981358741,-0.00608665931390125
