"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
"1",-0.00412106676231276,0.00833235258589863,-0.0299603983021238,0.0212733234947622,0.00479331104927066,-0.00176917503238615,-0.00111220776358986,-0.00570462564205106,0.0047487411199612,0.0268193878120232,0.00570261909467394,0.00514246507421118,-0.0126183540679952,-0.021847371989564,0.0169891744178326,0.0368235842065939,0.0057010046557614,-0.0152812916529598,-0.0195548070894269
"2",0.00625007009111658,-0.00337739378701365,0.00195796041538158,0.000999315594405633,-0.0010887681199589,0.0043412985744937,-0.0122753458036229,-0.0114826191302481,7.90281014481867e-05,-0.0133174340592085,0.00383256834975544,-0.0119357859757942,-0.003758658542663,-0.00545502747772683,-0.00324394422767097,0.0156492185957041,0.00354895577266009,0.00388891194619205,0.00159272242869306
"3",-0.00306992343972606,-0.0018494223460866,-0.00488285280624501,-0.00105168590990775,0.00517052657830745,0.000236991080480041,0.00264626663517065,0.00162187584368677,0.000908622616623999,0.0036049006238995,-0.000397598653983841,0.00153268887225374,0.000359383736359337,0.0042019313828553,0.00822679184012281,0.00239926807584743,0.0010658978859618,-0.00469517454121635,-0.00653225108062098
"4",0.0024748431395536,-0.000472080909984361,0.014215675560452,-0.00653826250090633,0.000782842483888463,-0.00581538494760054,0.00554462145150674,0.00956101382023638,0.00519423152510272,0.00097649053864349,0.000123689391427763,-0.0106060466708599,-0.00252685825706816,0.00178863428256948,0.00620220264289718,-0.0146404037128104,0.010027810181325,0.00737888099143314,-0.0076690813882874
"5",-0.0244992617894025,-0.0210773281877219,-0.00504297941064826,-0.0261185677055151,-0.0100963415171796,0.00782962996142358,-0.0200730349622802,0.00623367237556693,0.00151569493016922,-0.0223640461680226,0.000322306960655992,-0.00205412360870394,0.0208432452760231,-0.00675940995566193,-0.00373985923407265,-0.00292659214996283,0.016283906669743,0.0142226380826125,0.00518653533404668
"6",-0.00180708882894827,-0.00056408361394911,-0.00513861503160686,0.00695033268163747,-0.000185585564537199,0.0129252286219223,0.00662500913758735,0.0131767103912636,0.000391154557798616,-0.00261447630453519,0.00319003411287783,-0.0068702820550391,0.0180017932234011,-0.00285705714690793,0.0110273876679611,-0.0113002851343765,-0.00299555251252256,0.0241128821989507,-0.00282757064250819
"7",-0.000307188747524055,-0.00333168809717699,0.0114534388738375,-0.00928226299775763,-0.000942376183484223,-0.000191220186747339,0.00745206381249171,-0.00451166536994204,0.00682753789196148,-0.0143371387630222,0.000142636670650231,-0.01261815954287,0.00891714237081859,0.00353030897275389,-0.00214445736667028,-0.0163639792219101,0.000438206450512265,0.00568706726203026,0.017484756122749
"8",0.000292574779574107,-0.00343467004875139,0.0119046793212008,-0.0051038276236977,-0.00813924540230051,-0.00393195477505727,0.00813246062771508,-0.00477017579749255,-0.00268320337324114,-0.00980272587037603,-0.00149242462529161,-0.0140204395272616,0.0030805436675195,0.00893375168361977,-0.0256388612533814,-0.015533323843135,0.000720507417338739,0.0181184733601908,0.0109146792203805
"9",0.0630340256194791,0.0772735648153717,-0.0355517738230602,0.0334834159084785,0.00702532008333236,0.00927132152052801,0.0111405293860264,-0.00853414567175288,-0.0057102777382122,0.0344030756833398,0.0109079653523457,0.00719497088410572,-0.0278251297065144,-0.0153491984641638,0.0254618085503431,-0.0145506000674207,-0.0238069552360767,-0.0633283585523595,-0.022441837168038
"10",0.000635054311712968,-0.00264976130953074,0.00222530344728973,0.00018514967803771,0.00105970163146628,0.00489323745592908,0.000788945353567372,0.00676969878383892,0.00590346609673356,0.00242362373405059,-0.000253594735332151,0.00347656041454892,-0.00017067406638817,-0.00127600515712953,0.00557726654586592,0.00466200866669768,0.0153344615069648,0.00587078288446283,0.00622123658212268
