"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"1",-0.0191845848982634,-0.0433454098137612,-0.0470609685993934,-0.0433540149801824,0.00813032272166099,0.00343994357558485,-0.0320139017322812,0.00474769470842426,0.0125413569126015,-0.0441052044928502,0.0103713160015372,0.0471935089401437,-0.0107310922419296,-0.0169672240532883,0.0478206463397734,-0.058017593533558,0.0138170341483665,0.0911467755501256,-0.0149324396530939,0.0378779898626654,-0.0418091080768911,0.0506462774159169,0.0526828201357853,-0.0227303459555227,-0.060724452144137
"2",0.0142471420569748,0.0051167861224785,0.004638362409372,-0.00488499132361952,0.00340022926284253,-0.0119994266828043,-0.00139081618797806,0.00350880361386902,-0.00209205526501853,0.00545023453857739,-0.00394255498120536,-0.00210526293098147,-0.00406288305927954,-0.0108248129599782,0.0107273074810951,0.012804964647078,-0.000934866912241214,-0.000764625076856368,-0.0280132779734347,-0.0142221713968057,0.0077139239502377,0.00427633790027155,0.00586793100555525,0.0112343730520797,-0.0048905761743101
"3",-0.00270081909572701,-0.00501780005739501,-0.00527946043277473,-0.000761542458080982,0.00165558685930132,-0.00566674155983201,0.00156512533917394,-0.00113157511184367,0.00207216948135759,0.00881728008635463,-0.00617700229257637,0.00630663766108544,-0.00385464002689067,-0.000416387961301297,-0.00151358343957696,-0.00828817970573093,0.00855091896183361,0.00285266582494312,-0.0070864071192817,-0.00461327975249832,0.000337209009588208,-0.00169493632046637,0.0046509766418418,0.00289700425823862,0.0182528245160743
"4",0.0185411501853436,0.0167647330221366,0.0043298978855393,-0.00140615608264736,-0.0110709047972657,-0.0130017294744868,-0.00323929964142029,0.000812939518426722,-0.00604218025746183,0.000714330848672631,-0.00440002209169918,-0.00931758765113909,-0.00579777306499228,0.00485402799962405,-0.00459936804878213,0.00941899811683252,0.00842965066871368,-0.00655917702700992,-0.00929939236197038,0.00409425299616858,0.00617925301643653,-0.00891466284409772,0.000989229021043021,-0.01599041504995,0.00467840182799879
"5",-0.00209413407042989,-0.0050612336206021,0.0033249097029412,-0.00708542705531788,0.0132098309347727,0.0175721008084123,0.0310367928524474,0.0139361423061565,-0.0191578618384955,0.00968935072087434,-0.00382293465942679,-0.00954850114691849,0.018195027662361,-0.0126365519711183,0.0407574505224526,0.00152829215180726,-0.0254630108300439,0.0199310196562678,0.00456209405467184,0.00404129246393199,0.00861314165910423,-0.0151363020543904,-0.0183795416298404,0.0161591383332051,0.0868581175715199
"6",-0.0117911984702121,-0.00683563907680423,-0.0122412692718742,0.00094492663796044,0.00348511030810278,0.0132840116736205,-0.00259194262341864,0.000784828853187685,-0.00689312299840272,-0.00186764633825036,0.00410909545634431,0.000610393669065621,0.00905062650089643,0.00492673172195446,-0.00847493896393636,0.00368254438900386,-0.0124318183612468,0.00448846033745349,0.0211502407179142,0.00678741921021899,0.00152331595632662,-0.0272011012374428,0.0126097153155164,0.00229607844022025,-0.00457468249429618
"7",0.00499537332801341,-0.0284582317548558,0.0146426667633225,0.00882722218310786,0.019911786975651,0.000977016491222845,-0.00918591021470794,-0.0012036854373625,0.00444621494726575,-0.00813839824988146,-0.00303487642772334,-0.00822675824050828,0.00671491105959869,-0.00219693390658163,0.00943349049540886,0.0041591681017723,0.0173609943524114,-0.00382661892005197,-0.00102602059969626,-0.020412236455818,-0.0107533629458816,0.0168379116437297,-0.0220587565225937,0.0551724849397784,-0.039096451118354
"8",0.00184196908261746,-0.00850334726125898,0.0453808522638217,0.0172004246091611,0.00133077294054101,-0.000431797035402009,-0.00393257625132338,-0.0191297942948664,0.00068719034548401,0.00242227143595898,0.00691412062924349,-0.0112983359127684,0.0193658009503366,0.0157623692618414,0.0010739270340277,-0.0147668924380179,-0.0222440762059752,-0.0699364796355433,-0.0131860317924788,0.023809026610437,-0.0865331142325358,0.0153615950419077,-0.0945344582510791,0.00351372422863063,-0.0121691737439156
"9",-0.0251030535913239,-0.0307394202886723,-0.0322130859457856,-0.0739408505205255,-0.0145696829009311,0.0108434207601022,-0.0322420312861405,-0.0253907317563607,0.00766195645316113,-0.0266670139292076,0.0525873270048244,0.0102494048386783,0.015609695117409,0.0191663709167006,-0.0662697763233586,-0.0187379679732982,0.0100716188114322,0.0173535495363272,0.0961729913157757,-0.0914067244561741,-0.0623318091616608,-0.00593041310380967,0.144676444535591,-0.183299178709769,-0.156579264081979
"10",-0.00393490400234179,-0.0285120280773456,-0.00404416431322007,-0.00708537255657506,-0.0115190471193142,0.00801333745498154,0.00921783604827537,0.00112981840775231,-0.000245627870742621,0.00215606663427057,0.000493637201376483,0.0134712858254773,-0.00109739859378856,-0.00387229636585243,0.00349569635039827,-0.00830710130578137,0.00317464289265577,0.0221435736573569,0.0259729274004462,0.00666941459584568,0.0243557332100998,0.00816653227075334,0.00921277804886282,0.0294938865442827,0.0495565359352205
"11",-0.00264676814355867,-0.0010775690447404,-0.00567539367293887,-0.0173588522783206,0.00314395355095751,-0.00278475845579026,0.016586965310803,0.00200811646777567,0.00279078034312315,0.00084138905315414,-9.73756524816026e-05,0.001400842411051,-0.00643421425615432,-0.00362650190717827,0.00629082097415835,-0.00870081953298673,0.00836470650648564,0.0079410689085662,-0.000485131528357789,0.0110134480189864,0.00952554707755925,0.00668117450913382,0.00928352222277753,-0.0259923809017209,0.00082081788240432
"12",0.00454734588401613,-0.00111923763366348,0.0106366453997512,0.00687919256061773,0.000978273262037915,-0.00204432145692978,-0.0043710153284775,0.000306668154576358,5.81934119017159e-05,-0.00244441577538708,-0.00173682923022881,-0.000724552511910325,-0.00123889905622694,0.00268880733340906,-0.00221424124924338,-0.00204289905324831,0.000384326635416296,0.00361848045301112,0.00579704500789098,-0.0100325579269425,-0.00578557069579189,0.0114251511591909,8.29513998198353e-05,0.00135807596004798,-0.0141200804490226
"13",-0.0164313133934682,-0.0209667459079968,-0.0611883068694382,-0.0163341384882843,-0.00181953780011776,0.00537856090870328,0.0435705231609245,-0.0300546649451781,0.018691359343927,-0.00553546703030886,0.0296719872155738,0.0629181399601565,-0.0553210033270485,-0.000903058636107509,-0.00293704007500217,-0.0751222851338373,0.0132414182791958,0.131980570207993,0.0806502421613203,-0.0241713042610145,0.222040913064348,0.00845864343322454,0.180407089176077,0.00895784341415297,0.154070689744751
