"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
"1",-0.0153147131865024,0.0162794960739166,0.0370919578482934,-0.0237013948385551,-0.0429080188076845,-0.0324167772613403,-0.0615038723027707,-0.0188781045955416,-0.0395378408873569,0.00559230805702996,-0.00920575312218715,-0.00356592605991365,0.0293317621195168,0.0332792781531216,-0.0503035165068977,0.0443935537232387,0.00567593248318807,-0.0338002763531171,-0.00581487381508581,0.0333677365885996,0.0141364718343025,0.0830045879867274
"2",0.00615770909317094,-0.0036306031904861,-0.0205608657855729,0.00181515870339737,-0.0168760899288209,-0.0050632099696028,0.00208589307571874,-0.00231735355247639,0.00133929279443165,-0.00665283806673315,0.0033143601904084,0.00132652179470984,0.0126342044260634,-0.0134308639976594,0.00176458458891862,-0.00088188799987765,-0.0103919187638558,-0.0144545937814202,0.0162050823998791,-0.0188389579542867,0.00925779191296736,0.00642278938957276
"3",-0.0227060368723802,0.0470861784170209,-0.0710893586124583,0.0725304256923798,0.0553306274134894,0.0290465342212252,-0.00641585944973367,-0.00348082543023867,0.0102499817427361,0.00715283827798351,-0.00547548112244211,-0.0105901550273321,-0.00227157267356017,0.0189924692471543,-0.0105002728391783,-0.099199799389401,0.0068949268972012,0.0302334464620854,-0.0885181148285619,0.0776894305260806,-0.00232034145445381,-0.14980064935711
"4",0.0099025792153771,-0.00813857874128106,-0.00456625748235428,-0.0152978180450914,0.0129436773396387,0.0152133833534569,-0.000785559538408469,0.0065169091455415,0.00512172926965342,0.00657185050832966,0.00849043083282559,0.00756102755950996,0.00612669824737585,0.00100745773486311,0.0177836336558436,-0.00343835327222597,-0.00348806375207164,-0.0230322567247453,0.00409519290356773,0.0127260765284993,0.0220724106184725,-0.017755602628321
"5",0.00237352973502913,0.00598491481691734,0.00125292252241427,-0.00523321748006175,-0.00889374539223876,-0.0168122741834771,0.000976397199464032,-0.0132033206863781,-0.0122438998269136,-0.00013396685863915,0.0106300132010272,0.010276783579684,0.0182476487990718,-0.00890362354234596,-0.0113072710869513,-2.62469669215664e-05,-0.00866143992700805,-0.0191609774062537,0.0205391105746899,-0.0107770846295476,-0.0120180775869014,0.0448310248080131
"6",-0.00441714957390669,-0.0141703831848094,0.000114426970988497,0.00803866204069551,0.01256203307316,0.0109410095450241,-0.0156117929771317,-0.00997224542596902,-0.00874172305307347,0.0188669684399753,-0.0100185903059296,-0.00179893623207311,0.00146748462022847,0.00151226869504141,-0.0062851592605071,-0.0046267109050439,0.01143779183544,0.0268154056706502,-0.0120007450565364,0.0064108927897081,-0.0189140709671685,-0.0207923971240637
"7",0.0180815660033626,-0.0137203706633038,0.00187726610761554,-0.0139551707622097,0.0137745855596055,0.00166908793475136,-0.00739005677765821,0.00849096333868542,0.0182706277762093,-0.0020693279812871,0.00359604196996441,0.00281326806652818,-0.00922566030966637,0.0110897582026927,-0.000976775830309431,0.0104680375411277,0.0107425766123476,-0.00282763472813725,-0.00208204287332385,0.00730826446592866,0.0234745077113871,-0.0166232185139396
"8",0.0090332955495638,-0.0173057754855448,0.0258188863652088,-0.020036373946593,0.0228876984191555,-0.0222195248162719,0.00504145771227247,0.0130014082524705,0.0163670196785326,-0.0226835828237332,0.00588221224647605,0.0237693485455435,-0.0111472337772657,0.0213363929698368,0.0453520540206894,0.0297307106973897,0.0710462137276911,-0.0424352921637336,-0.0770468395714032,-0.0387267993047967,0.0355324878951314,0.015394510394854
"9",-0.0333090371450107,0.0240584481591002,-0.0108705803758393,0.0282164239233903,0.0370041005261491,-0.00476690506982072,-0.00521256293132272,0.00272863729209713,-0.0113110712195294,-0.00308212282584845,-0.0190454730784233,-0.0303957519348116,0.00565737632764555,0.0148072517561186,-0.000282640722142817,-0.0178753763123546,-0.00683610186949609,0.0214138192501369,-0.00401316332369748,0.0202665004792121,-0.0298785093612935,-0.0868657670921819
"10",0.00978261965229988,-0.000379544182012536,0.0121328787103278,0.0055520352082177,0.00397647577792872,-0.00821765067725469,-0.00262204833085059,0.011388844075641,0.00135377683304016,0.00795086515451346,-0.00466948262324281,-0.00881792811880522,-0.00412158173118791,0.00785748813731944,-0.0011377100098081,0.0087798106790277,-0.0237831881124504,0.00649012863574904,0.0169457284237211,-0.00753035457494055,-0.000300826227740316,-0.0130879751144239
