"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1",-0.0332150400318318,-0.00318389739555115,-0.0110952631096951,-0.0280229590879678,0.00957836533538299,-0.00424612222879022,0.040730626326594,0.000958075873072733,-0.0102475099188748
"2",0.0146052559807954,-0.0105592998984606,0.00306871929606073,0.00327991628674224,-0.00295392595666279,-0.0146370696871854,0.00107695648296312,-0.00411368324851232,0.00640073629344564
"3",-0.00273820581707419,-0.00160632465051723,-0.00565714526922421,-0.00363945196978245,0.00348329991101698,0.0040091315242341,0.00538859182967067,0.0044389545651781,-0.00263210947364423
"4",-0.00224869387834845,-0.0150084495799602,0.00332916086438036,0.00587912960708839,-0.0143605731407095,-0.00419214862772743,-0.019968432278742,0.00128730545715451,-0.000501151496229729
"5",0.0168678356474845,0.00346906122185137,0.00386406500683171,-0.00286716276706312,0.0198282177894265,-0.0414772929370741,-0.0247507481347553,0.0066022139263751,-0.00228572223547977
"6",-0.00479870350506894,0.0255173750120395,-0.00706747454177312,-0.013725105918018,-0.000304547567784281,0.00533169319953718,0.000215312703723709,0.00300289064566939,-0.00521010242876145
"7",0.00727553082406609,-0.0212838940664201,0.0193393684397647,-0.00287457000632847,0.0102535121344174,-0.0207963372123052,-0.0220564810489157,0.00675920695524981,0.00614820256578566
"8",-0.00512893205702719,-0.0297969918773485,0.025190827567094,0.0432145752672072,-0.0250371161951101,-0.0661152878544781,-0.0295723474478691,-0.00389285580076898,0.0235876768723415
"9",-0.0505668265426879,0.0193756355721402,-0.0450687075098351,-0.081404132983052,-0.00360338829821833,0.0215957324178725,0.0609610076610678,-0.0189252111198862,-0.0753208107359138
"10",0.0161694409496862,0.00792120326869916,-0.00167471297380012,-0.00278252237184974,0.000334695480111649,0.0289821057446031,0.0150827157700758,-0.0145490850066464,-0.0103443672503652
