"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",-0.0332115878783687,0.00730731336949593,0.0916355518511288,0.0103616138623911,0.0614703986904512,0.0365443754535541,-0.0474539474478958,0.0180572542022126,0.00999730246204155,0.0196959389610978,0.0841827834890537,0.0282972834288244,0.0680672592696719
"2",0.0124965088259545,0.00127044942462136,0.00581158295619958,0.0168616410124236,-0.00528130205126795,-0.00847016518173643,0.00060118143768291,0.0139518899788029,-0.0106017197197711,-0.0150649470856624,-0.00442353283322382,0.00927316444465588,0.00531904955513448
"3",0.120859988000539,0.118921538279087,-0.270532181562711,-0.155222079727716,-0.00135224950122483,-0.132868334341343,0.144023685364971,0.137210072149765,-0.1513343555745,-0.284875422944151,0.151268177906641,0.173027212008583,-0.354160177769558
"4",0.00942365230549196,-0.00670395941331593,0.00606753228215555,-0.00951662192591303,-0.00795475467842228,-0.0203667021023105,0.00748861905468393,-0.0244593187924978,-0.00548225840823902,0.0328893652823236,-0.00791031062362546,0.015786233837593,0.0208783749765097
"5",-0.000421316940315174,0.00123661939250741,0.0142379404124606,0.0423326098425151,0.00668705157391178,0.00609612517993288,0.0329262825257734,0.00659386597281133,-0.0119586650700537,0.00893031421870889,-0.0213661499424422,0.0131765029266499,-0.015665704483139
"6",-0.000190247498774035,0.00393781781990731,-0.00888575921197398,-0.0208296832652145,-0.00359304552160717,-0.00829220231041498,-7.45166561488228e-05,-0.00628548016201664,0.0136298508006045,-0.00288444857211151,-0.0162464468869992,0.0181182290618829,0.0039458877636976
"7",0.0178441740255863,-0.0224992547175188,-0.0231560595172246,-0.0182825595014036,0.00962414042970447,0.00671565613756755,-0.0235023579717378,0.0172966519551318,0.0526960379805188,-0.00468843399233686,-0.0065801241755478,0.033369953981949,0.0276629975921653
"8",-0.0042568309584201,-0.0426978222485976,-0.0376941133749987,0.0329305158623271,-0.0373079158305258,-0.0827066715718544,0.00178419642984859,0.0332574757870215,0.0139767720103646,-0.0186909992276278,0.0224808271662176,-0.0328370262794246,0.00348446226380799
"9",0.00375586588936938,0.105278753549437,-0.0171365221648869,-0.0725935749522696,-0.0111309777509642,0.0234762345657972,-0.010602607805789,-0.0613823324274815,-0.00113973144458264,0.00152056916235245,-0.0324014642088934,0.0135000437206603,-0.00448725389186709
"10",-0.000189143057950129,-0.0123244225899126,0.0204241264408079,-0.00683431406855762,0.00455997472279335,-0.00346068390286335,0.000382418053960434,-0.0138333755343773,-0.00927485389416844,-0.00299201631671394,0.0132595752725024,0.0216441086834302,0.00447361953321253
