"","X[[i]]"
"1",5
"2",9
"3",5
"4",12
"5",8
"6",1
"7",1
"8",12
"9",4
"10",2
"11",5
"12",13
"13",5
"14",5
"15",9
"16",13
"17",1
"18",13
"19",13
"20",13
"21",13
"22",13
"23",3
"24",2
"25",4
"26",1
"27",9
"28",5
"29",3
"30",7
"31",13
"32",13
"33",3
"34",7
"35",7
"36",1
"37",3
"38",12
"39",12
"40",13
"41",1
"42",13
"43",13
"44",13
"45",5
"46",1
"47",5
"48",5
"49",5
"50",5
"51",13
"52",13
"53",1
"54",13
"55",3
"56",7
"57",13
"58",1
"59",12
"60",2
"61",11
"62",13
"63",8
"64",13
"65",7
"66",5
"67",13
"68",9
"69",13
"70",1
"71",13
"72",11
"73",3
"74",1
"75",7
"76",3
"77",1
"78",7
"79",13
"80",7
"81",13
"82",1
"83",2
"84",3
"85",7
"86",3
"87",3
"88",3
"89",1
"90",13
"91",13
"92",3
"93",7
"94",7
"95",7
"96",2
"97",7
"98",7
"99",1
"100",2
"101",13
"102",3
"103",1
"104",7
"105",4
"106",7
"107",1
"108",1
"109",7
"110",5
"111",7
"112",1
"113",1
"114",12
"115",7
"116",7
"117",1
"118",7
"119",5
"120",1
"121",13
"122",7
"123",7
"124",7
"125",5
"126",1
"127",1
"128",5
"129",7
"130",7
"131",10
"132",5
"133",3
"134",7
"135",7
"136",7
"137",9
"138",1
"139",9
"140",1
"141",7
"142",7
"143",1
"144",1
"145",1
"146",1
"147",7
"148",9
"149",1
"150",1
"151",9
"152",7
"153",9
"154",7
"155",1
"156",9
"157",7
"158",1
"159",1
"160",7
"161",9
"162",9
"163",1
"164",11
"165",7
"166",9
"167",3
"168",9
"169",5
"170",9
"171",12
"172",9
"173",1
"174",13
"175",11
"176",13
"177",13
"178",1
"179",9
"180",9
"181",3
"182",2
"183",1
"184",7
"185",9
"186",13
"187",3
"188",1
"189",1
"190",13
"191",13
"192",13
"193",13
"194",2
"195",5
"196",13
"197",1
"198",13
"199",3
"200",13
"201",1
"202",13
"203",2
"204",13
"205",13
"206",1
"207",3
"208",1
"209",7
"210",7
"211",1
"212",7
"213",5
"214",1
"215",8
"216",7
"217",1
"218",7
"219",7
"220",13
"221",13
"222",13
"223",1
"224",13
"225",13
"226",10
"227",10
"228",10
"229",4
"230",10
"231",3
"232",3
"233",1
"234",1
"235",10
"236",1
"237",7
"238",1
"239",4
"240",10
"241",7
"242",3
"243",13
"244",7
"245",1
"246",7
"247",8
"248",10
"249",3
"250",13
"251",4
"252",3
"253",4
"254",7
"255",7
"256",4
"257",10
"258",1
"259",13
"260",13
"261",1
"262",1
"263",1
"264",7
"265",7
"266",10
"267",1
"268",9
"269",1
"270",12
"271",13
"272",1
"273",7
"274",9
"275",10
"276",9
"277",13
"278",1
"279",3
"280",10
"281",13
"282",13
"283",7
"284",1
"285",9
"286",12
"287",13
"288",12
"289",13
"290",10
"291",5
"292",13
"293",9
"294",7
"295",13
"296",7
"297",7
"298",7
"299",7
"300",13
"301",13
"302",7
"303",3
"304",13
"305",1
"306",5
"307",8
"308",7
"309",1
"310",13
"311",1
"312",7
"313",12
"314",5
"315",7
"316",1
"317",1
"318",1
"319",1
"320",13
"321",9
"322",5
"323",9
"324",1
"325",3
"326",4
"327",7
"328",1
"329",1
"330",7
"331",13
"332",9
"333",1
"334",5
"335",7
"336",1
"337",3
"338",7
"339",3
"340",7
"341",1
"342",7
"343",7
"344",13
"345",3
"346",1
"347",1
"348",12
"349",5
"350",1
"351",12
"352",1
"353",1
"354",7
"355",12
"356",13
"357",1
"358",12
"359",12
"360",8
"361",12
"362",13
"363",5
"364",7
"365",7
"366",1
"367",13
"368",1
"369",7
"370",7
"371",13
"372",1
"373",1
"374",3
"375",7
"376",7
"377",1
"378",2
"379",7
"380",7
"381",7
"382",2
"383",7
"384",2
"385",3
"386",9
"387",7
"388",7
"389",5
"390",5
"391",7
"392",5
"393",1
"394",5
"395",1
"396",1
"397",2
"398",1
"399",2
"400",2
"401",2
"402",2
"403",5
"404",3
"405",5
"406",7
"407",7
"408",2
"409",5
"410",5
"411",5
"412",5
"413",4
"414",7
"415",9
"416",7
"417",5
"418",5
"419",7
"420",7
"421",5
"422",7
"423",7
"424",1
"425",9
"426",13
"427",1
"428",7
"429",7
"430",7
"431",4
"432",8
"433",7
"434",7
"435",7
"436",1
"437",7
"438",1
"439",1
"440",13
"441",9
"442",8
"443",7
"444",7
"445",7
"446",7
"447",3
"448",3
"449",7
"450",12
"451",7
"452",1
"453",3
"454",5
"455",5
"456",1
"457",1
"458",9
"459",7
"460",13
"461",5
"462",1
"463",1
"464",10
"465",5
"466",7
"467",1
"468",1
"469",4
"470",1
"471",9
"472",7
"473",7
