"","X[[i]]"
"1",10
"2",6
"3",10
"4",8
"5",8
"6",1
"7",6
"8",8
"9",2
"10",1
"11",10
"12",7
"13",1
"14",10
"15",7
"16",6
"17",6
"18",6
"19",6
"20",6
"21",6
"22",6
"23",5
"24",1
"25",2
"26",1
"27",7
"28",9
"29",6
"30",6
"31",6
"32",6
"33",5
"34",6
"35",6
"36",6
"37",5
"38",8
"39",8
"40",6
"41",1
"42",6
"43",6
"44",6
"45",10
"46",6
"47",10
"48",10
"49",1
"50",10
"51",7
"52",6
"53",1
"54",6
"55",5
"56",6
"57",6
"58",6
"59",8
"60",1
"61",8
"62",1
"63",8
"64",6
"65",6
"66",7
"67",6
"68",7
"69",6
"70",1
"71",7
"72",2
"73",5
"74",1
"75",6
"76",5
"77",1
"78",6
"79",6
"80",6
"81",7
"82",6
"83",1
"84",5
"85",6
"86",5
"87",5
"88",5
"89",1
"90",6
"91",7
"92",5
"93",6
"94",6
"95",6
"96",1
"97",6
"98",6
"99",1
"100",1
"101",7
"102",5
"103",6
"104",6
"105",3
"106",6
"107",6
"108",6
"109",6
"110",10
"111",6
"112",6
"113",1
"114",8
"115",6
"116",6
"117",1
"118",6
"119",10
"120",6
"121",7
"122",6
"123",6
"124",6
"125",9
"126",6
"127",6
"128",9
"129",6
"130",6
"131",8
"132",10
"133",6
"134",6
"135",6
"136",6
"137",7
"138",6
"139",7
"140",1
"141",6
"142",6
"143",6
"144",6
"145",6
"146",6
"147",6
"148",7
"149",1
"150",6
"151",7
"152",6
"153",7
"154",6
"155",6
"156",7
"157",6
"158",6
"159",1
"160",6
"161",6
"162",6
"163",1
"164",2
"165",6
"166",7
"167",1
"168",7
"169",10
"170",7
"171",8
"172",7
"173",6
"174",7
"175",2
"176",6
"177",6
"178",1
"179",6
"180",7
"181",1
"182",1
"183",6
"184",6
"185",7
"186",6
"187",5
"188",6
"189",6
"190",6
"191",1
"192",7
"193",1
"194",1
"195",10
"196",6
"197",1
"198",6
"199",5
"200",1
"201",1
"202",6
"203",1
"204",6
"205",6
"206",1
"207",6
"208",1
"209",6
"210",6
"211",1
"212",6
"213",10
"214",6
"215",8
"216",6
"217",6
"218",6
"219",6
"220",6
"221",6
"222",1
"223",1
"224",6
"225",7
"226",8
"227",8
"228",8
"229",2
"230",8
"231",5
"232",5
"233",1
"234",6
"235",8
"236",6
"237",6
"238",6
"239",3
"240",8
"241",6
"242",5
"243",1
"244",6
"245",6
"246",6
"247",8
"248",8
"249",5
"250",6
"251",3
"252",6
"253",3
"254",6
"255",6
"256",2
"257",8
"258",1
"259",6
"260",7
"261",6
"262",1
"263",6
"264",6
"265",6
"266",8
"267",1
"268",7
"269",6
"270",8
"271",6
"272",1
"273",6
"274",7
"275",8
"276",7
"277",6
"278",1
"279",5
"280",8
