"","groups"
"1",1
"2",2
"3",1
"4",1
"5",1
"6",3
"7",3
"8",1
"9",1
"10",3
"11",1
"12",2
"13",1
"14",1
"15",2
"16",3
"17",3
"18",3
"19",3
"20",2
"21",2
"22",3
"23",3
"24",3
"25",1
"26",3
"27",2
"28",1
"29",3
"30",2
"31",3
"32",3
"33",3
"34",2
"35",2
"36",3
"37",3
"38",1
"39",1
"40",3
"41",3
"42",2
"43",3
"44",2
"45",1
"46",3
"47",1
"48",1
"49",1
"50",1
"51",3
"52",2
"53",3
"54",3
"55",3
"56",2
"57",3
"58",3
"59",1
"60",3
"61",1
"62",3
"63",1
"64",2
"65",2
"66",1
"67",2
"68",2
"69",2
"70",3
"71",2
"72",1
"73",3
"74",3
"75",2
"76",3
"77",3
"78",2
"79",2
"80",2
"81",2
"82",3
"83",3
"84",3
"85",2
"86",3
"87",3
"88",3
"89",3
"90",2
"91",2
"92",3
"93",2
"94",2
"95",2
"96",3
"97",2
"98",2
"99",3
"100",3
"101",2
"102",3
"103",3
"104",2
"105",1
"106",2
"107",3
"108",3
"109",3
"110",1
"111",2
"112",3
"113",3
"114",1
"115",2
"116",2
"117",3
"118",2
"119",1
"120",3
"121",3
"122",2
"123",3
"124",2
"125",1
"126",3
"127",3
"128",1
"129",2
"130",2
"131",1
"132",1
"133",3
"134",2
"135",3
"136",3
"137",2
"138",3
"139",2
"140",3
"141",2
"142",2
"143",2
"144",3
"145",3
"146",3
"147",2
"148",2
"149",3
"150",3
"151",2
"152",3
"153",2
"154",2
"155",3
"156",2
"157",3
"158",3
"159",3
"160",3
"161",2
"162",2
"163",1
"164",1
"165",3
"166",2
"167",3
"168",2
"169",1
"170",2
"171",1
"172",2
"173",3
"174",3
"175",1
"176",3
"177",3
"178",3
"179",2
"180",2
"181",3
"182",3
"183",3
"184",2
"185",2
"186",3
"187",3
"188",2
"189",3
"190",2
"191",1
"192",3
"193",3
"194",3
"195",1
"196",2
"197",3
"198",3
"199",3
"200",3
"201",3
"202",2
"203",3
"204",3
"205",3
"206",3
"207",3
"208",3
"209",2
"210",2
"211",3
"212",2
"213",1
"214",3
"215",1
"216",2
"217",3
"218",2
"219",2
"220",2
"221",3
"222",3
"223",3
"224",3
"225",2
"226",1
"227",1
"228",1
"229",1
"230",1
"231",3
"232",3
"233",1
"234",3
"235",1
"236",3
"237",2
"238",3
"239",1
"240",1
"241",2
"242",3
"243",3
"244",2
"245",3
"246",2
"247",1
"248",1
"249",3
"250",3
"251",1
"252",3
"253",1
"254",3
"255",2
"256",1
"257",1
"258",1
"259",2
"260",2
"261",3
"262",3
"263",3
"264",2
"265",2
"266",1
"267",3
"268",2
"269",3
"270",1
"271",3
"272",1
"273",2
"274",2
"275",1
"276",2
"277",3
"278",3
"279",3
"280",1
"281",2
"282",2
"283",2
"284",3
"285",2
"286",1
"287",2
"288",1
"289",3
"290",1
"291",1
"292",2
"293",2
"294",2
"295",3
"296",2
"297",2
"298",3
"299",2
"300",3
"301",2
"302",2
"303",3
"304",2
"305",3
"306",1
"307",1
"308",2
"309",1
"310",2
"311",3
"312",2
"313",1
"314",1
"315",2
"316",3
"317",3
"318",3
"319",3
"320",2
"321",2
"322",1
"323",2
"324",3
"325",3
"326",1
"327",2
"328",3
"329",3
"330",2
"331",2
"332",2
"333",3
"334",1
"335",2
"336",3
"337",3
"338",3
"339",3
"340",2
"341",3
"342",3
"343",3
"344",3
"345",3
"346",3
"347",3
"348",1
"349",1
"350",1
"351",1
"352",3
"353",3
"354",2
"355",1
"356",2
"357",3
"358",1
"359",1
"360",1
"361",1
"362",3
"363",1
"364",2
"365",2
"366",3
"367",2
"368",3
"369",3
"370",3
"371",3
"372",3
"373",3
"374",3
"375",2
"376",2
"377",3
"378",3
"379",3
"380",3
"381",3
"382",3
"383",3
"384",3
"385",3
"386",2
"387",3
"388",3
"389",1
"390",1
"391",3
"392",1
"393",3
"394",1
"395",3
"396",3
"397",3
"398",3
"399",3
"400",3
"401",3
"402",3
"403",1
"404",3
"405",1
"406",3
"407",3
"408",3
"409",1
"410",1
"411",1
"412",1
"413",1
"414",3
"415",2
"416",2
"417",1
"418",1
"419",2
"420",2
"421",1
"422",2
"423",2
"424",3
"425",2
"426",3
"427",3
"428",3
"429",3
"430",3
"431",3
"432",1
"433",3
"434",3
"435",3
"436",1
"437",2
"438",3
"439",3
"440",3
"441",2
"442",1
"443",3
"444",3
"445",3
"446",3
"447",3
"448",3
"449",3
"450",1
"451",3
