"","X1","X2","X3"
"V1",0.000634665513685423,-0.00658314440728486,-0.0152197849617012
"V2",-0.00810887212493429,-0.0260158766352875,0.0144502578228895
"V3",0.00424816366657062,-0.00471031165906315,-0.00597265982308172
"V4",0.00186534567064166,0.000785137835189586,0.0011091124394396
"V5",-0.0149088648461582,-0.0145454862815009,0.00667567412985994
"V6",0.00290524299358615,0.00238935164078999,-0.00242053980356154
"V7",-0.0106382605207081,0.00253729777923968,-0.015575428285147
"V8",0.0012422621718055,-0.00243510555475743,-0.000334250143042393
"V9",-0.00401111256651542,0.00484404415923662,-0.00518838738891999
"V10",0.00522424091981567,-0.00299195547386626,0.00492092299069899
"V11",0.00765904692519921,0.0103676482902512,0.00291755312099165
"V12",0.0029713968539784,-0.00490922916731173,-0.00383851810368919
"V13",0.00170203369858112,0.00447357036814119,0.0105055441425238
"V14",-0.00862368585905843,0.0138763007741141,0.000519986909896095
"V15",-0.0105939115815071,0.00422650213390442,-0.00552345010253686
"V16",0.00176118708569597,-0.00176302087258026,0.00517582282784584
"V17",0.00821848031604692,-0.000366936033511867,0.0021174661007604
"V18",0.000365312762945124,-0.000477219858385476,0.000741228623183045
"V19",-0.00586179928455263,-0.00663733741958287,0.00284663941502254
"V20",0.00124534737227779,-0.00788405023105862,0.0258540609431454
"V21",-0.000546617442832358,-0.00504832183842525,0.00309554016633345
"V22",-0.00415243009270261,-0.00470539737287024,-0.00264737995423557
"V23",-0.0052970899080585,0.00877145494784234,0.00388391221670916
"V24",-0.00871655826194488,-0.00290842475003341,0.00712855204294174
"V25",0.00190314248045546,-0.00248545569767644,0.00117318360959881
"V26",-0.0105722308018545,0.00290972808201161,0.00483276459353961
"V27",-0.00757086279899521,-0.0115228889469325,0.000764275330430519
"V28",-0.00299618027907082,-0.00242235587233474,0.00286475811669188
"V29",0.00466567542889626,-0.00130311746208777,-0.00383401981332018
"V30",-0.000858553170079865,0.000362733166511329,-0.00831556927377907
"V31",-0.00628625668695413,0.00949357754301149,0.00179924974329615
"V32",-0.00134727643320108,-0.00448016226897883,0.00303271867473319
"V33",-0.00514921671097041,-0.0013721914284419,0.00296423785125092
"V34",0.000689528573674362,0.00117961353624973,0.00362781446943576
"V35",0.00177417308501139,-0.00694803678391127,0.00676938114620838
"V36",0.012255789550595,0.00222644320306072,-0.00850817007074641
"V37",0.00164604325484993,-0.00629673820626763,-0.00805098141993417
"V38",-0.0155600684199585,-0.0129570347400344,-0.00698488418179794
"V39",0.00120875999214563,-0.000962681778508301,0.00741004157753857
"V40",-0.00643168971861468,-0.00130048933693856,0.00490261074775964
"V41",0.00419011732690264,0.0035868787865985,-0.00626338744682184
"V42",-0.0280309333523011,-0.0255311388839716,-0.00670852903081506
"V43",-0.00269411986444772,-0.00357919596698951,-0.0043182964095416
"V44",0.00242900233974781,0.00276003960504796,-0.00243741128910682
"V45",0.0202777755907231,-0.00568954610974887,-5.8627191173789e-05
"V46",0.00641624858819265,0.0102299865316632,-0.0148101597302928
"V47",0.0207142151814171,-0.00344566812396899,-0.00206334041159153
"V48",0.00737153832032371,-8.13805183550939e-05,-0.00356709405040126
"V49",0.0162566653101436,0.00206920940509,0.000176749812402691
"V50",0.00277815214170071,0.0049443064599864,-0.00230578673401423
"V51",-0.00938693572077419,0.0121206773171404,0.0022737299803877
"V52",0.00441915803422247,-0.000529655850817724,-0.00130587542512313
"V53",-0.00518713397765409,-0.00539479346703772,-0.00388154746904432
"V54",0.00118068181868422,0.00128981414914464,-0.00104228632011701
"V55",0.00283912469080402,-0.00424672797033502,6.18890446824642e-05
"V56",0.0023122606900295,-0.00207216124260221,0.00068186866168413
"V57",0.00440524557649757,-8.77236281602455e-05,0.00448032186370639
"V58",-0.0112708370536657,-0.00506616489754378,-0.00212686003999091
"V59",0.021834785204936,-0.0180023001686067,-0.0102224786406171
"V60",-0.0125791786579056,0.00828529852467945,-0.00583615420302417
"V61",0.0143337210285049,0.00306019765882663,0.000719290200333004
"V62",-0.00364904311317381,-0.00523597863094696,-0.00746625374854104
"V63",-0.000438409376091424,0.00215806405168011,-0.00169851732999909
"V64",0.00208504237485749,-0.00976574970748189,0.00897551191686917
"V65",-0.00412910343138377,0.00197398331706761,0.00399775868058476
"V66",0.00205794820097578,-0.00656638791676449,0.00514378309996098
"V67",0.000288305367956721,-0.00345377686384096,0.00141623051150934
"V68",-0.0217860086606592,-0.0128879532886332,0.001556960017916
"V69",-0.0115373854306789,-0.0117760340386494,0.0107948866673821
"V70",-0.00555221744366001,-0.00114266340659152,-0.00352387920516834
"V71",0.00348373517972413,-0.00139933166711219,0.00183838345976427
"V72",0.00376982487570838,-0.00851482000736347,0.00160852640813411
"V73",0.0120740332629006,-0.000573915865837902,-0.00715584516318317
"V74",0.00106569672819704,0.00675653764407065,-0.00873757880658428
"V75",0.00661845729924852,-0.0060051795859164,0.00342255712130767
"V76",0.00037372266173864,0.00205158519227057,-0.0015846950127253
"V77",0.000722519082429205,-0.000589837508960357,-0.00104379884380846
"V78",0.0126697219268911,-0.00408961689792136,-0.00326887198910268
"V79",-0.00194682942643407,0.00847727532079319,0.0042996432251405
"V80",0.00511488621313354,-0.00970324795561061,0.000553360625924685
"V81",0.00484836359754431,-0.0147831719870877,-0.0102655098729344
"V82",0.00126653214349407,-0.00634978148417849,-0.00588190350218196
"V83",0.0240402795843385,-0.0284751225950041,-0.00512674155857408
"V84",0.00060013964056603,-0.00124400084540548,-0.00208940302053261
"V85",-0.000819033305246042,-0.00429302180034607,0.00546106360379848
"V86",0.0158100404314655,-0.00212805132594393,-0.00112529032838468
"V87",0.00282836697550692,-0.00380902725492468,-0.000206442153510458
"V88",-0.000155265483265089,-0.00113958964559028,-0.00139060326391915
"V89",0.00976124475672771,0.0113751991683892,0.00105459206391693
"V90",0.0114109590298862,0.00365673462923644,-0.00886252014890758
"V91",0.00232490925332149,0.0118979660413164,0.0130298332196675
"V92",-0.00135404271246413,0.0148910330304316,-0.00690993272939298
"V93",0.000147050167203931,-0.00508432582045437,0.00221189822997909
"V94",-0.00193993475281203,-0.0180336207703749,-0.00687378012467942
"V95",-0.0189044189676323,0.00385168063298556,0.00378191542244201
"V96",-0.00414707748589387,0.00349908807020118,-0.00290579858756116
