"","X1","X2","X3"
"V1",-0.000456211936202544,0.00772803255146806,-0.00779594904501094
"V2",0.000227272956833043,-0.000563923125608016,0.000122910475633484
"V3",-0.00536196272269674,-0.00154345143461265,-0.00588044296719256
"V4",0.000164369599171092,0.00192561131794836,-0.00398933407732742
"V5",-0.000353471567699934,0.000140514134319443,-0.00197923750457583
"V6",-0.00104673206981253,-0.000792914354589406,-0.000602734141252397
"V7",-0.00127944722136215,-0.000104355930670304,-0.0209968812759951
"V8",0.00147252673830351,0.00555138765217908,0.000154958270257247
"V9",0.00814446577711352,0.00942234810348733,0.0164031075265177
"V10",0.0048459077908377,0.0112093508423878,0.00853193725952175
"V11",-0.00367405879577002,0.00313888597695421,0.0082280142226782
"V12",0.0059398721115559,0.00459137699297051,-0.00404408983405749
"V13",0.00453026462713701,0.00880268733645879,-0.00441765723235565
"V14",-0.00497867918453023,0.00487506797727507,-0.00437577365574635
"V15",0.0105595255198331,-0.00222585078345294,-0.00878645175085131
"V16",0.00101426288723967,0.00159000214414144,-0.000942460351385078
"V17",0.00751052046871294,0.0101058899447417,-0.0002608468510762
"V18",-0.000818050767528251,1.55781226722834e-05,-0.000841815261708348
"V19",0.00348274549006115,-0.0030511883224865,0.00361013148490139
"V20",0.00344202110725088,0.00150349412751099,-0.00320011496544313
"V21",-0.0124227376002218,0.011050962745349,-0.00591372750452572
"V22",-0.000305946773966641,0.00268264884025198,-0.00798642062276265
"V23",-0.00118147241725716,0.00189069963317186,-0.00478636699381661
"V24",-0.00753668847392881,-0.0073722706100599,0.00244344302214334
"V25",0.00400538258198786,0.00116040913236463,-0.00189629816396751
"V26",-0.00848631698542999,-0.00153008621432862,0.000299240158687182
"V27",0.00201590668057699,0.0128593088587095,-0.0143241857371987
"V28",-0.00537798054209702,-0.00838003411478579,0.000815871149929697
"V29",-0.00599198320849397,0.0236083000745657,-0.00397789030257273
"V30",-0.0183662698583985,0.00174775285804951,-0.00304987732545107
"V31",0.00213530801482168,0.000782375295546733,-0.0154712836923857
"V32",-0.00082626710183327,-0.00137496120116539,-0.00312340204331567
"V33",-0.00879172472356906,0.00213197360477218,-0.00748255519048527
"V34",-0.000146401698928925,0.00133558046493432,-0.00487968595902877
"V35",0.00259212881152167,0.0059895670949568,-0.012471775503365
"V36",0.0160570130805476,0.000664864661577146,0.00656426657017448
"V37",-0.00509095894300959,0.00862073086627899,-0.00518249097253384
"V38",-0.0104440311730678,0.0114181279511776,-0.00876111306692107
"V39",0.000842854550597801,0.0044493418894332,-0.00349095811548102
"V40",0.00678923629484783,-0.000158209030537918,0.00881308523333937
"V41",-0.0101365878147156,-0.00362786886358867,-0.00279163552406503
"V42",-0.000640692867038183,0.00957771903026303,-0.003701507027062
"V43",-0.00822385557660053,0.00335141520681139,0.00915726161688044
"V44",0.00112297777370654,0.00430987517139245,0.00177891275158459
"V45",1.42036946612609e-05,0.00522702237816684,0.00594434934063637
"V46",0.000137299518697012,0.00922781870862767,-0.0029010300114153
"V47",-0.000780181947896826,0.00413833931479109,-0.00164143333622368
"V48",-0.000836211525040966,0.00889909754982182,-0.00615908489636196
"V49",0.002038806692801,-0.00336768245281507,0.000507005012575029
"V50",-0.00114448460137163,0.000818044934503604,-0.00721218705222656
"V51",0.00576101717809091,-0.0118134295493701,-0.00654841721718141
"V52",0.00969352249145804,0.00827214483443513,-0.0108383097574262
"V53",4.69692453185089e-05,0.000178889360132322,0.00164348392549267
"V54",-0.00304219564120335,0.00406827383830029,-0.0021168313352421
"V55",0.0080036464712279,0.00146494060840289,-0.00652277881963419
"V56",0.00878059672979003,0.00483376945439623,0.00696417523615778
"V57",0.00221275815398846,0.00112085862374991,0.00744210291699263
"V58",0.015388733343023,0.00145678192469292,-0.011987416870332
"V59",0.000437723655754418,0.000105124160182576,-0.00202782489897086
"V60",-0.00874730846209749,-0.00598032126064159,-0.00278587266419481
"V61",-0.00832884376555304,0.00203058587067588,0.00853558947236363
"V62",0.00749609238211545,0.00305655397457487,-0.000629079607447762
"V63",0.00780064149409615,0.0113706753949232,-0.0045843410755497
"V64",0.0043609057833384,-0.00340229797731561,0.000182088490994864
