"","m"
"V1",-0.000209221701569245
"V2",5.69950091472218e-05
"V3",0.00623729059928561
"V4",-0.00118064077355882
"V5",-0.000152729373360463
"V6",0.000666974168745118
"V7",0.00350963255876428
"V8",0.0686702041773478
"V9",0.00511847698960865
"V10",-0.0164993257073158
"V11",-0.00365316308731085
"V12",0.00400033775640956
"V13",0.00201163733475135
"V14",0.00985222269058337
"V15",0.00380205382160301
"V16",0.018351715568791
"V17",-0.00440924552058049
"V18",9.05124112881048e-05
"V19",0.00937451988795045
"V20",0.000657808205310378
"V21",-0.00596665328725942
"V22",0.00406261568710707
"V23",0.00306225079935085
"V24",0.000382585365513178
"V25",-0.00130854236701113
"V26",0.00382448895741306
"V27",0.00487118996569467
"V28",-0.0037836995060682
"V29",0.00615124221664402
"V30",0.0126849722785729
"V31",0.000980859892697893
"V32",0.0017742337651864
"V33",0.0104733733612684
"V34",-0.00764304784938473
"V35",0.011073318949872
"V36",0.00706084577015582
"V37",0.00295701038367553
"V38",0.00700214367098725
"V39",-0.00121542275995696
"V40",-0.00408234613996282
"V41",0.00314700151597561
"V42",-0.000291840150342379
"V43",0.00104935434762543
"V44",0.00867106622962477
"V45",-0.00574856370032181
"V46",0.00486879174774833
"V47",0.00293870075650683
"V48",-0.00520909028482541
"V49",-0.00120781689215615
"V50",0.00820928319040038
"V51",-0.000936648772659518
"V52",-0.002469627570292
"V53",-0.00555156609746138
"V54",-7.277681160582e-05
"V55",0.0010052316192237
"V56",-0.00569831786936773
"V57",0.00234401444192946
"V58",-0.0105890094878866
"V59",-0.0122522817400368
"V60",0.0116046620464816
"V61",0.00223054046533336
"V62",0.00486249632095422
"V63",-0.000985545209088163
"V64",-0.00497350771993124
"V65",-0.000981855959478214
"V66",0.00921798084294233
"V67",-0.00538810656946342
"V68",0.00236533192319028
"V69",-0.0037719954052685
"V70",-0.000243603015134535
"V71",-0.00388035722113567
"V72",-0.0110751638474825
"V73",-0.00178612392435073
"V74",0.0024731105557907
"V75",0.00317590809250124
"V76",-0.0203745110868353
"V77",-0.0360719946770482
"V78",-0.0089914979116003
"V79",-0.00342606753593866
"V80",-0.00573548195569061
"V81",0.00677650388255875
"V82",-0.0037280420061415
"V83",0.000557509773826054
"V84",-0.000216949756978185
"V85",-0.00318275158765236
"V86",-0.00808200542332985
"V87",-0.00140742939101626
"V88",-0.00166571543256603
"V89",-0.00311802467295492
"V90",-0.00810875796651353
"V91",0.01058794089795
"V92",0.00656355731423815
"V93",0.00503557259167456
"V94",0.00489270359843696
"V95",0.00584310440280995
"V96",0.00394137521266016
"V97",0.00244141473062081
"V98",0.00209268783153285
"V99",-0.00568035171084965
"V100",0.00522106013174935
"V101",0.00442845697984339
"V102",-0.00202308681186284
"V103",0.00138483651721302
"V104",0.00261277303533456
"V105",-0.00189901387655041
"V106",0.00131775970714151
"V107",-0.0174026071300052
"V108",0.00252085721015788
"V109",-0.00158768111282996
"V110",0.00562310333630099
"V111",-0.0112044549719085
"V112",0.00838952554668329
"V113",0.00355564216625197
"V114",0.000476535456810742
"V115",-0.00502548063149057
"V116",0.00442816674639884
"V117",-0.00404647929440679
"V118",-0.000899856526556105
"V119",-5.58774419971714e-05
"V120",-0.000589352340449912
"V121",-0.000845835654306338
"V122",0.00100224938680198
"V123",-0.00125859446254902
"V124",0.0111583532906618
"V125",-0.00437108325253965
"V126",0.00293416315066164
"V127",0.000683679802155201
"V128",-0.00676095130588148
"V129",-0.000252125762267978
"V130",-0.00890806306505516
"V131",-0.000308093008104294
"V132",-0.00160923335101687
"V133",0.00431080128166728
"V134",0.00479926131798607
"V135",-0.0016439018516097
"V136",0.000511218468459939
"V137",0.000998522919183185
"V138",0.00398935349948314
"V139",0.00806756896103687
"V140",0.00424348095036959
"V141",-0.00134067877319806
"V142",0.00137373363248137
"V143",-0.000372141998890695
"V144",0.00626763940310428
"V145",-0.000520192374543767
"V146",0.00135486862330393
"V147",-0.00886911326316298
"V148",-0.000573012761392401
"V149",0.00033561109964743
"V150",-0.00525325800134691
"V151",0.000246543245455237
"V152",-0.000560673581962375
"V153",0.00138981942961813
"V154",0.000507637361131763
"V155",0.000201639574877986
"V156",0.0181033773573289
"V157",0.00394357641964767
"V158",-0.00594556782460707
"V159",0.00682134000695678
"V160",-0.000627170689000866
"V161",-0.00509034716502872
"V162",0.00147679192969519
"V163",-0.0376904132821238
"V164",-0.000478196131406214
"V165",0.00327448288058574
"V166",0.0020737788416422
"V167",0.00595923301797114
"V168",-0.0019928394970183
"V169",0.00182490035841821
"V170",1.29787776704532e-05
"V171",-0.00209048200968386
"V172",0.0158835470710653
"V173",8.21857703278273e-05
"V174",0.00410046688833417
"V175",0.00962624470381598
"V176",0.00379666392181757
"V177",0.000535939687737378
"V178",-0.00373021313961704
"V179",-0.000562554248789886
"V180",0.00150303059120164
"V181",0.00348354389444327
"V182",-0.0154404354185687
"V183",-0.00124393063152762
"V184",0.00103204927651251
"V185",-0.00264905792030508
"V186",0.00533193416963023
"V187",0.00515705807868454
"V188",-0.00217798104531812
"V189",-0.00810176467257696
"V190",-0.00261117922770382
"V191",0.00221625352166308
"V192",-0.00425868475863214
"V193",-0.00367245390211564
"V194",0.0062094623732338
"V195",-0.011181865297483
"V196",0.00202704947328689
"V197",-0.00122487928910231
"V198",-0.00139278776325152
"V199",0.0109976816612112
"V200",0.000116146169263475
"V201",0.00761194263336104
"V202",0.00370707571465597
"V203",0.00147475350210821
"V204",0.000286561904709243
"V205",0.00716673908621413
"V206",0.0033228146894433
"V207",0.00112221383414139
"V208",0.00353941867720767
"V209",-0.00241263980706413
"V210",-0.000796691740115587
"V211",-0.000243639690067636
"V212",0.00398646284578763
"V213",-0.000520607701898354
"V214",-0.00388462211485237
"V215",0.000968986033874236
"V216",0.00117510130937679
"V217",-0.00717502043451119
"V218",-0.00377561227497923
"V219",-0.00248836977185254
"V220",-0.0123952990472005
"V221",-0.00124289561909952
"V222",0.000266084899582888
"V223",0.00485234529436647
"V224",-7.05253473123323e-05
"V225",-0.00431955493558064
"V226",-0.000250170226782773
"V227",0.00513278938231732
"V228",-0.000987913892893602
"V229",0.00164766890490418
"V230",-0.00471413204056201
"V231",0.000770223646316426
"V232",0.000192505413324271
"V233",0.00459871519329887
"V234",0.00010737284795645
"V235",7.96279469020679e-05
"V236",0.00849701977735769
"V237",-0.00244655526172957
"V238",0.00164223522658508
"V239",0.000168024129110521
"V240",0.00435114217295524
"V241",-0.000172072479373085
"V242",-0.00333261372411741
"V243",0.00973463992047288
"V244",0.00174805498463858
"V245",0.00234884721257679
"V246",0.000884253931245521
"V247",0.00873923252618308
"V248",-0.00709858296312311
"V249",0.00274229083441435
"V250",0.00558509797008265
"V251",0.000611406810977193
"V252",0.00108488814313631
"V253",0.00840788346099073
"V254",-0.0009898796755431
"V255",-0.00152251888804702
"V256",0.00810228782707876
"V257",0.00634087260745189
"V258",-0.00384674405472589
"V259",0.000384036832650902
"V260",0.00820109339093686
"V261",0.00484003748863247
"V262",-0.00435712143869161
"V263",0.00945772123455431
"V264",-0.00503810912093864
"V265",-0.000601141579004076
"V266",-2.85154449510142e-05
"V267",0.00312384255328203
"V268",0.00278145579508964
"V269",0.00178198944356075
"V270",-0.0013082951555937
"V271",-0.00247500002914752
"V272",-0.00381240312418106
"V273",-0.00650330479756089
"V274",0.00324391755886863
"V275",0.00809663746445254
"V276",-0.00733191584910392
"V277",-0.00612023612795885
"V278",-0.00127825398561214
"V279",0.00711589755986718
"V280",0.000450621276587748
"V281",-0.000923416409553776
"V282",-0.0665271180345253
"V283",0.00562809489096821
"V284",-0.0102225358078454
"V285",0.00310012002214389
"V286",-0.00149281906286473
"V287",0.0490550687464056
"V288",-0.00785467585950434
"V289",0.0102013184102153
"V290",-0.000120273104493733
"V291",-0.00197797060203177
"V292",0.00212655357327278
"V293",-0.00578946947890007
"V294",0.000221041759362118
"V295",0.0100205471717479
"V296",-0.00272080555888938
"V297",0.000970213849264713
"V298",-3.61284891099336e-05
"V299",-0.011956937065599
"V300",0.0016335879724593
"V301",-0.0221523057992478
"V302",7.59566038856153e-05
"V303",0.00021548796536337
"V304",0.00249642743707203
"V305",-0.00262794557768249
"V306",-0.00675890559951082
"V307",0.0101869009526398
"V308",0.00409373331357333
"V309",0.000171071503182593
"V310",0.00601540280054349
"V311",0.00533392396220128
"V312",-0.0161521197916993
"V313",0.00186327037385907
"V314",-0.0133513159280689
"V315",-0.00934722234480197
"V316",0.00459159930591737
"V317",0.00391046556027511
"V318",-0.000219357696630118
"V319",-0.0039194901203428
"V320",0.00815769738752241
"V321",0.0018310970757461
"V322",0.00108828718450883
"V323",-0.00212011299069523
"V324",-0.00106402521034796
"V325",0.0106503067816422
"V326",-0.00111181314646887
"V327",0.0017113678496255
"V328",-0.00301431645954782
"V329",0.0340897386473546
"V330",-0.00101990741980087
"V331",-4.88164597546026e-05
"V332",0.00419344912879526
"V333",-0.00186687672282924
"V334",0.00157854733550253
"V335",0.00135924374868667
"V336",-0.00815643561648488
"V337",-0.00768836318578023
"V338",0.00296495828172434
"V339",-0.00486412858741121
"V340",-0.000852670881105227
"V341",0.003989616299652
"V342",-0.012218536061587
"V343",0.00707944884545153
"V344",0.0001169398431731
"V345",0.00951670706770063
"V346",0.00403087416382956
"V347",0.0100129807635515
"V348",0.00140992156847669
"V349",0.00300674712342268
"V350",0.000887384013109259
"V351",0.00453059914711658
"V352",0.00876824421565373
"V353",-0.00159801051287923
"V354",0.0034746544356642
"V355",0.00155903020141216
