"","m"
"V1",-0.000117411981003699
"V2",-0.00233429934143589
"V3",-0.00441811473871074
"V4",0.00144897018843008
"V5",-0.0104474989357478
"V6",0
"V7",-0.00920271633524919
"V8",-0.000560388535420924
"V9",-1.09202304372795e-05
"V10",0
"V11",-1.58780993303887e-05
"V12",-0.000875837067273059
"V13",0.000375282022528211
"V14",-4.61010153984405e-05
"V15",0.000576767536211434
"V16",-2.65784239507667e-05
"V17",7.78622850637713e-08
"V18",-0.000147741572476624
"V19",0.0189241453943055
"V20",-0.00100161504990782
"V21",-0.00099656829770024
"V22",0.00632082178658006
"V23",-0.00524033453096603
"V24",0
"V25",3.49938033086329e-05
"V26",0.00328452668991567
"V27",1.55283348614922e-06
"V28",0.000981851034620166
"V29",-0.0126275259222642
"V30",-2.17379187886082e-05
"V31",0.00567583689991929
"V32",-0.000178621977870973
"V33",0.00503401616451845
"V34",-1.10203982495239e-06
"V35",0.010964780383393
"V36",-0.00576941495585497
"V37",-0.000941428463436002
"V38",1.38921355838867e-05
"V39",-0.0125917576902407
"V40",-0.000159344826624398
"V41",-0.00605407130277467
"V42",3.63252793268142e-06
"V43",1.11521989304407e-06
"V44",1.40240871484863e-05
"V45",6.56147905214375e-07
"V46",-8.7095056127599e-05
"V47",-0.0110859639632905
"V48",-0.00655234539726139
"V49",-0.0010251684022719
"V50",-0.00130102716419149
"V51",-0.00377917291659754
"V52",-0.010912642212779
"V53",-0.00313465640353849
"V54",0.00454983641384374
"V55",0.00637781228733601
"V56",-0.00367894010388857
"V57",-0.000413778304248896
"V58",0.00177948639347476
"V59",-0.00330194504436888
"V60",0.00014733840727596
"V61",0.000272950091197728
"V62",-0.000705400493486195
"V63",-0.00182585443417867
"V64",0.00164782871623426
"V65",0.0114419746998003
"V66",-0.000688123617290266
"V67",-0.00368199040935663
"V68",0.000130533148960864
"V69",0.00348585851895778
"V70",-0.00138118501250541
"V71",-0.00754305507448555
"V72",-0.00358642711568976
"V73",-0.000490282230204533
"V74",0.00865803437290165
"V75",1.17605721322539e-06
"V76",-0.028024274256581
"V77",-0.000115705933179382
"V78",-0.000200162016735357
"V79",0.00498521893380553
"V80",0.0149251605811997
"V81",-0.0176814938585966
"V82",-0.00638993778860265
"V83",-0.00938846990563977
"V84",1.09504315604342e-05
"V85",-1.22746728715733e-07
"V86",2.57435369369569e-05
"V87",0.00139397039940853
"V88",0.00446630197101901
"V89",0.000643528644499991
"V90",-0.00307516207792636
"V91",-0.00233614347512997
"V92",-0.00301613558608674
"V93",-0.0207429263752058
"V94",-0.00202696036815584
"V95",-1.09862283872285e-05
"V96",0.0136246703971337
"V97",-0.000668052826943118
"V98",0.00264420857150163
"V99",0.000101303794502685
"V100",-0.00583563275509486
"V101",0.00675347246972849
"V102",-0.00154071484569451
"V103",-0.0103654536674936
"V104",-0.0094511681259356
"V105",0.011405966015051
"V106",0.0099184963436895
"V107",-9.58674182881503e-05
"V108",-0.000515922024897651
