"","X1","X2","X3","X4","X5","X6","X7"
"V1",0.00026043488368449,8.34303652595784e-05,0.000130531111310795,-1.6280951685007e-05,1.63987144965127e-05,-0.000394770164552023,0.000218267348528676
"V2",0.0039582220884417,7.52425693388321e-05,-0.000506690398765022,-0.000108167695423893,-0.00330247915431121,-7.20546207062183e-05,-0.00284175377228629
"V3",0.00385839778508783,-0.000153131674468644,-0.00333006786033566,0.00125567264294266,-0.00374554811970527,-0.000752419988816634,-0.000775199113512369
"V4",0.00857484178254045,-0.000179940530486722,-0.0012493957275292,0.00403050390902227,-0.00930529565109462,-0.000477496048407805,-0.000502320850454641
"V5",-0.00590201187260063,-0.000927059030296403,0.00323564059043951,-0.0113754650925782,-0.0198173085935762,-0.00421289213495005,-0.00579000800215695
"V6",0,0,0,0,0,0,0
"V7",0.00517511637450078,-0.000810431060365218,-0.0033443341327949,0.00559690345351753,-0.00621942702928327,-0.0158124508684991,-0.0128667663715823
"V8",0.00398308044230032,0.00147497996448718,0.00190039335203042,0.00189275267159918,9.92925677972383e-05,-0.00373637359486579,-0.00127093177967675
"V9",0.00318433438484444,0.0024299428240802,-0.00124095100821521,-0.00540227588533073,-0.00921588994930655,0.000396037906556987,0.0068897862247601
"V10",0,0,0,0,0,0,0
"V11",0.000389185708412476,0.00076618632022813,3.05854640246816e-06,0.000380921261211946,-0.00287275447380815,0.000684264804984226,0.000939118410911095
"V12",0.00173293083855126,0.00251418378016043,-0.00675491316163487,-0.00487676779117351,-0.0127637125766849,0.00487999907624098,0.00396823102267876
"V13",0.000586883404597646,0.000254661141457809,0.000284289077578546,-0.00181677291448123,0.00077325142258588,-0.00242240320093605,0.00126644369949907
"V14",0.00351987014065806,0.00184091384002117,-0.00493959774277995,-0.00765601306744331,0.00164889539079662,-0.0043721925757218,0.00928788354266574
"V15",2.26739657505006e-05,0.000832987825411445,0.000295601712303251,0.00121882638944264,-0.00170722151650252,-4.88440966468377e-05,9.53266704773347e-05
"V16",0.000319109168706186,-0.000435190125848881,-0.000292164393109793,0.000232740348624697,0.000131484747119713,-0.000114395691278236,0.00170424705895984
"V17",0,0,0,0,0,0,0
"V18",0,0,0,0,0,0,0
"V19",2.17802173974892e-06,9.88050547772893e-06,7.99900788189158e-06,2.7228776396407e-06,2.67753853946393e-07,7.38454887051836e-07,-8.74377995921191e-07
"V20",0.00184116106856629,0.00201197639965859,0.0119843188003169,-0.000429309205259242,0.00992634432665521,0.00766895850358959,0.00883176516430248
"V21",0.00361365970017228,0.000604372068050047,-0.00105069793711377,0.00146017631497257,-0.00239037212019946,-0.00208843225536287,0.00302153465264138
"V22",0.00560574012435097,-0.000105774601899778,-1.75456346975503e-05,-0.00391980553422321,0.00216576777908427,0.00570472891710681,0.00222658159189628
"V23",-0.00614625392990644,-0.000491980854769161,-0.00317296085542634,0.000820387050037437,-0.000177960652887671,-0.00373588087739677,-0.00188213034050613
"V24",0,0,0,0,0,0,0
"V25",1.46638215318834e-05,5.02866389246103e-05,3.2046224607902e-05,6.38103779412322e-05,-2.07176239178615e-05,6.8542097744102e-05,-3.30408733911573e-05
"V26",0.00692543498024326,0.00338557829693363,-0.00548636915276586,0.00600516300250728,0.00389488188216121,-0.0197763260254059,-0.00530660633728487
"V27",4.12233301372394e-05,-2.53140910113302e-05,-3.93320648551634e-05,1.04240216248359e-05,-8.54645706413093e-05,-7.35212665192753e-05,-3.17380479719702e-05
"V28",-0.00983673674338314,0.00231263033768135,-0.00667312402598405,0.00469667322668503,-0.00188709807482627,-0.00627029949638313,-0.00243585295395687
"V29",-0.000128466951157094,0.000244351038961484,-0.000200882468623404,7.88163414108357e-05,-3.23289250156038e-05,-0.000235304618028341,0.000290512769171794
"V30",-0.000152226007131441,-1.78355525823866e-05,-0.000111211362433623,-2.59663845378682e-05,-6.06695800677692e-05,-0.000221744185905159,-6.14425026640328e-05
"V31",4.56057289907735e-07,3.85519452423825e-06,-2.31874148931342e-06,4.2291118425731e-06,-2.00707840272806e-05,-1.43141569441176e-06,-1.92674395208773e-06
"V32",0.000261070394614395,0.000243180233687894,-0.000474283444768051,0.000157376458644744,0.00031986832723839,0.000159602921567004,0.000406007637942363
"V33",-0.00145967091213975,-0.00146988556681281,-0.000555568167410202,-0.000413376200232478,-0.0021503826759194,-0.00212241621704334,-8.09142411368898e-06
