"","X1","X2","X3"
"V1",-5.41322247946803e-05,-0.000200241675024916,1.29545178810445e-06
"V2",-0.00122553813986439,-0.000978978905766512,0.0010918966387183
"V3",-0.00139900351770598,-0.000856057084270747,0.000341094646368349
"V4",1.96797608663555e-05,-0.00196827891541737,0.000718014597705476
"V5",-0.0036021656575591,0.00202675707424596,-0.00590356887590756
"V6",0,0,0
"V7",0.00190359130951501,-0.003761972791388,-0.000613219924368433
"V8",0.000984821844354234,-0.0030669804601283,0.00213865293951106
"V9",0.00170217550696602,-0.00046138228468419,-0.0101319510509968
"V10",0,0,0
"V11",3.5771909742445e-05,-3.16993835410396e-05,-0.000195966673401018
"V12",0.000117525709697218,-7.69101577601249e-05,-0.000235307820039338
"V13",-0.000152807879235506,0.000254346855060303,0.00220696016738375
"V14",0.000802042694902892,0.000164233122892435,-0.00448791752235507
"V15",-0.000145502163341441,9.00911411664424e-05,0.000506398483932127
"V16",7.39066209119128e-05,-0.000154687582789305,-0.000127020652579059
"V17",1.07184190006992e-06,-2.16264211104882e-06,9.93268073525544e-06
"V18",-0.000120954271894469,0.000116536619425322,-0.000636516794699456
"V19",-7.82306904236007e-06,9.87079979526664e-09,2.12246167382529e-06
"V20",-0.000272908369204357,0.00157073023566559,0.00258402574105348
"V21",5.6533365196511e-05,-0.00144989259123636,0.00228486042088679
"V22",-0.00145998057546543,0.00586812835360692,0.0054453696665689
"V23",-0.00148565822824597,-0.00448874019715236,0.00176631502066885
"V24",5.90864233633455e-05,9.80958573720438e-05,-0.000278117525799072
"V25",2.55741434611554e-06,4.56481125379663e-05,3.2519045215542e-05
"V26",0.000157115577683291,-0.00305930390144396,0.00471997590593092
"V27",-0.00306962701683498,4.68236141923664e-05,-0.000821029283071131
"V28",0.000135749914248466,-0.00556206024931857,-0.00488095094137368
"V29",-0.00045551418140141,0.00129280325495594,0.000405208064715416
"V30",2.12658478025687e-05,-5.96845068304266e-05,-2.84149480673495e-05
"V31",-2.73950922192974e-07,-2.64191856034387e-06,-4.57890393693957e-06
"V32",-0.0157073509077995,-0.00117495964536393,-0.00199625859766042
"V33",0.000261095603947807,0.00143601494775153,-0.00065822741410553
"V34",-0.00520708957179636,4.58917203238663e-05,-0.00128394908516397
"V35",0.00264949816030367,-0.0105409205313353,0.0145031948627022
"V36",0.00198689477614717,-0.00613915150777917,-0.00148004707990438
"V37",0.00018279633147493,-0.000638981777348656,0.000551280267544191
"V38",-0.000235250745950738,7.66958584030525e-05,0.00010359373438466
"V39",0.00107767868426262,-0.00307154043220243,-0.00571717769498241
"V40",1.80129504721084e-05,-7.52058556877769e-06,-0.000239515883473737
"V41",-0.000885227683165173,0.00815271068346952,0.002094174832714
"V42",-0.00244465701301392,0.00101026347083637,-0.000544899558371117
"V43",2.74388517991477e-06,0.000376629965294733,0.000161320381570136
"V44",0.000224087257542837,-8.85819879483665e-05,-1.82567206917552e-05
"V45",-6.58471377597652e-05,0.000865930184131791,0.000410606891602954
"V46",0.000917056142718156,-0.0010525641009066,0.000247534896964126
"V47",-4.53567346042084e-05,0.000321295617807589,-0.00779466631827035
"V48",0.000147362442672866,0.000794074197205665,0.00155612321815427
"V49",-0.000100799272205663,-0.00148717576844398,-0.00172039961234558
"V50",-1.78502143959639e-05,-0.000257719892191866,-0.000696313011654837
"V51",0.00134578486698676,-0.00266007510419247,-0.00457217563556289
"V52",-0.00805842942353678,-0.0127642426959956,0.00643207142628554
"V53",0.00207801436684321,-0.00294630661773938,-0.00225970536604867
"V54",-0.00247206393718739,0.00313035658189953,-0.000374644375565856
"V55",-2.03380932998513e-05,0.00448924911508865,0.00429314266309467
"V56",0.000688374907828612,0.00403215962206987,0.00326552307361087
"V57",0.00147982738265473,-0.0030897681540228,-0.00143694417482397
"V58",0.000164788284664796,-0.000685480794838099,-2.27256456540118e-05
"V59",-0.000136454134412671,0.000155758435876328,0.000229131580117033
"V60",0.0011471383129815,0.0232785725726375,0.00314004470263845
"V61",2.01491132021561e-06,0.00379101469838092,0.00194922557554998
"V62",-0.00046122190210724,-4.57470870552209e-05,-0.000185420040282618
"V63",-5.84661749969545e-05,-5.44886690760579e-05,-0.000874321936197575
"V64",7.57351884736684e-05,-0.000390393569507679,-0.000349777018761383
"V65",0.000326620833465377,0.0218701246813645,0.00398530214023037
"V66",0.000104988255415646,-0.000453357083302882,0.00238070956505949
"V67",-0.000122203374958069,0.000471537055174767,0.00143118158550117
"V68",2.99945766426566e-05,0.000121568217602713,-7.60317646525301e-05
"V69",-0.00650865688657724,0.0111201329764638,0.00727004273794341
"V70",0.000608219054724767,0.0147709222694568,0.00122571080675357
"V71",-0.000455821205531875,-0.00113114670097959,-0.000457588634848951
"V72",-0.000605149021742073,0.0432320826641455,0.011078277456558
"V73",0.0037445134449993,0.0456028791708579,0.00115063768653153
