"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"V1",0.000174794057125515,-0.00212424399311924,-0.00145280625363658,-0.00141656137214871,-0.00142567059000983,0.00293896072668392,0.00483325962276191,-0.00336346899968975,0.00103151945369078
"V2",0.00864583163977156,0.0121249365253783,0.00415128569885262,0.000401112074618041,0.00223781213945944,0.00501523883863328,0.00256483709825043,-0.00248603827134314,0.00175798733141973
"V3",0.00422690134354301,0.00794725004591307,0.00342923996760007,-0.000583547837390165,0.00210890176505977,0.00311017446270676,0.0024446988717378,-0.000286392756898759,-0.0011284786139793
"V4",-0.00220149473615669,0.000272788478275313,0.00127606549142886,-0.000834592431285152,-7.88548516835184e-05,-0.00109744260561888,-0.00167879576589304,1.31350720445783e-05,-6.68935598411607e-05
"V5",0.000285326555204735,-0.00756286841877293,-0.0279268605255651,-0.00116159985158098,-0.00308373004969636,-0.00544677834173128,-0.00745791095856016,-0.00359949278828115,-0.0118923184401859
"V6",0.00299136863349895,-0.00772278646340649,-0.00960564015876893,-0.00648360784817188,-0.00211917382988661,0.00837812201420519,0.0234372379358504,-0.00496112105844121,0.00685480761755266
"V7",0.00240733793169825,-0.00176868254885454,-0.000165257997444847,-0.00257191742697557,0.00194277526846658,0.0028432938974864,0.00601134024031998,0.00364090468499405,0.0021714933463644
"V8",0.000363906102018754,-0.000900667691076222,-0.000745649843847039,0.00337536635344914,0.0023846390198023,0.00228552558787509,-0.00162538951416881,0.00313527799708723,-0.000177393827608451
"V9",-0.000135061861800875,-0.000408518859439541,-0.000891570615343685,-0.00161146937925105,-0.00107944920160757,-0.000811999894863857,0.000586118082460104,0.000834640296625993,0.000731216353296461
"V10",0,0,0,0,0,0,0,0,0
"V11",0.030894373467333,-0.0140846062074173,-0.0110621430010081,-0.0469535922280149,0.00812976325465447,-0.0110806264308655,-0.000304024186087084,-0.00239179174959278,-0.0158735765770696
"V12",0.00237189646012001,-0.00363961938029029,-0.00462003822259178,-0.00149215418753755,0.00201825578601529,0.00270345149708746,0.0119672656097527,-0.0035803140348063,0.00678998563433571
"V13",0.000101120713318172,-0.000105866400459037,-0.000293324856839592,-2.6212287758389e-05,-0.000839523350235306,-0.000510766754559349,-0.000548602705127633,-0.000564422364064404,0.000262231103791035
"V14",0.00175168357027287,-0.00135860052966782,-0.00535420854214693,-0.00219884350213589,0.00327201889203456,0.0051235626796444,-0.00329631180901958,-0.00383174093836764,0.00700949539462733
"V15",-0.0631669164860522,0.0308186290281773,-0.00379543046982657,-0.0402909204040095,-0.0285820671903329,0.110345251288604,-0.00198726487254321,0.0345326244545751,-0.0200956482293418
"V16",0.000476222581065887,0.00123653988662482,0.000415517833419041,-0.00139993819517102,0.00109500348832067,-0.00233316108899065,0.00207127227523198,-0.00232850168093657,-0.00105391212950708
"V17",9.90393684437959e-07,-1.36849394667677e-06,-9.17747212224605e-06,6.59298712637657e-08,8.86581537264723e-06,4.39839179848747e-06,-2.15598854941575e-05,1.07341131001328e-05,-3.28430706456493e-06
"V18",0,0,0,0,0,0,0,0,0
"V19",-2.21657549864459e-05,-4.96414367883978e-05,8.23862797631443e-05,9.1906479683833e-05,6.24945939922073e-05,-9.0389584300216e-06,2.0929840056008e-05,0.000144451375775879,3.72373481142924e-05
"V20",0.00129420484057318,0.000235226416089749,0.00505368170277201,0.00321185784719905,0.00209161609223742,0.00364205125394786,-0.00194698508685227,0.00291235905647766,0.00271389307834224
