"","X1","X2"
"V1",0.000198941291310988,-0.000165535845702616
"V2",-0.00179073582333977,0.00200409936875987
"V3",-0.00195092435172222,0.00362994848931391
"V4",-0.00234311668581673,0.000632241399364028
"V5",0.00140597529280436,0.000451364666252142
"V6",0,0
"V7",-0.00234710918132624,-6.88405012673886e-05
"V8",-0.00248785394921497,-0.00410642524443362
"V9",1.24953988779089e-05,-1.83105944731226e-05
"V10",0,0
"V11",-3.44338494722007e-05,6.82066968406332e-05
"V12",-8.09458558169223e-05,-3.61294473134374e-05
"V13",-9.3459043487305e-05,3.01718512415527e-05
"V14",-4.52023444039813e-05,0.000262773692381568
"V15",-0.000110317777262204,-0.000597681469434395
"V16",0.00201380657524163,0.00175986312774857
"V17",0,0
"V18",2.69400938818519e-05,0.000116384835835857
"V19",-3.35227699922685e-07,6.09826907797814e-07
"V20",-0.000641000272602162,-0.000818323408606025
"V21",0.000706925210457154,-0.0020119360748319
"V22",0.00599989555947571,-0.00376879402844755
"V23",-1.3518960275558e-05,-7.55795482343146e-05
"V24",0,0
"V25",0.0756824318472682,-0.00111156689838597
"V26",0.00150618215272675,0.00440786959420678
"V27",2.68865547882982e-07,1.82908184428241e-06
"V28",-0.00358669322767456,-0.000883361031398251
"V29",0.000885762006724262,-5.84959883172165e-06
"V30",-8.65737452686108e-06,-5.0948054157683e-05
"V31",2.28446014796086e-07,-1.46262634956098e-06
"V32",0.0711342719858259,-0.00800302136448624
"V33",0.000213282702445478,-0.00103394989137945
"V34",-4.38560296384059e-05,8.40418804040595e-05
"V35",-0.000790286327074869,-0.000347131889807922
"V36",-9.00417278914275e-05,-0.000317631151720082
"V37",-1.14921216012687e-05,8.0183291245163e-06
"V38",8.38114296037375e-05,0.000142365551617571
"V39",-0.00548642446560475,-0.000681858966752107
"V40",0.000289544392223008,-6.24846884603589e-05
"V41",0.00910959919830177,0.000235912823288191
"V42",-5.28323704313408e-07,1.95739446340434e-06
"V43",2.04686331513338e-06,2.96991336166894e-06
"V44",-1.39805715040586e-05,-5.80944567374293e-06
"V45",2.86199074054026e-07,-9.43994707685782e-07
"V46",-0.00105803028957429,0.0015612825158505
"V47",0.00503926107786987,-0.000599534382083619
"V48",0.0194938067098781,-0.00121074662543186
"V49",-0.00213193427908353,0.000985872133958619
"V50",0.000319742543389872,-0.00114395579310892
"V51",0.000870936608323349,0.00107455031245848
"V52",0.0029733920303482,0.0011788163111667
"V53",0.00202459518313129,-0.000668864308439705
"V54",0.00810569668780491,0.00344045896666903
"V55",-0.0032685895881352,0.0049142480707566
"V56",-0.00523772404993175,0.000841276527432664
"V57",-0.00261872307177186,-4.69764828553829e-05
"V58",0.00184440327889686,-0.0927961955608344
"V59",-0.00142532162930404,0.011416235527449
"V60",0.00055157008710273,-0.00037655150654832
"V61",-0.000295750539559285,0.00281238411639112
"V62",1.52538485670528e-05,8.04590423268867e-06
"V63",-5.9519086767783e-05,-0.000100576438447887
"V64",-0.0024122690679204,0.00306127832613693
"V65",-0.00794908238083979,0.00459766459287914
"V66",-0.00674030888973335,-0.101984294422922
"V67",0.0014439382776281,0.0013329669783343
"V68",5.9605071427739e-05,1.62605893011919e-05
"V69",0.0069790422249515,-0.00328123528358485
"V70",-0.000331539719370307,-0.0012980112945443
"V71",0.001149314418327,-0.000702772947483773
"V72",-0.00449525335638292,-0.0254225334590544
"V73",0.000678098684356117,-0.000687674700774133
"V74",7.99960064508831e-05,0.000999977586413255
"V75",1.20385136262042e-06,-3.24242301486083e-07
"V76",0.000237346629217518,-7.12797964009391e-06
"V77",-0.000109913092346848,-5.02561786605499e-05
"V78",9.71056861851934e-07,-3.37156076896521e-06
"V79",-0.00173321183766049,0.00274846643561321
"V80",-0.00430130631162934,0.00227366932063786
"V81",0.000420353182700418,-0.00201254479453802
"V82",0.0135038257628833,-0.00629326571776437
"V83",-0.000141615118448255,-0.000745784381061568
"V84",-8.46573729021936e-06,-1.67793684524116e-05
"V85",0.00676914343674773,-0.000675225024827922
"V86",-5.81849310825271e-05,-2.63822331719801e-05
"V87",2.64465027320016e-05,-0.000103458500571739
"V88",-2.65383172982913e-05,-2.56214381629782e-05
"V89",-5.97493243804789e-05,-0.000240740976754166
"V90",-0.00041140001160357,0.000345069951045764
"V91",0.000911699704263294,-5.78603212085317e-05
"V92",-0.000153758161122191,0.0002105925653583
"V93",-0.000694006512303268,0.000660530643911013
"V94",-0.000124387261912735,6.54687992831437e-05
"V95",-0.000938672392573007,0.00468918572045378
"V96",-0.000914866982200755,0.00196716066157991
"V97",-0.000578005672659678,-0.000320981812732947
"V98",0.0116493799895489,0.00353383991931189
"V99",-0.00195557771119217,0.000544817498037048
"V100",-0.00547052930572625,-0.00165476713637882
"V101",-0.00143657646000797,-0.000870231115107552
"V102",-0.00195183180141584,0.000679346935653449
"V103",0.00124319215115953,0.00256184612306009
"V104",0.00115264893863785,-1.33938192384593e-05
"V105",-0.00330014103970202,-0.00318096617292899
"V106",-0.00254187278690734,0.000730784927200804
"V107",0.0362611876390339,-0.0010494836179754
"V108",3.134388146285e-05,-1.5921440425806e-05
"V109",8.75630078941701e-05,1.31813665758028e-06
"V110",0.000428338869299556,0.00168089707905513
"V111",-0.000284357485935048,1.72109998979078e-05
"V112",0.00128523177218695,-0.00134317846487908
"V113",0.000467085071283005,-0.00551460498292095
"V114",0.00203199636778235,0.00119808138401287
"V115",0.0027148827981739,0.00172844246540219
"V116",-0.000819215897373015,-5.52437107125827e-05
"V117",-0.000848359668298028,-0.000831880776165212
"V118",-0.00125244926699811,-0.000958054827420807
"V119",0.000646691336198016,0.00138548163808698
"V120",-0.00168074919978292,0.00139730798034368
"V121",-0.010689014390342,0.00964260005288031
"V122",-0.00635122624792664,0.00152076660333368
"V123",-0.0030060636674635,-0.00878045784077456
"V124",0.0197772934819495,0.001807685390641
"V125",-0.00354776765585288,0.0111269280746974
"V126",0.00743106893476652,0.00999315770000998
"V127",-0.00235365430180216,4.9422174112732e-05
"V128",-0.0037300197959762,-0.00275358382229608
"V129",-0.00692664928204484,-0.00404773225100854
"V130",-0.000918901673058968,0.00284609751872889
"V131",-0.00285541276356169,0.00405677495759123
"V132",0.0245830088489797,-0.002817696490435
"V133",-0.00295277410471276,0.00447115083951952
"V134",9.11846837426562e-05,-9.3400266559224e-05
"V135",-4.65214787609883e-07,-7.71316730331961e-07
"V136",0.000131416242566957,1.02713860102493e-05
"V137",0.0141304069521545,0.0010000611731629
"V138",-0.000873100174003205,0.00017978108657605
"V139",0.0106324590827231,-0.00802284077486411
"V140",-0.00431804094992989,-0.0040286305501431
"V141",-0.0010269628977516,-0.00152186339517338
"V142",0.000199292524122877,-0.000797463460348351
"V143",0.00115775967942212,0.0013378089048834
"V144",0.000456294054760618,-0.00185381184781449
"V145",-0.00114671671076531,0.00172048993703327
"V146",-0.00118943088772144,-0.000693221018881897
"V147",-0.000660685006532647,0.00125687278644548
"V148",0.000402053149392539,-0.000601794543647794
"V149",0.000229559882787301,-6.94189417055973e-05
"V150",-1.906347171986e-05,-0.000315036613869078
"V151",0.000659720875436052,-7.70655729040434e-05
"V152",-1.4938989037006e-05,-0.00155736681401395
"V153",-0.00116276453915735,-0.00175869153994574
"V154",-0.000344242297134885,0.000279448381531915
"V155",2.19360332514793e-05,-9.17942473970867e-05
