"","X1","X2","X3","X4","X5","X6"
"V1",1.29337199232272e-05,0.000136523225577055,0.000341260992004869,-0.000334856468113868,4.00636585549055e-05,-0.000291168354054562
"V2",0.000597713037612028,-0.00208940428493717,0.00301952032527171,0.004306800211988,-0.00362488447164287,-0.00195491918246367
"V3",0.000320473315772937,-0.00387506082508751,0.00192977675292064,0.00705886645118202,-0.000417013056162289,-0.00401540067731979
"V4",-0.000293208994966786,0.000690646377430622,0.00147795004784185,0.00674254545796671,0.000722705237753058,-0.00382772837351154
"V5",-0.00465696371860617,-0.000542099597610284,-0.00796616285591779,0.00600801836474898,0.0118617840468636,-0.00576059416555587
"V6",0,0,0,0,0,0
"V7",0.00437214515202426,-0.0107534704629202,0.00691931719900898,0.00217638911753038,0.000121479799027531,0.000560545963489104
"V8",0.00166517877875622,-0.00278722108122565,0.00388305732141658,0.000906205163529214,-0.000218141668677451,0.00684935863184723
"V9",0.000546370883170671,0.00154673237536049,-0.00537933247080806,-4.3144086299302e-05,0.0010557971799711,0.00467966227709793
"V10",0,0,0,0,0,0
"V11",3.01178601817543e-05,-0.000271672303316287,-0.000142241045195773,0.00124808486579752,0.000384128094162715,-0.000527293798761813
"V12",-0.00122647964747466,-0.00106626455274939,-0.0018644149846226,0.0161137738216959,0.0102003356027308,-0.0107883827839763
"V13",-0.000420903060563663,0.00132236959341263,0.00135454769617956,-4.88324005447636e-05,-0.00392147865276132,-0.0055778719994659
"V14",0.000186449083612639,0.00079954151164867,-0.00221058668452045,0.00268521057301369,-0.00118782673461514,0.00226497477204755
"V15",-0.000222853909852706,-0.000249205241086175,0.000334907303943243,0.000450945533057125,-0.000165093426452717,-0.000657571573594217
"V16",-8.44700777713004e-06,0.000295175935132763,-0.000580979498429882,0.00179013294570117,0.000642949406515536,-0.00147131335951697
"V17",-3.87484135251492e-07,6.17450534172137e-06,6.04051498776306e-06,-1.77479013475824e-06,-1.53186334135046e-05,-2.71621965737551e-05
"V18",-0.000243338922694028,0.000272494589295503,-0.000538169003700199,-0.000350260908578493,-0.000623683413823219,-0.000761373541201613
"V19",-1.93404111684234e-05,5.15994928676907e-05,7.96512196776185e-05,-9.29738038606613e-06,-0.000175805002708967,-0.000245887293658815
"V20",-0.000532769367929489,0.00164650123584,0.0017148293497059,0.00248480542865201,-0.00313675406611466,0.00166696381086556
"V21",0.00199018154892024,-0.00828776652481956,0.00549336524943573,0.00600834216998781,0.00305086788831871,0.00342353242559671
"V22",-0.00211843859781729,0.000784054789515111,0.00358592266690784,0.00813207559138238,-0.0115442268543932,-0.000751466878839103
"V23",-0.00179853359876901,0.00534038213190487,0.00182414320465258,-0.0034502211022882,0.00436902093999612,-0.00579339789269587
"V24",-0.000137179355628377,-8.77086326780286e-06,-0.000697868032570918,0.00106925913707678,0.00145893620690542,-0.000952973339601251
"V25",0.000163199624388174,-0.000763519927281025,0.00031065719322895,-0.000448013313058106,0.000248144330640672,-0.000227195735218124
"V26",0.00328135562614216,-0.00981996380497942,0.0105779294991195,0.00744604156569128,-0.00432628844571087,0.0128439603822035
"V27",-0.000203533251818796,-3.0034840237908e-05,-2.82403426632754e-05,-4.45161607669789e-05,-9.9678906648795e-05,-7.41282094047011e-05
"V28",-5.87858973895504e-05,0.000224376868618603,-0.00205949642713605,-0.00607782700083418,0.0104603862874718,0.000830406089055096
"V29",0.000760460086335411,-0.00639804678959034,0.00180425503891661,-0.00644964568086158,0.00375332487672811,-0.00637973204979928
"V30",1.2940958767911e-05,-2.79415076290533e-05,1.08737767290082e-05,2.17381725653951e-05,0.000145659735157603,-4.69276693648508e-05
"V31",-3.45701021978686e-06,1.91955395160787e-05,2.3682641646902e-05,-1.00201089049558e-05,-3.08917778455949e-05,-7.58163367682657e-05
"V32",-0.0138342339206793,-0.00724627511764901,0.000575422482126323,-0.00140513004429354,-0.00136765010369708,0.000847713707609934
"V33",0.000493654764938532,-0.00057979012028545,-0.00106048024502971,-0.00258447602344996,0.000476807751122077,-0.0011261162578399
"V34",-0.000583381141873701,-0.00046236732269092,5.7896214005549e-05,-0.00040405131901441,-0.000417022865737475,-0.0004288492047713
"V35",-0.000740574448883611,0.0141362724126878,0.0104005413309437,-0.00538222927905194,0.00484525374241887,0.00537932400238805
"V36",-0.0011155892731591,0.0147315787041798,-0.00633352786726045,-0.00919948593341147,0.00315102075693087,0.00380945980116797
"V37",3.0297757148516e-05,0.00064326861378761,0.000491277278643193,-0.000103734001995119,0.000577741181891113,0.000808246554782365
"V38",0.000187224336434261,-0.00109165242468364,0.000616612102335601,-0.000463773047237292,-0.000828460472361658,-0.000988271949694347
"V39",0.000508791078158178,-0.00361640815164689,-0.00492499190631614,0.0138646742534833,0.0142963807983703,-0.00331076403756615
"V40",0.000688071341696042,-0.000390352306315021,-0.00159576903515867,0.00956450841104887,-0.00688053121069469,-0.00362449667570939
"V41",-0.000319687046545557,0.00155534195139025,-0.00340680315990315,0.00110210145987132,0.000264176441845289,0.000266503718443718
"V42",0.000137097236315816,0.00117990997587455,-0.00411134434111452,-0.00261948801932895,-0.00216138785552795,-0.000327692162759754
"V43",-1.42687083269945e-06,1.30897739815341e-05,-9.75088817429766e-06,1.93782183095829e-05,-9.03118671764639e-06,-2.96896268790743e-05
"V44",-5.49496985640635e-05,0.00087079288848988,-0.0010964568441734,0.00067903956109144,0.000831912172374307,-0.00247053040169043
"V45",6.99930286459426e-06,7.05166040255783e-05,-0.000274155081715994,-0.00011018461363682,-0.000208057230011434,3.89123641953542e-05
"V46",0.0020696682168424,-0.00569063179371121,0.00356875548654741,0.00324194963869196,-0.00199760032263857,0.00027474739244147
"V47",0.000344453466136575,0.000286807020378492,-0.00856594965390856,-0.00121782814383368,-0.000648072614717163,0.00690631699028328
"V48",-0.000836562491040352,0.00233711760647078,0.00182748987573337,0.00282955832187966,-0.00531652488338288,-0.00139366824345419
"V49",0.000140868498340521,-0.00395547572940139,-0.00110226402816518,0.00232380517297198,0.0129149058779805,-0.0119458677310943
"V50",0.00128520621932591,-0.00670701990447367,0.00150090158820342,0.000303888929442845,0.00338579538771985,-0.00244287283841767
"V51",0.00120995103102985,-0.000848224192757178,-0.00373643768823274,0.00639608643350441,0.00312810113725772,0.00135186334444272
"V52",-0.0104737880812351,0.00749453079371189,0.00651135944826095,-0.000948798233170765,0.0175411030568652,-0.00505897306021339
"V53",0.00216371148895784,-0.00360075104317476,0.00102969635215796,-0.000890257415889872,-0.00269357624062909,0.00189787239235982
"V54",-1.02050287528681e-06,-0.0164574247916714,0.00393366084366281,0.00965391494144245,0.00326628508144931,-0.00504949264135357
"V55",0.00218169849270076,-0.00882939596255646,0.0054048138190082,0.00328828097527284,-0.0073020000127813,0.0037249902765189
"V56",0.0034148558353313,-0.00980954808964585,0.00531706685411529,-0.000325969646865963,-0.00739790804182439,0.00146443123147015
"V57",0.000458484269102243,0.00141748184810756,0.000279574129857867,0.000727482390431211,0.00627006685102119,0.000506657832273285
"V58",0.00348616205848322,-0.0143253708248799,0.00624506554911813,-0.00762946900884048,-0.00150628577588781,-0.00518951238775534
"V59",0.00406254294379129,-0.0173617415700205,0.00805484705064692,-0.00447220793211535,-0.00369381652052517,-0.000477762448241108
"V60",0.00135432777192155,0.00480492856974709,-0.019439885779992,-0.00288611590636493,-0.012026671241517,0.00134578222697052
"V61",0.00162040350749227,-0.0114607917665147,0.0022882967269996,0.0131122360850227,0.00271235644625125,-0.00771942156319109
"V62",-4.7758999758606e-05,-9.59817529735834e-05,6.94942698449611e-05,7.88946246236152e-05,-2.69280542176828e-05,0.000129527355707492
"V63",0.000176875357879655,-0.000636779796593741,0.000135856651864931,9.85609416130212e-05,-0.000226497626232606,-4.12324688989357e-05
"V64",0.000927525851837395,-0.00457404530898313,0.000996342308848262,-0.000898999089196675,0.00397484195971023,-0.00247652817634754
"V65",0.00198538165541411,-0.00849155970105674,-0.00168098335952011,-0.00694254152502958,-0.0124267688233846,-0.00327010810828248
"V66",0.00403856386721977,-0.0163825895178709,0.00972065604627079,-0.0113159656618405,-0.00310670533804495,-0.00523342114363462
"V67",0.00143311365494024,-0.00635830899075754,0.00401303090683779,-0.00203372409961878,-0.0015962781703774,-0.000220293315488054
"V68",-2.02381552218353e-05,0.00010334683183206,-7.38417594721126e-05,7.32802021707791e-05,2.30855431877573e-05,8.43281630395197e-05
"V69",-0.00528375226552752,-0.00398585425455261,0.00219012507548514,0.00197226912137924,-0.00289685264095216,-0.00265909457041193
"V70",0.000239922564338865,0.00218946725063726,-0.00823415418915768,-0.00171161477974696,-0.00898582759872354,-2.6031908615652e-05
"V71",-0.000147575452870921,0.00129195868282853,9.67533766475113e-05,-0.00123164626754673,0.00241632539717433,0.00437634108314236
"V72",0.000569035194952908,0.00152472436208163,-0.0213183300659844,-0.00437439725351001,-0.0284549522649284,-0.000824745504025663
"V73",0.00259850765462219,0.0114186648585857,-0.0382262263558596,-0.0128842485934975,-0.0319819416189012,0.00322082659254057
"V74",-0.00260933466270648,0.0115428483651629,0.0123377348761,0.00157856644809865,0.0035675941016466,0.0123944736669889
"V75",1.9418160774387e-05,-9.3097972163835e-05,5.06643475319906e-05,1.92107921220284e-05,-1.35520561797816e-05,-6.20307474261341e-05
"V76",0.000566851689441178,-0.00141649716969428,0.0018474160813217,-0.000963806159584155,-0.00198563410685875,-0.000735402147543174
"V77",-0.00019785949746248,1.04107191163433e-05,9.34038818980854e-05,0.000263355487006312,-0.000860762801066296,0.000220670299230269
"V78",0.000120720308744993,0.00668711861745411,0.000753475268702473,-0.00432383606758253,0.00518058268935319,0.00941812176365857
"V79",0.000107066480817888,-0.00189919684758101,-0.00109380658570152,0.00392617717330671,0.00254437510333448,-0.00233575064133041
"V80",-0.00467998981006711,0.000284513415145848,0.00567376191350978,0.00327547124737429,-0.00374119609415889,0.00767500395952298
"V81",0.00356081229162882,-0.0086141895618198,-0.00201019437545412,-0.0064372451179318,0.00206986975136668,-0.00160672895589505
"V82",0.00313454409933402,-0.00738063378384739,0.00201178166531326,-0.000624887524720752,0.0061394798263697,0.00119797885905103
"V83",0.000968168807874491,0.000380814824033944,-0.00368680733673841,0.00672468800346663,-0.000493620225963526,-0.00176298162085274
"V84",1.91353950554057e-05,-0.000111218602311962,4.03767272233893e-05,-3.4988211237901e-05,2.3030839310797e-06,-8.68747493843376e-05
"V85",-0.00136048163301449,-0.00256662724822777,-0.000135540535184164,0.00367353279946229,-0.000652635707391852,-0.00164134258537023
"V86",1.93827691108126e-05,6.46602068440504e-05,-7.30161261809359e-05,-0.000109168759995056,-4.72754886190545e-05,-0.000154029266325354
"V87",-0.000613501317915804,0.00271491993710829,-0.00012898029158196,0.000673005842969537,-0.00185657675559136,-0.00134028001831666
"V88",1.0103316563072e-05,0.000168887433351882,-0.000445781213288182,-7.58655668735161e-05,-0.000346260423539195,0.000271531068320822
"V89",0.000449527072962406,-0.0011043874028157,0.000885129515320196,-0.00134491902302972,0.00039286866259428,-0.000149973408540547
"V90",-0.000243943713402589,-0.000122221933337975,0.000239901985884265,0.000266510199667755,-0.000423748913010088,-0.000965019168860346
"V91",-5.98738004461796e-05,-0.00172947854819484,0.000258559487107518,0.00214169211542089,0.000940835995499495,-0.000340430742537966
"V92",0.000304412892179439,-0.000609624959413755,-0.000384157703704878,5.57005478937764e-05,-0.000724729753704242,-0.000216770089420939
"V93",0.000225622358716757,0.000647329218265782,0.00128220615868026,-0.00135453974416838,0.00206974592619313,0.000975175430374786
"V94",3.13915347723774e-05,0.000195196239597595,4.4920193527643e-05,4.94967586674862e-05,5.23397796717766e-05,-7.06031153154976e-06
"V95",0.000396714968761662,-0.00140679706684698,0.000894082185964246,-0.000439479287876043,-0.000591501291125006,-0.000112454558202442
"V96",-0.010533874540621,0.0160082074778247,0.0161302663119481,-0.000891083600845384,-0.00549124428769235,-0.00508202891311792
"V97",-0.000944520694234203,0.00482560376651114,0.00162415465850935,0.000849935047900537,0.00219939215111596,-0.00160066852113279
"V98",0.00368124226247108,-0.0164468621957077,0.0112028475248508,-0.0102320951702637,-0.00829152638309723,-0.00734679335325735
"V99",0.00116485002345296,-0.00773027315859365,0.00597071018818379,-0.000836029672061715,-0.00215478264972712,0.00266318136923373
"V100",0.00373137267527665,-0.00639056278917968,-0.00716790805545974,-0.00411181641246347,-0.00275759713888375,-0.000785632089285723
"V101",-0.000617827645362665,-0.0026053372200592,-0.000610378566695983,0.00968300077495953,-0.000465280537906099,0.000798726762848827
"V102",-0.00312643508403135,0.00235584795290888,-0.00413522417583467,0.00927852361481129,0.00553783041920395,0.00433424484810817
"V103",-0.00134949640906957,-0.00955828629234736,0.00043847579286077,-0.00113472236481742,0.00359890207898919,-0.00279007387097724
"V104",-0.00111566884138861,-0.00490036449011357,-0.00548821281989394,0.00337226013402378,0.00556391479756099,-0.00186595970128929
"V105",-0.00101830981977068,-0.00313732715990469,-0.0064917422716646,-0.00356242047850865,-0.00415475917855179,0.00188528104528115
"V106",0.00272819450189838,-0.00773424525623863,0.00474722273721788,-0.00396317423297038,-0.00476996189697949,-0.00445663958556026
"V107",0.000903264161902025,-0.00377239484201634,0.00187946760025765,0.00191332038931245,0.000560930109011675,-0.00124990113536882
"V108",2.16024882077076e-05,2.21978855804941e-05,-0.000142204121624547,3.45752652511244e-06,-1.67917102118331e-05,9.83615274599005e-05
"V109",5.67475013583999e-07,1.36153718335527e-06,-8.58294499850686e-06,3.00453166149913e-05,9.93102803545746e-06,-6.03942235474729e-06
"V110",0.000496485740812208,-0.0069433383208549,-0.000307379092008665,-0.0013281651779789,0.00508770929500209,-0.00289657169542142
"V111",-6.46261004650281e-05,-0.00119263471660294,-0.000725541804688098,-0.00305607292843768,0.00248518996176992,-0.00125572618645426
"V112",0.000257990907211387,-0.000857203561633288,0.000217384122672523,-0.000350378954766781,-0.000104872581615442,-0.000285302197656154
"V113",0.00323356272399308,-0.00416595898936007,-0.00382606444649122,-0.00980307231664863,0.00595712740358249,0.00432263627772673
"V114",-0.00120006318444438,-0.000604084141698573,-0.00118266488786908,0.00609342569911703,-0.00587825222164642,-0.00245205828146433
"V115",0.000531562124686674,-0.0038843092887227,-0.00283195876360034,-0.00709340360358836,0.00289807048209806,-0.00314475245820436
"V116",-0.000327637913978696,0.00318027603328318,-0.00249874272277413,-0.00443681593673425,0.000494954678062843,-0.00473818437382441
"V117",0.00143428429643997,0.00520839337945107,-0.00434215858085704,-0.00208721334944403,-0.00301827037182449,0.00791707214540994
