"","X1","X2","X3","X4","X5"
"V1",0.000130101781513861,7.68961971382439e-05,5.33854796950691e-05,-0.000420851331623329,-0.000996016713804679
"V2",0.00458661562642555,0.00446738655269961,-0.00088359982996366,-0.000570746024516491,0.00555503696541475
"V3",0.00185520990743197,0.00257981491339549,-0.00110533689247532,4.47986813552008e-05,0.00217348425439808
"V4",-0.000371303410811261,0.00303506291471856,0.00246640082803892,0.00228805834775422,-0.00415065555913627
"V5",-0.00824909706041789,-0.0141390033530846,-0.00687569263099099,-0.00203522176296715,-0.00734400639417802
"V6",0,0,0,0,0
"V7",-0.00592401081641781,0.0140174188729916,-0.0104615202488991,-0.00457450199475423,0.0105814108550475
"V8",0.000241468047494941,0.0025989839106331,3.31232264882907e-05,-0.00991561267851224,0.00993406471962001
"V9",-0.00223936714013478,0.00092314899758211,-0.00123918015541989,0.002406291481486,-0.0023879643663838
"V10",5.38278627136805e-36,-1.34929949366645e-35,5.16337253150649e-37,8.77889851128717e-36,3.67483191404997e-36
"V11",-0.000141068222984158,0.000122170102103016,-0.000114304521928449,-4.85045772838171e-06,2.35913556231844e-05
"V12",-0.00138472458856413,0.00163343840659907,-0.00260430903063357,-0.000191287340274296,-5.87501601867191e-05
"V13",-0.00130930022261427,-0.000153461668537672,-0.0016527347349108,-0.000446253061326201,-0.00247461251248759
"V14",0.00117412870437253,0.000834907635230706,-0.000986393016762238,0.000333769159480427,-0.000304416993998144
"V15",-9.97859940040044e-05,0.000340556535463728,-0.000202852808107626,-0.000843060373151615,0.00127257501930716
"V16",0,0,0,0,0
"V17",0,0,0,0,0
"V18",0,0,0,0,0
"V19",9.76743247457154e-05,5.10826790647487e-05,-1.41914918782536e-05,-3.17487115946799e-05,-3.36555691633206e-05
"V20",0.00519870147997836,0.00307084628455746,0.0030786853269103,0.00284446314354305,0.00359849723440686
"V21",0.000757791887674393,0.00666701388525759,-0.00169175651768908,-0.00246624244464817,0.00236323769756289
"V22",0.00746546106730714,0.0139532680494871,0.00245805568540112,-0.00974228803332582,0.0129757723548537
"V23",-0.00444695596474284,0.000791253534498776,-0.0038972386682169,0.000515767067540567,0.000346165190197261
"V24",0,0,0,0,0
"V25",-3.07012960918842e-05,-0.00040824387749531,0.000410468149424352,-0.00225616897883852,-4.69921167502517e-05
"V26",0.0065830259368446,0.0105195193822248,-0.00467529395809011,-0.00393388681599894,-0.00103531356065332
"V27",-4.91706221057546e-05,2.84143273506501e-05,4.5293903065418e-05,0.000166403188419911,-5.31000834644925e-05
"V28",-0.00478185813088642,-0.00380647143898158,-0.0110754501837242,0.00375166563261908,0.00226964909918345
"V29",0.00141145240776752,0.00229028033794431,-0.00517379707636918,-0.00664997072405708,-0.00387102031433121
"V30",-0.000167799568472129,-8.11582971261572e-06,-5.62587219181502e-05,2.67647864361914e-05,2.2892968212881e-05
